"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"While intelligence analysis has been a primary target domain for visual analytics system development, relatively little user and task analysis has been conducted within this area. Our research community's understanding of the work processes and practices of intelligence analysts is not deep enough to adequately address their needs. Without a better understanding of the analysts and their problems, we cannot build visual analytics systems that integrate well with their work processes and truly provide benefit to them. In order to close this knowledge gap, we conducted a longitudinal, observational field study of intelligence analysts in training within the intelligence program at Mercyhurst College. We observed three teams of analysts, each working on an intelligence problem for a ten-week period. Based upon study findings, we describe and characterize processes and methods of intelligence analysis that we observed, make clarifications regarding the processes and practices, and suggest design implications for visual analytics systems for intelligence analysis.","https://ieeexplore.ieee.org/document/6102438/","LOCKED","6102438","Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37673524700","1","Youn-ah Kang","37673524700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Georgia Institute of Technology, USA","https://ieeexplore.ieee.org/author/37267736900","2","John Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102438","30","https://ieeexplore.ieee.org/document/6102438/","Intelligence analysis","qualitatvie user study","","","","","","","","Visual analytics","Collaboration","Analytical models","Internet","Information services","Electronic publishing","Artificial intelligence","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102438","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","49","21","Characterizing the intelligence analysis process: Informing visual analytics design through a longitudinal field study"
"There are a growing number of machine learning algorithms which operate on graphs. Example applications for these algorithms include predicting which customers will recommend products to their friends in a viral marketing campaign using a customer network, predicting the topics of publications in a citation network, or predicting the political affiliations of people in a social network. It is important for an analyst to have tools to help compare the output of these machine learning algorithms. In this work, we present G-PARE, a visual analytic tool for comparing two uncertain graphs, where each uncertain graph is produced by a machine learning algorithm which outputs probabilities over node labels. G-PARE provides several different views which allow users to obtain a global overview of the algorithms output, as well as focused views that show subsets of nodes of interest. By providing an adaptive exploration environment, G-PARE guides the users to places in the graph where two algorithms predictions agree and places where they disagree. This enables the user to follow cascades of misclassifications by comparing the algorithms outcome with the ground truth. After describing the features of G-PARE, we illustrate its utility through several use cases based on networks from different domains.","https://ieeexplore.ieee.org/document/6102442/","LOCKED","6102442","Computer Science Department, University of Maryland, College Park, USA","https://ieeexplore.ieee.org/author/37714206000","1","Hossam Sharara","37714206000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Science Department, University of Maryland, College Park, USA","https://ieeexplore.ieee.org/author/37546693400","2","Awalin Sopan","37546693400","Computer Science Department, University of Maryland, College Park, USA","https://ieeexplore.ieee.org/author/38072149500","3","Galileo Namata","38072149500","Computer Science Department, University of Maryland, College Park, USA","https://ieeexplore.ieee.org/author/37829614900","4","Lise Getoor","37829614900","Computer Science Department, Georgetown University, Washington DC, USA","https://ieeexplore.ieee.org/author/37691176100","5","Lisa Singh","37691176100","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102442","70","https://ieeexplore.ieee.org/document/6102442/","Uncertain Graphs","Comparative Analysis","Model Comparison","Visualizing Uncertainty","","","","","","Predictive models","Data visualization","Uncertainty","Machine learning algorithms","Prediction algorithms","Data models","Visualization","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102442","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","50","61","G-PARE: A visual analytic tool for comparative analysis of uncertain graphs"
"This article describes “Obvious”: a meta-toolkit that abstracts and encapsulates information visualization toolkits implemented in the Java language. It intends to unify their use and postpone the choice of which concrete toolkit(s) to use later-on in the development of visual analytics applications. We also report on the lessons we have learned when wrapping popular toolkits with Obvious, namely Prefuse, the InfoVis Toolkit, partly Improvise, JUNG and other data management libraries. We show several examples on the uses of Obvious, how the different toolkits can be combined, for instance sharing their data models. We also show how Weka and Rapid-Miner, two popular machine-learning toolkits, have been wrapped with Obvious and can be used directly with all the other wrapped toolkits. We expect Obvious to start a co-evolution process: Obvious is meant to evolve when more components of Information Visualization systems will become consensual. It is also designed to help information visualization systems adhere to the best practices to provide a higher level of interoperability and leverage the domain of visual analytics.","https://ieeexplore.ieee.org/document/6102446/","LOCKED","6102446","INRIA, France","https://ieeexplore.ieee.org/author/37407972900","1","Jean-Daniel Fekete","37407972900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","INRIA, France","https://ieeexplore.ieee.org/author/38072289200","2","Pierre-Luc Hémery","38072289200","IBM, USA","https://ieeexplore.ieee.org/author/38233516200","3","Thomas Baudel","38233516200","City University, London, USA","https://ieeexplore.ieee.org/author/37399045100","4","Jo Wood","37399045100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102446","100","https://ieeexplore.ieee.org/document/6102446/","","","","","","","","","","Data visualization","Data models","Visualization","Observers","Libraries","Java","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102446","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","51","91","Obvious: A meta-toolkit to encapsulate information visualization toolkits — One toolkit to bind them all"
"Sensitivity analysis is a powerful method for discovering the significant factors that contribute to targets and understanding the interaction between variables in multivariate datasets. A number of sensitivity analysis methods fall into the class of local analysis, in which the sensitivity is defined as the partial derivatives of a target variable with respect to a group of independent variables. Incorporating sensitivity analysis in visual analytic tools is essential for multivariate phenomena analysis. However, most current multivariate visualization techniques do not allow users to explore local patterns individually for understanding the sensitivity from a pointwise view. In this paper, we present a novel pointwise local pattern exploration system for visual sensitivity analysis. Using this system, analysts are able to explore local patterns and the sensitivity at individual data points, which reveals the relationships between a focal point and its neighbors. During exploration, users are able to interactively change the derivative coefficients to perform sensitivity analysis based on different requirements as well as their domain knowledge. Each local pattern is assigned an outlier factor, so that users can quickly identify anomalous local patterns that do not conform with the global pattern. Users can also compare the local pattern with the global pattern both visually and statistically. Finally, the local pattern is integrated into the original attribute space using color mapping and jittering, which reveals the distribution of the partial derivatives. Case studies with real datasets are used to investigate the effectiveness of the visualizations and interactions.","https://ieeexplore.ieee.org/document/6102450/","LOCKED","6102450","Computer Science Department, Worcester Polytechnic Institute, USA","https://ieeexplore.ieee.org/author/37668783300","1","Zhenyu Guo","37668783300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Science Department, Worcester Polytechnic Institute, USA","https://ieeexplore.ieee.org/author/37268441700","2","Matthew O. Ward","37268441700","Computer Science Department, Worcester Polytechnic Institute, USA","https://ieeexplore.ieee.org/author/37279217900","3","Elke A. Rundensteiner","37279217900","Computer Science Department, Worcester Polytechnic Institute, USA","https://ieeexplore.ieee.org/author/37413757400","4","Carolina Ruiz","37413757400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102450","140","https://ieeexplore.ieee.org/document/6102450/","Knowledge Discovery","sensitivity analysis","local pattern visualization","","","","","","","Sensitivity analysis","Vectors","Image color analysis","Analytical models","Data mining","Visualization","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102450","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","52","131","Pointwise local pattern exploration for sensitivity analysis"
"We propose a method for the semi-automated refinement of the results of feature subset selection algorithms. Feature subset selection is a preliminary step in data analysis which identifies the most useful subset of features (columns) in a data table. So-called filter techniques use statistical ranking measures for the correlation of features. Usually a measure is applied to all entities (rows) of a data table. However, the differing contributions of subsets of data entities are masked by statistical aggregation. Feature and entity subset selection are, thus, highly interdependent. Due to the difficulty in visualizing a high-dimensional data table, most feature subset selection algorithms are applied as a black box at the outset of an analysis. Our visualization technique, SmartStripes, allows users to step into the feature subset selection process. It enables the investigation of dependencies and interdependencies between different feature and entity subsets. A user may even choose to control the iterations manually, taking into account the ranking measures, the contributions of different entity subsets, as well as the semantics of the features.","https://ieeexplore.ieee.org/document/6102448/","LOCKED","6102448","Fraunhofer Institute for Computer Graphics Research, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37603783600","1","Thorsten May","37603783600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fraunhofer Institute for Computer Graphics Research, Darmstadt, Germany","https://ieeexplore.ieee.org/author/38233628300","2","Andreas Bannach","38233628300","Fraunhofer Institute for Computer Graphics Research, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37603822500","3","James Davey","37603822500","Fraunhofer Institute for Computer Graphics Research, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37593423500","4","Tobias Ruppert","37593423500","Fraunhofer Institute for Computer Graphics Research, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37449689200","5","Jörn Kohlhammer","37449689200","","","","","","","","","","","","","","","","","","","","","","","","","","32","2","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102448","120","https://ieeexplore.ieee.org/document/6102448/","","","","","","","","","","Correlation","Data visualization","Algorithm design and analysis","Visualization","Particle measurements","Atmospheric measurements","Sorting","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102448","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","53","111","Guiding feature subset selection with an interactive visualization"
"We propose a visual analytics procedure for analyzing movement data, i.e., recorded tracks of moving objects. It is oriented to a class of problems where it is required to determine significant places on the basis of certain types of events occurring repeatedly in movement data. The procedure consists of four major steps: (1) event extraction from trajectories; (2) event clustering and extraction of relevant places; (3) spatio-temporal aggregation of events or trajectories; (4) analysis of the aggregated data. All steps are scalable with respect to the amount of the data under analysis. We demonstrate the use of the procedure by example of two real-world problems requiring analysis at different spatial scales.","https://ieeexplore.ieee.org/document/6102454/","LOCKED","6102454","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems) and University of Bonn, Germany","https://ieeexplore.ieee.org/author/37283047100","1","Gennady Andrienko","37283047100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems) and University of Bonn, Germany","https://ieeexplore.ieee.org/author/37283047700","2","Natalia Andrienko","37283047700","DGAC/DTI R&D, ENAC and the University of Toulouse, France","https://ieeexplore.ieee.org/author/38017336200","3","Christophe Hurter","38017336200","KDDLab, ISTI - CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37670571400","4","Salvatore Rinzivillo","37670571400","Fraunhofer Institute IAIS (Intelligent Analysis and Information Systems) and University of Bonn, Germany","https://ieeexplore.ieee.org/author/37668062300","5","Stefan Wrobel","37668062300","","","","","","","","","","","","","","","","","","","","","","","","","","58","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102454","170","https://ieeexplore.ieee.org/document/6102454/","movement","trajectories","spatio-temporal data","spatial events","spatial clustering","spatio-temporal clustering","","","","Trajectory","Context","Data mining","Visualization","Aggregates","Time series analysis","Clustering algorithms","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102454","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","54","161","From movement tracks through events to places: Extracting and characterizing significant places from mobility data"
"Geographically-grounded situational awareness (SA) is critical to crisis management and is essential in many other decision making domains that range from infectious disease monitoring, through regional planning, to political campaigning. Social media are becoming an important information input to support situational assessment (to produce awareness) in all domains. Here, we present a geovisual analytics approach to supporting SA for crisis events using one source of social media, Twitter. Specifically, we focus on leveraging explicit and implicit geographic information for tweets, on developing place-time-theme indexing schemes that support overview+detail methods and that scale analytical capabilities to relatively large tweet volumes, and on providing visual interface methods to enable understanding of place, time, and theme components of evolving situations. Our approach is user-centered, using scenario-based design methods that include formal scenarios to guide design and validate implementation as well as a systematic claims analysis to justify design choices and provide a framework for future testing. The work is informed by a structured survey of practitioners and the end product of Phase-I development is demonstrated / validated through implementation in SensePlace2, a map-based, web application initially focused on tweets but extensible to other media.","https://ieeexplore.ieee.org/document/6102456/","LOCKED","6102456","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/37374699000","1","Alan M. MacEachren","37374699000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/37966902300","2","Anuj Jaiswal","37966902300","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/37829187900","3","Anthony C. Robinson","37829187900","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/38233564100","4","Scott Pezanowski","38233564100","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/38237834200","5","Alexander Savelyev","38237834200","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/37286730000","6","Prasenjit Mitra","37286730000","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/38239991000","7","Xiao Zhang","38239991000","GeoVISTA Center, The Pennsylvania State University, USA","https://ieeexplore.ieee.org/author/38242393000","8","Justine Blanford","38242393000","","","","","","","","","","","166","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102456","190","https://ieeexplore.ieee.org/document/6102456/","social media analytics","scenario-based design","geovisualization","situational awareness","text analytics","crisis management","spatio-temporal analysis","","","Media","Crisis management","Twitter","Visual analytics","Decision making","Organizations","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102456","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","55","181","SensePlace2: GeoTwitter analytics support for situational awareness"
"In this paper, we present our collaborative work with the U.S. Coast Guard's Ninth District and Atlantic Area Commands where we developed a visual analytics system to analyze historic response operations and assess the potential risks in the maritime environment associated with the hypothetical allocation of Coast Guard resources. The system includes linked views and interactive displays that enable the analysis of trends, patterns and anomalies among the U.S. Coast Guard search and rescue (SAR) operations and their associated sorties. Our system allows users to determine the potential change in risks associated with closing certain stations in terms of response time, potential lives and property lost and provides optimal direction as to the nearest available station. We provide maritime risk assessment tools that allow analysts to explore Coast Guard coverage for SAR operations and identify regions of high risk. The system also enables a thorough assessment of all SAR operations conducted by each Coast Guard station in the Great Lakes region. Our system demonstrates the effectiveness of visual analytics in analyzing risk within the maritime domain and is currently being used by analysts at the Coast Guard Atlantic Area.","https://ieeexplore.ieee.org/document/6102460/","LOCKED","6102460","Purdue University Visualization and Analytics Center (PURVAC), USA","https://ieeexplore.ieee.org/author/37397435000","1","Abish Malik","37397435000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Purdue University Visualization and Analytics Center (PURVAC), USA","https://ieeexplore.ieee.org/author/37396008400","2","Ross Maciejewski","37396008400","United States Coast Guard, USA","https://ieeexplore.ieee.org/author/38233566600","3","Ben Maule","38233566600","Purdue University Visualization and Analytics Center (PURVAC), USA","https://ieeexplore.ieee.org/author/37282598900","4","David S. Ebert","37282598900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102460","230","https://ieeexplore.ieee.org/document/6102460/","Visual analytics","risk assessment","Coast Guard","","","","","","","Risk management","Visual analytics","Data visualization","Calendars","Time factors","Decision making","Lakes","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102460","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","56","221","A visual analytics process for maritime resource allocation and risk assessment"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/6102427/","EPHEMERA","6102427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102427","viii","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102427","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","57","viii","IEEE Visualization and Graphics Technical Committee (VGTC)"
"Summary form only given. This talk will discuss the role of visual thinking in scientific discovery and technological invention. Visual thinking uses picture-like representations as internal mental models or as external depictions such as diagrams. The first part of the talk will analyze the role of visual thinking in 100 great discoveries and 100 great inventions. The second part will discuss the contribution of visual thinking to developing new theories in the social sciences based on advances in cognitive science. Cognitive-affective mapping is a new technique for visualizing the role of emotion in social cognition. EMPATHICA is a new graphical system for resolving conflicts by increasing empathy using cognitive-affective maps.","https://ieeexplore.ieee.org/document/6102431/","EPHEMERA","6102431","University of Waterloo, Canada","https://ieeexplore.ieee.org/author/38016995900","1","Paul Thagard","38016995900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102431","xii","https://ieeexplore.ieee.org/document/6102431/","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102431","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","58","xii","Visual thinking in discovery and invention: From physics to cognitive social science"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/6102429/","EPHEMERA","6102429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102429","x","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102429","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","59","x","International Program Committee"
"The IEEE Visual Analytics Science and Technology (VAST) Conference continues to develop and grow. Each year brings new researchers to the field and produces important advances in the theory and practice of visual analytics. VAST is now in its sixth year, and it is the second year as an IEEE Conference. The presented work demonstrates significant growth and maturation of the visual analytics community. We received 80 submissions and were able to accept 26 papers into the program.","https://ieeexplore.ieee.org/document/6102426/","EPHEMERA","6102426","","","1","William Pike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Jonathan C. Roberts","","","","3","Silvia Miksch","","","","4","Matt Ward","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102426","vii","https://ieeexplore.ieee.org/document/6102426/","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102426","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","60","vii","Message from the conference and paper chairs"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/6102428/","EPHEMERA","6102428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102428","ix","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102428","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","61","ix","Visweek conference committee"
"Presents the table of contents of the proceedings.","","EPHEMERA","6102425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102425","vi","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102425","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","62","iii","Contents"
"Presents the front and back covers of the proceedings.","","EPHEMERA","6102500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102500","c4","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102500","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","63","c1","[Front and back cover]"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","6102464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102464","262","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102464","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","64","261","Posters"
