"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"3D time-varying unstructured and structured data sets are difficult to visualize and analyze because of the immense amount of data involved. These data sets contain many evolving amorphous regions, and standard visualization techniques provide no facilities to aid the scientist to follow regions of interest. In this paper, we present a basic framework for the visualization of time-varying data sets, and a new algorithm and data structure to track volume features in unstructured scalar data sets. The algorithm and data structure are general and can be used for structured, curvilinear, adaptive and hybrid grids as well. The features tracked can be any type of connected regions. Examples are shown from ongoing research.","https://ieeexplore.ieee.org/document/745288/","LOCKED","745288","Dept. of Electr. & Comput. Eng., Rutgers Univ., Piscataway, NJ, USA","https://ieeexplore.ieee.org/author/37274132700","1","D. Silver","37274132700","https://ieeexplore.ieee.org/author/37367862600","2","X. Wang","37367862600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","4","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745288","86","Data visualization","Data structures","Silver","Feature extraction","Data analysis","Data engineering","Amorphous materials","Computer vision","Computational fluid dynamics","Computational modeling","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745288","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","64","79","Tracking scalar features in unstructured data sets"
"Efforts to create highly generic visualizations, both content and interface, often when applied to non research oriented or operational activities are composed of several goals. Although these goals may appear to be related, they are often composed of distinct tasks. Generic solutions, even if domain-specific, may lack sufficient focus to be effective for such purposes. The design of different visualization tools matched to a set of tasks but built on top of a common framework with a similar approach to content is a promising alternative. This hypothesis is tested in detail by application to a demanding problem-operational weather forecasting.","https://ieeexplore.ieee.org/document/745330/","LOCKED","745330","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372175500","1","L.A. Treinish","37372175500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745330","409","Weather forecasting","Data visualization","Atmospheric modeling","Testing","Predictive models","Meteorology","Taxonomy","Chromium","Hybrid integrated circuits","Computational modeling","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745330","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","65","405","Task-specific visualization design: a case study in operational weather forecasting"
"We consider interpolation between keyframe hierarchies. We impose a set of weak constraints that allows smooth interpolation between two keyframe hierarchies in an animation or, more generally, allows the interpolation in an n-parameter family of hierarchies. We use hierarchical triangulations obtained by the Rivara element bisection algorithm (M. Rivara, 1984) and impose a weak compatibility constraint on the set of root elements of all keyframe hierarchies. We show that the introduced constraints are rather weak. The strength of our approach is that the interpolation works in the class of conforming triangulations and simplifies the task of finding the intermediate hierarchy, which is the union of the two (or more) keyframe hierarchies involved in the interpolation process. This allows for an efficient generation of the intermediate connectivity and additionally ensures that the intermediate hierarchy is again a conforming hierarchy satisfying the same constraints.","https://ieeexplore.ieee.org/document/745328/","LOCKED","745328","Tech. Univ. Berlin, Germany","https://ieeexplore.ieee.org/author/37359495500","1","A. Friedrich","37359495500","https://ieeexplore.ieee.org/author/37282271000","2","K. Polthier","37282271000","https://ieeexplore.ieee.org/author/37371960500","3","M. Schmies","37371960500","","","","","","","","","","","","","","","","","","","","","","","","","4","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745328","396","Interpolation","Animation","Computer graphics","Solid modeling","Shape","Chromium","Computational geometry","Data structures","Energy resolution","Polynomials","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745328","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","66","391","Interpolation of triangle hierarchies"
"This paper presents a novel method to extract vortical structures from 3D CFD (computational fluid dynamics) vector fields automatically. It discusses the underlying theory and some aspects of the implementation. Making use of higher-order derivatives, the method is able to locate bent vortices. In order to structure the recognition procedure, we distinguish locating the core line from calculating attributes of strength and quality. Results are presented on several flow fields from the field of turbomachinery.","https://ieeexplore.ieee.org/document/745296/","LOCKED","745296","Center for Sci. Comput., Eidgenossische Tech. Hochschule, Zurich, Switzerland","https://ieeexplore.ieee.org/author/37365755100","1","M. Roth","37365755100","https://ieeexplore.ieee.org/author/37282541100","2","R. Peikert","37282541100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745296","150","Data visualization","Computational fluid dynamics","Turbomachinery","Isosurfaces","Displays","Data mining","Scientific computing","Feature extraction","Data analysis","Topology","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745296","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","67","143","A higher-order method for finding vortex core lines"
"In a large number of applications, data is collected and referenced by their spatial locations. Visualizing large amounts of spatially referenced data on a limited-size screen display often results in poor visualizations due to the high degree of overplotting of neighboring datapoints. We introduce a new approach to visualizing large amounts of spatially referenced data. The basic idea is to intelligently use the unoccupied pixels of the display instead of overplotting data points. After formally describing the problem, we present two solutions which are based on: placing overlapping data points on the nearest unoccupied pixel; and shifting data points along a screen-filling curve (e.g., Hilbert-curve). We then develop a more sophisticated approach called Gridfit, which is based on a hierarchical partitioning of the data space. We evaluate all three approaches with respect to their efficiency and effectiveness and show the superiority of the Gridfit approach. For measuring the effectiveness, we not only present the resulting visualizations but also introduce mathematical effectiveness criteria measuring properties of the generated visualizations with respect to the original data such as distance- and position-preservation.","https://ieeexplore.ieee.org/document/745301/","LOCKED","745301","Inst. of Comput. Sci., Halle-Wittenberg Univ., Halle, Germany","https://ieeexplore.ieee.org/author/37283138700","1","D.A. Keim","37283138700","https://ieeexplore.ieee.org/author/37372264500","2","A. Herrmann","37372264500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745301","188","Data visualization","Atmospheric measurements","Pollution measurement","Large screen displays","Sea measurements","Air pollution","Cities and towns","Position measurement","Temperature measurement","Computer science","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745301","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","68","181","The Gridfit algorithm: an efficient and effective approach to visualizing large amounts of spatial data"
"This paper presents efficient image-based rendering techniques used in the context of an architectural walkthrough system. Portals (doors and windows) are rendered by warping layered depth images (LDIs). In a preprocessing phase, for every portal, a number of pre-rendered images are combined into an LDI. The resulting LDI stores, exactly once, all surfaces visible in at least one of the images used in the construction, so most of the exposure errors are efficiently eliminated. The LDI can be warped in the McMillan occlusion compatible ordering. A substantial increase in performance is obtained by warping in parallel. Our parallelization scheme achieves good load balancing, scales with the number of processors, and preserves the occlusion compatible ordering. A fast, conservative reference-image-space clipping algorithm also reduces the warping effort.","https://ieeexplore.ieee.org/document/745305/","LOCKED","745305","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37272425500","1","V. Popescu","37272425500","https://ieeexplore.ieee.org/author/37274005100","2","A. Lastra","37274005100","https://ieeexplore.ieee.org/author/37270561900","3","D. Aliaga","37270561900","https://ieeexplore.ieee.org/author/37267049500","4","M. de Oliveira Neto","37267049500","","","","","","","","","","","","","","","","","","","","","18","2","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745305","215","Rendering (computer graphics)","Portals","Computer graphics","Solid modeling","Geometry","Load management","Hardware","Computer errors","Layout","Pixel","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745305","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","69","211","Efficient warping for architectural walkthroughs using layered depth images"
"In this paper we describe a battlefield visualization system, called Dragon, which we have implemented on a virtual reality responsive workbench. The Dragon system has been successfully deployed as part of two large military exercises: the Hunter Warrior advanced warfighting experiment, in March 1997, and the Joint Counter Mine advanced concept tactical demonstration, in August and September 1997. We describe battlefield visualization, the Dragon system, and the workbench, and we describe our experiences as part of these two real-world deployments, with an emphasis on lessons learned and needed future work.","https://ieeexplore.ieee.org/document/745344/","LOCKED","745344","Naval Res. Lab., Washington, DC, USA","https://ieeexplore.ieee.org/author/37371968700","1","J. Durbin","37371968700","https://ieeexplore.ieee.org/author/38576023600","2","J.E. Swan","38576023600","https://ieeexplore.ieee.org/author/37371969500","3","B. Colbert","37371969500","https://ieeexplore.ieee.org/author/37359546500","4","J. Crowe","37359546500","https://ieeexplore.ieee.org/author/37360767800","5","R. King","37360767800","","6","T. King","","https://ieeexplore.ieee.org/author/37371957500","7","C. Scannell","37371957500","https://ieeexplore.ieee.org/author/37297344900","8","Z. Wartell","37297344900","https://ieeexplore.ieee.org/author/37371958200","9","T. Welsh","37371958200","17","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745344","466","Military computing","Laboratories","Virtual reality","Data visualization","Computer errors","Counting circuits","Virtual environment","Command and control systems","Manuals","Large-scale systems","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745344","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","70","463","Battlefield visualization on the responsive workbench"
"Splatting is a fast volume rendering algorithm which achieves its speed by projecting voxels in the form of pre-integrated interpolation kernels, or splats. Presently, two main variants of the splatting algorithm exist: (i) the original method, in which all splats are composited back-to-front, and (ii) the sheet-buffer method, in which the splats are added in cache-sheets, aligned with the volume face most parallel to the image plane, which are subsequently composited back-to-front. The former method is prone to cause bleeding artifacts from hidden objects, while the latter method reduces bleeding, but causes very visible color popping artifacts when the orientation of the compositing sheets changes suddenly as the image screen becomes more parallel to another volume face. We present a new variant of the splatting algorithm in which the compositing sheets are always parallel to the image plane, eliminating the condition for popping, while maintaining the insensitivity to color bleeding. This enables pleasing animated viewing of volumetric objects without temporal color and lighting discontinuities. The method uses a hierarchy of partial splats and employs an efficient list-based volume traversal scheme for fast splat access. It also offers more accuracy for perspective splatting as the decomposition of the individual splats facilitates a better approximation to the diverging nature of the rays that traverse the splatting kernels.","https://ieeexplore.ieee.org/document/745309/","LOCKED","745309","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37273119700","1","K. Mueller","37273119700","https://ieeexplore.ieee.org/author/37284273900","2","R. Crawfis","37284273900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","3","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745309","245","Hemorrhaging","Interpolation","Isosurfaces","Displays","Medical simulation","Rendering (computer graphics)","Kernel","Facial animation","Visualization","Clouds","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745309","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","71","239","Eliminating popping artifacts in sheet buffer-based splatting"
"We introduce a new approach for mapping texture on volumetric iso-surfaces and parametric surfaces. Our approach maps 2D images on surfaces while maintaining continuity and preserving the size of the mapped images on the models. Our approach is fully automatic. It eliminates the need for manual mapping of texture maps. We use the curvature of a surface at a point in order to continuously vary the scale of the mapped image. This makes our approach dependent only on local attributes of a point (position, normal and its derivatives) and independent of the global shape and topology of an object. Our method can map high resolution images on low resolution volumes, hence enhancing the visual appearance of rendered volume data. We describe a general framework useful for all surface types that have a C/sup 1/ continuous normal. We demonstrate the new method for painting volume data and for mapping cavities on volume data.","https://ieeexplore.ieee.org/document/745325/","LOCKED","745325","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37372244200","1","Y. Kurzion","37372244200","https://ieeexplore.ieee.org/author/37275858700","2","T. Moller","37275858700","https://ieeexplore.ieee.org/author/37342422500","3","R. Yagel","37342422500","","","","","","","","","","","","","","","","","","","","","","","","","4","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745325","373","Surface texture","Painting","Paints","Image resolution","Skin","Information science","Art","Shape","Topology","Rendering (computer graphics)","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745325","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","72","367","Size preserving pattern mapping"
"This case study describes the design and development of VISOR (Visual Integration of Simulated and Observed Results), a tool which supports the visualization and analysis of a wide variety of data relevant to aerospace engineering design. Integrating data from such disparate sources is challenging; overcoming the obstacles results in a powerful tool. The process has also been valuable in exposing requirements for the libraries of reusable software tools for visualization and data analysis being developed at NASA Ames.","https://ieeexplore.ieee.org/document/745331/","LOCKED","745331","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37372280900","1","L. Keely","37372280900","https://ieeexplore.ieee.org/author/37372247300","2","S. Uselton","37372247300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745331","414","Prototypes","Data visualization","NASA","Space technology","Testing","Analytical models","Aerospace engineering","Software libraries","Data analysis","Computational modeling","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745331","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","73","411","Development of a multi-source visualization prototype"
"The paper describes some fundamental issues for robust implementations of progressively refined tetrahedralizations generated through sequences of edge collapses. We address the definition of appropriate cost functions and explain on various tests which are necessary to preserve the consistency of the mesh when collapsing edges. Although considered a special case of progressive simplicial complexes (J. Popovic and H. Hoppe, 1997), the results of our method are of high practical importance and can be used in many different applications, such as finite element meshing, scattered data interpolation, or rendering of unstructured volume data.","https://ieeexplore.ieee.org/document/745329/","LOCKED","745329","Comput. Graphics Res. Group, Fed.. Inst. of Technol., Zurich, Switzerland","https://ieeexplore.ieee.org/author/37355334600","1","O.G. Staadt","37355334600","https://ieeexplore.ieee.org/author/37275694700","2","M.H. Gross","37275694700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745329","402","Computer graphics","Testing","Finite element methods","Robustness","Cost function","Scattering","Interpolation","Computational fluid dynamics","Computer science","Application software","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745329","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","74","397","Progressive tetrahedralizations"
"A fully automatic feature detection algorithm is presented that locates and distinguishes lines of flow separation and attachment on surfaces in 3D numerical flow fields. The algorithm is based on concepts from 2D phase-plane analysis of linear vector fields. Unlike prior visualization techniques based on particle tracing or flow topology, the phase-plane algorithm detects separation using local analytic tests. The results show that it not only detects the standard closed separation lines but also the illusive open separation lines which are not captured by flow topology methods.","https://ieeexplore.ieee.org/document/745297/","LOCKED","745297","MRJ Technol Solutions, NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37355295400","1","D.N. Kenwright","37355295400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","1","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745297","158","Algorithm design and analysis","Computer vision","Aircraft","Detection algorithms","Topology","Computer graphics","Partitioning algorithms","Performance analysis","Data analysis","Data visualization","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745297","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","75","151","Automatic detection of open and closed separation and attachment lines"
"We present a novel approach to visualize and explore unstructured text. The underlying technology, called TOPIC-O-GRAPHY/sup TM/, applies wavelet transforms to a custom digital signal constructed from words within a document. The resultant multiresolution wavelet energy is used to analyze the characteristics of the narrative flow in the frequency domain, such as theme changes, which is then related to the overall thematic content of the text document using statistical methods. The thematic characteristics of a document can be analyzed at varying degrees of detail, ranging from section-sized text partitions to partitions consisting of a few words. Using this technology, we are developing a visualization system prototype known as TOPIC ISLANDS to browse a document, generate fuzzy document outlines, summarize text by levels of detail and according to user interests, define meaningful subdocuments, query text content, and provide summaries of topic evolution.","https://ieeexplore.ieee.org/document/745302/","LOCKED","745302","Pacific Northwest Lab., Richland, WA, USA","https://ieeexplore.ieee.org/author/38258364700","1","N.E. Miller","38258364700","https://ieeexplore.ieee.org/author/38193849400","2","P.C. Wong","38193849400","https://ieeexplore.ieee.org/author/38258125600","3","M. Brewster","38258125600","https://ieeexplore.ieee.org/author/37372586800","4","H. Foote","37372586800","","","","","","","","","","","","","","","","","","","","","31","34","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745302","196","Visualization","Wavelet transforms","Energy resolution","Signal resolution","Wavelet analysis","Wavelet domain","Frequency domain analysis","Statistical analysis","Prototypes","Fuzzy systems","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745302","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","76","189","TOPIC ISLANDS/sup TM/-a wavelet-based text visualization system"
"","","EPHEMERA","745279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745279","","","","","","","","","","","","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745279","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","77","3","Proceedings Visualization '98 (Cat. No.98CB36276)"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","745356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","18-23 Oct. 1998","Research Triangle Park, NC, USA","Conferences","10.1109/VISUAL.1998.745356","510","","","","","","","","","","","16079","0-8186-9176-X","Print ISBN","Historical","0-8186-9176-X","1070-2385","98CB36276","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=745356","18-23 Oct. 1998","6019","Proceedings Visualization '98 (Cat. No.98CB36276)","1998","IEEE","78","510","Author index"
