"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Presents a system for interactively visualizing large polygonal environments such as those produced by CAD systems during the design of aircraft and power generation engines. Our method combines view frustum culling with level-of-detail modeling to create a visualization system that supports part motion and has the ability to view arbitrary sets of data. To avoid long system start-up delays due to data loading, we have implemented our system using a dynamic loading strategy. This also allows us to interactively visualize more data than could fit in memory at one time.","https://ieeexplore.ieee.org/document/663927/","LOCKED","663927","GE Corp. Res. & Dev., Miskayuna, NY, USA","https://ieeexplore.ieee.org/author/37378488600","1","L. Sobierajski","37378488600","","","","","","","","","https://ieeexplore.ieee.org/author/37282730100","2","W. Schroeder","37282730100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663927","486","Aircraft propulsion","Power generation","Engines","Data visualization","Computer graphics","Visual databases","Power system modeling","Hardware","Navigation","Image databases","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663927","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","61","483","Interactive visualization of aircraft and power generation engines"
"Most existing visualization applications use 3D geometry as their basic rendering primitive. As users demand more complex data sets, the memory requirements for retrieving and storing large 3D models are becoming excessive. In addition, the current 3D rendering hardware is facing a large memory bus bandwidth bottleneck at the processor to graphics pipeline interface. Rendering 1 million triangles with 24 bytes per triangle at 30 Hz requires as much as 720 MB/sec memory bus bandwidth. This transfer rate is well beyond the current low-cost graphics systems. A solution is to compress the static 3D geometry as an off-line pre-process. Then, only the compressed geometry needs to be stored in main memory and sent down to the graphics pipeline for real-time decompression and rendering. The author presents several new techniques for compression of 3D geometry that produce 2 to 3 times better compression ratios than existing methods. They first introduce several algorithms for the efficient encoding of the original geometry as generalized triangle meshes. This encoding allows most of the mesh vertices to be reused when forming new triangles. Their second contribution allows various parts of a geometric model to be compressed with different precision depending on the level of details present. Together, the meshifying algorithms and the variable compression method achieve compression ratios of 30 and 37 to one over ASCII encoded formats and 10 and 15 to one over binary encoded triangle strips. The experimental results show a dramatically lowered memory bandwidth required for real-time visualization of complex data sets.","https://ieeexplore.ieee.org/document/663902/","LOCKED","663902","MIT, Cambridge, MA, USA","https://ieeexplore.ieee.org/author/37609292100","1","M.M. Chow","37609292100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","40","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663902","354","Geometry","Rendering (computer graphics)","Bandwidth","Graphics","Data visualization","Pipelines","Encoding","Information retrieval","Hardware","Solid modeling","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663902","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","62","347","Optimized geometry compression for real-time rendering"
"The paper addresses multiresolutional representation of datasets arising from a computational field simulation. The approach determines the regions of interest, breaks the volume into variable size blocks to localize the information, and then codes each block using a wavelet transform. The blocks are then ranked by visual information content so that the most informative wavelet coefficients can be embedded in a bit stream for progressive transmission or access. The technique is demonstrated on a widely-used computational field simulation dataset.","https://ieeexplore.ieee.org/document/663872/","LOCKED","663872","NSF Eng. Res. Center for Comput. Field Simulation, Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37616769800","1","Zhifan Zhu","37616769800","","","","","","","","","https://ieeexplore.ieee.org/author/37269516700","2","R. Machiraju","37269516700","https://ieeexplore.ieee.org/author/37619005500","3","B. Fry","37619005500","https://ieeexplore.ieee.org/author/37282559500","4","R. Moorhead","37282559500","","","","","","","","","","","","","","","","","","","","","","","","","3","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663872","158","Computational modeling","Data visualization","Image coding","Energy resolution","Grid computing","Computer simulation","Wavelet transforms","Computer graphics","Energy storage","Computer science","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663872","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","63","151","Wavelet-based multiresolutional representation of computational field simulation datasets"
"Color is widely and reliably used to display the value of a single scalar variable. It is more rarely, and far less reliably, used to display multivariate data. Dynamic control over the parameters of the color mapping results in a more effective environment for the exploration of multivariate spatial distributions. The paper describes an empirical study comparing the effectiveness of static versus dynamic representations for the exploration of qualitative aspects of bivariate distributions. In this experiment, subjects made judgments about the correspondence of the shape, location, and magnitude of two patterns under conditions with varying amounts of random noise. Subjects made significantly more correct judgements (p<0.001) about feature shape and relative positions using the dynamic representation, on average forty-five percent more. The differences between static and dynamic representations were greater in the presence of noise.","https://ieeexplore.ieee.org/document/663874/","LOCKED","663874","Dept. of Comput. & Inf. Sci., Mississippi Univ., MS, USA","https://ieeexplore.ieee.org/author/37282292000","1","P. Rheingans","37282292000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663874","166","Data visualization","Manipulator dynamics","Computer displays","Shape","Working environment noise","Noise shaping","Information science","Sparks","Motion pictures","Psychology","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663874","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","64","159","Dynamic color mapping of bivariate qualitative data"
"We present the use of mapping functions to automatically generate levels of detail with known error bounds for polygonal models. We develop a piece-wise linear mapping function for each simplification operation and use this function to measure deviation of the new surface from both the previous level of detail and from the original surface. In addition, we use the mapping function to compute appropriate texture coordinates if the original map has texture coordinates at its vertices. Our overall algorithm uses edge collapse operations. We present rigorous procedures for the generation of local planar projections as well as for the selection of a new vertex position for the edge collapse operation. As compared to earlier methods, our algorithm is able to compute tight error bounds on surface deviation and produce an entire continuum of levels of detail with mappings between them. We demonstrate the effectiveness of our algorithm on several models: a Ford Bronco consisting of over 300 parts and 70,000 triangles, a textured lion model consisting of 49 parts and 86,000 triangles, and a textured, wrinkled torus consisting of 79,000 triangles.","https://ieeexplore.ieee.org/document/663908/","LOCKED","663908","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37275763600","1","J. Cohen","37275763600","","","","","","","","","https://ieeexplore.ieee.org/author/37267825600","2","D. Manocha","37267825600","https://ieeexplore.ieee.org/author/37612314200","3","M. Olano","37612314200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","6","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663908","402","Piecewise linear techniques","Solid modeling","Chromium","Computer graphics","Computational geometry","Linear approximation","Surface texture","Information geometry","Current measurement","Upper bound","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663908","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","65","395","Simplifying polygonal models using successive mappings"
"This paper discusses strategies for effectively portraying 3D flow using volume line integral convolution. Issues include defining an appropriate input texture, clarifying the distinct identities and relative depths of the advected texture elements, and selectively highlighting regions of interest in both the input and output volumes. Apart from offering insights into the greater potential of 3D LIC as a method for effectively representing flow in a volume, a principal contribution of this work is the suggestion of a technique for generating and rendering 3D visibility-impeding ""halos"" that can help to intuitively indicate the presence of depth discontinuities between contiguous elements in a projection and thereby clarify the 3D spatial organization of elements in the flow. The proposed techniques are applied to the visualization of a hot, supersonic, laminar jet exiting into a colder, subsonic coflow.","https://ieeexplore.ieee.org/document/663912/","LOCKED","663912","","https://ieeexplore.ieee.org/author/37282637800","1","V. Interrante","37282637800","","","","","","","","","https://ieeexplore.ieee.org/author/37347332000","2","C. Grosch","37347332000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663912","424","Streaming media","Convolution","Data visualization","Colored noise","Computer applications","Impedance","Three dimensional displays","Character generation","Inspection","Aggregates","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663912","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","66","421","Strategies for effectively visualizing 3D flow with volume LIC"
"Previous accelerated volume rendering techniques have used auxiliary hierarchical datastructures to skip empty and homogeneous regions. Although some recent research has taken advantage of more efficient direct encoding techniques to skip empty regions, no work has been done to directly encode homogeneous but not empty regions. 3D distance transforms previously used to encode empty space can be extended to preprocess homogeneous regions as well, and these regions can be efficiently encoded and incorporated into volume ray-casting and back projection algorithms with a high degree of flexibility.","https://ieeexplore.ieee.org/document/663880/","LOCKED","663880","Silicon Graphics Inc., USA","https://ieeexplore.ieee.org/author/37621721400","1","J. Freund","37621721400","","","","","","","","","https://ieeexplore.ieee.org/author/37611960100","2","K. Sloan","37611960100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","4","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663880","196","Acceleration","Encoding","Rendering (computer graphics)","Silicon","Graphics","Projection algorithms","Image databases","Spatial databases","Tree data structures","Automatic control","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663880","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","67","191","Accelerated volume rendering using homogeneous region encoding"
"Volume navigation is the interactive exploration of volume data sets by ""flying"" the view point through the data, producing a volume rendered view at each frame. The authors present an inexpensive perspective volume navigation method designed to run on a PC platform with accelerated 3D graphics hardware. They compute perspective projections at each frame, allow trilinear interpolation of sample points, and render both gray scale and RGB volumes by volumetric compositing. The implementation handles arbitrarily large volumes, by dynamically swapping data within the local depth-limited frustum into main memory as the viewpoint moves through the volume. They describe a new ray casting algorithm that takes advantage of the coherence inherent in adjacent frames to generate a sequence of approximate animated frames much faster than they could be computed individually. They also take advantage of the 3D graphics acceleration hardware to offload much of the alpha blending and resampling from the CPU.","https://ieeexplore.ieee.org/document/663878/","LOCKED","663878","Microcomput. Res. Labs., Intel Corp., USA","https://ieeexplore.ieee.org/author/37291463600","1","M. Brady","37291463600","","","","","","","","","https://ieeexplore.ieee.org/author/37360575900","2","K. Jung","37360575900","https://ieeexplore.ieee.org/author/37366032400","3","H.T. Nguyen","37366032400","https://ieeexplore.ieee.org/author/38184427400","4","T. Nguyen","38184427400","","","","","","","","","","","","","","","","","","","","","","","","","8","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663878","189","Casting","Navigation","Rendering (computer graphics)","Acceleration","Graphics","Hardware","Animation","Design methodology","Interpolation","Biomedical imaging","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663878","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","68","183","Two-phase perspective ray casting for interactive volume navigation"
"Splatting is a popular direct volume rendering algorithm. However, the algorithm does not correctly render cases where the volume sampling rate is higher than the image sampling rate (e.g. more than one voxel maps into a pixel). This situation arises with orthographic projections of high-resolution volumes, as well as with perspective projections of volumes of any resolution. The result is potentially severe spatial and temporal aliasing artifacts. Some volume ray-casting algorithms avoid these artifacts by employing reconstruction kernels which vary in width as the rays diverge. Unlike ray-casting algorithms, existing splatting algorithms do not have an equivalent mechanism for avoiding these artifacts. The authors propose such a mechanism, which delivers high-quality splatted images and has the potential for a very efficient hardware implementation.","https://ieeexplore.ieee.org/document/663882/","LOCKED","663882","Adv. Comput. Center for the Arts & Design, Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37295140400","1","J.E. Swan","37295140400","","","","","","","","","https://ieeexplore.ieee.org/author/37273119700","2","K. Mueller","37273119700","https://ieeexplore.ieee.org/author/37275858700","3","T. Moller","37275858700","https://ieeexplore.ieee.org/author/37086988041","4","N. Shareel","37086988041","https://ieeexplore.ieee.org/author/37284273900","5","R. Crawfis","37284273900","https://ieeexplore.ieee.org/author/37342422500","6","R. Yagel","37342422500","","","","","","","","","","","","","","","","","17","4","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663882","204","Rendering (computer graphics)","Pixel","Image reconstruction","Image sampling","Kernel","Image resolution","Art","Algorithm design and analysis","Laboratories","Information science","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663882","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","69","197","An anti-aliasing technique for splatting"
"This paper investigates the visualization and animation of geometric computing in a distributed electronic classroom. We show how focusing in a well-defined domain makes it possible to develop a compact system that is accessible to even naive users. We present a conceptual model and a system, GASP-II (Geometric Animation System, Princeton, II), that realizes this model in the geometric domain. The system allows the presentation and interactive exploration of 3D geometric algorithms over a network.","https://ieeexplore.ieee.org/document/663920/","LOCKED","663920","Dept. of Appl. Math., Weizmann Inst. of Sci., Rehovot, Israel","https://ieeexplore.ieee.org/author/37612261200","1","M. Shneerson","37612261200","","","","","","","","","https://ieeexplore.ieee.org/author/37337567000","2","A. Tal","37337567000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663920","458","Visualization","Animation","Programming profession","Machine learning","Collaboration","Communication system traffic control","Traffic control","Solid modeling","Libraries","Watches","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663920","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","70","455","Visualization of geometric algorithms in an electronic classroom"
"We propose a probability model for the handling of complicated interactions between volumetric objects. In our model each volume is associated with a ""probability map"" that assigns a ""surface crossing"" probability to each space point according to local volume properties. The interaction between two volumes is then described by finding the intersecting regions between the volumes, and calculating the ""collision probabilities"" at each intersecting point from the surface crossing probabilities. To enable fast and efficient calculations, we introduce the concept of a distance map and develop two hierarchical collision detection algorithms, taking advantage of the uniform structure of volumetric datasets.","https://ieeexplore.ieee.org/document/663851/","LOCKED","663851","AT&T Bell Labs., Naperville, IL, USA","https://ieeexplore.ieee.org/author/37350343500","1","Taosong He","37350343500","","","","","","","","","https://ieeexplore.ieee.org/author/37268052800","2","A. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663851","34","Object detection","Computer graphics","Virtual reality","Visualization","Detection algorithms","Constraint optimization","Application software","Computational modeling","Solid modeling","Road accidents","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663851","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","71","27","Collision detection for volumetric objects"
"We describe a set of visualization programs developed for understanding segmentations of customer records produced by a self organizing map (SOM) algorithm. A SOM produces segments of similar customer records that can then be used as the basis of a marketing campaign. Since the characteristics that each segment will have in common are not specified a priori, visualization is essential to understanding the segment to design specific marketing strategies. Two different styles of visualizations were found to be useful for the two types of observers of the data. Abstract overviews of the entire segmentation were designed for analysts applying the SOM algorithm. Detailed scatterplots of individual records were designed for communicating the results to decision makers specifying marketing strategy.","https://ieeexplore.ieee.org/document/663922/","LOCKED","663922","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37298450200","1","H. Rushmeier","37298450200","","","","","","","","","https://ieeexplore.ieee.org/author/37588396600","2","R. Lawrence","37588396600","https://ieeexplore.ieee.org/author/37340391400","3","G. Almasi","37340391400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663922","466","Computer aided software engineering","Self organizing feature maps","Data mining","Data visualization","Neural networks","Dairy products","Scattering","Business communication","Demography","Visual databases","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663922","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","72","463","Case study: visualizing customer segmentations produced by self organizing maps"
"Current visualization systems are designed around a single user model, making it awkward for large research teams to collectively analyse large data sets. The paper shows how the popular data flow approach to visualization can be extended to allow multiple users to collaborate-each running their own visualization pipeline but with the opportunity to connect in data generated by a colleague, Thus collaborative visualizations are 'programmed' in exactly the same 'plug-and-play' style as is now customary for single-user mode. The paper describes a system architecture that can act as a basis for the collaborative extension of any data flow visualization system, and the ideas are demonstrated through a particular implementation in terms of IRIS Explorer.","https://ieeexplore.ieee.org/document/663890/","LOCKED","663890","Sch. of Comput. Studies, Leeds Univ., UK","https://ieeexplore.ieee.org/author/37273103500","1","J. Wood","37273103500","","","","","","","","","https://ieeexplore.ieee.org/author/37609618400","2","H. Wright","37609618400","https://ieeexplore.ieee.org/author/37086989048","3","K. Brodie","37086989048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663890","259","Collaboration","Data visualization","Pipelines","Collaborative work","Data analysis","Iris","Data engineering","Distributed computing","Workstations","Computer architecture","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663890","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","73","253","Collaborative visualization"
"In the area of scientific visualization, input data sets are often very large. In visualization of computational fluid dynamics (CFD) in particular, input data sets today can surpass 100 Gbytes, and are expected to scale with the ability of supercomputers to generate them. Some visualization tools already partition large data sets into segments, and load appropriate segments as they are needed. However, this does not remove the problem for two reasons: 1) there are data sets for which even the individual segments are too large for the largest graphics workstations, 2) many practitioners do not have access to workstations with the memory capacity required to load even a segment, especially since the state-of-the-art visualization tools tend to be developed by researchers with much more powerful machines. When the size of the data that must be accessed is larger than the size of memory, some form of virtual memory is simply required. This may be by segmentation, paging, or by paged segments. The authors demonstrate that complete reliance on operating system virtual memory for out-of-core visualization leads to egregious performance. They then describe a paged segment system that they have implemented, and explore the principles of memory management that can be employed by the application for out-of-core visualization. They show that application control over some of these can significantly improve performance. They show that sparse traversal can be exploited by loading only those data actually required.","https://ieeexplore.ieee.org/document/663888/","LOCKED","663888","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37381630700","1","M. Cox","37381630700","","","","","","","","","https://ieeexplore.ieee.org/author/37282594500","2","D. Ellsworth","37282594500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","1","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663888","244","Data visualization","Computational fluid dynamics","Operating systems","Power engineering and energy","NASA","Software tools","Memory management","","","","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663888","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","74","235","Application-controlled demand paging for out-of-core visualization"
"The authors present an image synthesis methodology and a system built around it. Given a sparse set of photographs taken from unknown viewpoints, the system generates images from new, different viewpoints with correct perspective, and handles occlusion. It achieves this without requiring any knowledge about the 3D structure of the scene nor the intrinsic camera parameters. The photo-realistic rendering process is polygon based and can be potentially implemented as real time texture mapping. The system is robust to noise by taking advantage of duplicate information from multiple views. They present results on several example scenes.","https://ieeexplore.ieee.org/document/663892/","LOCKED","663892","Univ. of Southern California, Los Angeles, CA, USA","https://ieeexplore.ieee.org/author/37364793300","1","Qian Chen","37364793300","","","","","","","","","https://ieeexplore.ieee.org/author/37280043300","2","G. Medioni","37280043300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663892","275","Image generation","Rendering (computer graphics)","Layout","Cameras","Solid modeling","Computer vision","Intelligent robots","Image reconstruction","Noise robustness","Geometry","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663892","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","75","269","Image synthesis from a sparse set of views"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","663935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663935","519","","","","","","","","","","","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663935","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","76","519","Author index"
"","","EPHEMERA","663847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","24-24 Oct. 1997","Phoenix, AZ, USA","Conferences","10.1109/VISUAL.1997.663847","","","","","","","","","","","","14360","0-8186-8262-0","Print ISBN","Historical","0-8186-8262-0","97CB36155","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=663847","24-24 Oct. 1997","5302","Proceedings. Visualization '97 (Cat. No. 97CB36155)","1997","IEEE","77","3","Proceedings. Visualization '97 (Cat. No. 97CB36155)"
