"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"One of the most important goals in volume rendering is to be able to visually separate and selectively enable specific objects of interest contained in a single volumetric data set, which can be approached by using explicit segmentation information. We show how segmented data sets can be rendered interactively on current consumer graphics hardware with high image quality and pixel-resolution filtering of object boundaries. In order to enhance object perception, we employ different levels of object distinction. First, each object can be assigned an individual transfer function, multiple of which can be applied in a single rendering pass. Second, different rendering modes such as direct volume rendering, iso-surfacing, and non-photorealistic techniques can be selected for each object. A minimal number of rendering passes is achieved by processing sets of objects that share the same rendering mode in a single pass. Third, local compositing modes such as alpha blending and MIP can be selected for each object in addition to a single global mode, thus enabling high-quality two-level volume rendering on GPUs.","https://ieeexplore.ieee.org/document/1250386/","LOCKED","1250386","VRVis Res. Center, Austria","https://ieeexplore.ieee.org/author/37394809600","1","M. Hadwiger","37394809600","VRVis Res. Center, Austria","https://ieeexplore.ieee.org/author/38197400800","2","C. Berger","38197400800","VRVis Res. Center, Austria","https://ieeexplore.ieee.org/author/37274158800","3","H. Hauser","37274158800","","","","","","","","","","","","","","","","","","","","","","","","","","","56","16","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250386","308","https://ieeexplore.ieee.org/document/1250386/","Rendering (computer graphics)","Hardware","Skin","Transfer functions","Bones","Computer graphics","Image segmentation","Filtering","Data visualization","Blood vessels","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250386","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","57","301","High-quality two-level volume rendering of segmented data sets on consumer graphics hardware"
"We present the first implementation of a volume ray casting algorithm for tetrahedral meshes running on off-the-shelf programmable graphics hardware. Our implementation avoids the memory transfer bottleneck of the graphics bus since the complete mesh data is stored in the local memory of the graphics adapter and all computations, in particular ray traversal and ray integration, are performed by the graphics processing unit. Analogously to other ray casting algorithms, our algorithm does not require an expensive cell sorting. Provided that the graphics adapter offers enough texture memory, our implementation performs comparable to the fastest published volume rendering algorithms for unstructured meshes. Our approach works with cyclic and/or non-convex meshes and supports early ray termination. Accurate ray integration is guaranteed by applying pre-integrated volume rendering. In order to achieve almost interactive modifications of transfer functions, we propose a new method for computing three-dimensional pre-integration tables.","https://ieeexplore.ieee.org/document/1250390/","LOCKED","1250390","Visualization & Interactive Syst. Group, Univ. of Stutgart, Germany","https://ieeexplore.ieee.org/author/37268043100","1","M. Weiler","37268043100","Visualization & Interactive Syst. Group, Univ. of Stutgart, Germany","https://ieeexplore.ieee.org/author/37284293000","2","M. Kraus","37284293000","Visualization & Interactive Syst. Group, Univ. of Stutgart, Germany","https://ieeexplore.ieee.org/author/38140167100","3","M. Merz","38140167100","Visualization & Interactive Syst. Group, Univ. of Stutgart, Germany","https://ieeexplore.ieee.org/author/37085368197","4","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","48","28","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250390","340","https://ieeexplore.ieee.org/document/1250390/","Casting","Hardware","Computer graphics","Visualization","Rendering (computer graphics)","Sorting","Algorithm design and analysis","Interactive systems","Isosurfaces","Transfer functions","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250390","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","58","333","Hardware-based ray casting for tetrahedral meshes"
"Traditional volume visualization techniques may provide incomplete clinical information needed for applications in medical visualization. In the area of vascular visualization important features such as the lumen of a diseased vessel segment may not be visible. Curved planar reformation (CPR) has proven to be an acceptable practical solution. Existing CPR techniques, however, still have diagnostically relevant limitations. In this paper, we introduce two advances methods for efficient vessel visualization, based on the concept of CPR. Both methods benefit from relaxation of spatial coherence in favor of improved feature perception. We present a new technique to visualize the interior of a vessel in a single image. A vessel is resampled along a spiral around its central axis. The helical spiral depicts the vessel volume. Furthermore, a method to display an entire vascular tree without mutually occluding vessels is presented. Minimal rotations at the bifurcations avoid occlusions. For each viewing direction the entire vessel structure is visible.","https://ieeexplore.ieee.org/document/1250353/","LOCKED","1250353","Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria","https://ieeexplore.ieee.org/author/37282727500","1","A. Kanitsar","37282727500","","https://ieeexplore.ieee.org/author/37267822600","2","R. Wegenkittl","37267822600","","https://ieeexplore.ieee.org/author/37282581000","3","D. Fleischmann","37282581000","","https://ieeexplore.ieee.org/author/37282552200","4","M.E. Groller","37282552200","","","","","","","","","","","","","","","","","","","","","","19","9","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250353","50","https://ieeexplore.ieee.org/document/1250353/","Computed tomography","Arteries","Magnetic resonance imaging","Displays","Angiography","Data visualization","Tree graphs","Biomedical imaging","Medical diagnostic imaging","Spatial coherence","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250353","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","59","43","Advanced curved planar reformation: flattening of vascular structures"
"We describe an animated electro-holographic visualization of brain lesions due to the progression of multiple sclerosis. A research case study is used which documents the expression of visible brain lesions in a series of magnetic resonance imaging (MRI) volumes collected over the interval of one year. Some of the salient information resident within this data is described, and the motivation for using a dynamic spatial display to explore its spatial and temporal characteristics is stated. We provide a brief overview of spatial displays in medical imaging applications, and then describe our experimental visualization pipeline, from the processing of MRI datasets, through model construction, computer graphic rendering, and hologram encoding. The utility, strengths and shortcomings of the electro-holographic visualization are described and future improvements are suggested.","https://ieeexplore.ieee.org/document/1250424/","LOCKED","1250424","Surg. Planning Lab., MIT, USA","https://ieeexplore.ieee.org/author/37868928800","1","W. Plesniak","37868928800","Surg. Planning Lab., MIT, USA","https://ieeexplore.ieee.org/author/37436452900","2","M. Halle","37436452900","","https://ieeexplore.ieee.org/author/37424578200","3","S.D. Pieper","37424578200","","https://ieeexplore.ieee.org/author/37268707800","4","W. Wells","37268707800","","https://ieeexplore.ieee.org/author/38202666300","5","M. Jakab","38202666300","https://ieeexplore.ieee.org/author/38196814800","6","D.S. Meier","38196814800","https://ieeexplore.ieee.org/author/37371177100","7","S.A. Benton","37371177100","https://ieeexplore.ieee.org/author/37963994600","8","R.G. Guttmann","37963994600","https://ieeexplore.ieee.org/author/37294705600","9","R. Kikinis","37294705600","0","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250424","596","https://ieeexplore.ieee.org/document/1250424/","Holography","Magnetic resonance imaging","Biomedical imaging","Data visualization","Lesions","Computer displays","Animation","Multiple sclerosis","Application software","Pipelines","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250424","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","60","589","Holographic video display of time-series volumetric medical data"
"We propose methods to accelerate texture-based volume rendering by skipping invisible voxels. We partition the volume into sub-volumes, each containing voxels with similar properties. Sub-volumes composed of only voxels mapped to empty by the transfer function are skipped. To render the adaptively partitioned sub-volumes in visibility order, we reorganize them into an orthogonal BSP tree. We also present an algorithm that computes incrementally the intersection of the volume with the slicing planes, which avoids the overhead of the intersection and texture coordinates computation introduced by the partitioning. Rendering with empty space skipping is 2 to 5 times faster than without it. To skip occluded voxels, we introduce the concept of orthogonal opacity map, that simplifies the transformation between the volume coordinates and the opacity map coordinates, which is intensively used for occlusion detection. The map is updated efficiently by the GPU. The sub-volumes are then culled and clipped against the opacity map. We also present a method that adaptively adjusts the optimal number of the opacity map updates. With occlusion clipping, about 60% of non-empty voxels can be skipped and an additional 80% speedup on average is gained for iso-surface-like rendering.","https://ieeexplore.ieee.org/document/1250388/","LOCKED","1250388","Dept. of Comput. Sci., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37278915900","1","Wei Li","37278915900","Dept. of Comput. Sci., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37273119700","2","K. Mueller","37273119700","Dept. of Comput. Sci., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37268052800","3","A. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","","","","","","","","","18","6","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250388","324","https://ieeexplore.ieee.org/document/1250388/","Rendering (computer graphics)","Transfer functions","Acceleration","Computer graphics","Hardware","Computer science","Engines","Knee","Head","Torso","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250388","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","61","317","Empty space skipping and occlusion clipping for texture-based volume rendering"
"Hand-crafted illustrations are often more effective than photographs for conveying the shape and important features of an object, but they require expertise and time to produce. We describe an image compositing system and user interface that allow an artist to quickly and easily create technical illustrations from a set of photographs of an object taken from the same point of view under variable lighting conditions. Our system uses a novel compositing process in which images are combined using spatially-varying light mattes, enabling the final lighting in each area of the composite to be manipulated independently. We describe an interface that provides for the painting of local lighting effects (e.g. shadows, highlights, and tangential lighting to reveal texture) directly onto the composite. We survey some of the techniques used in illustration and lighting design to convey the shape and features of objects and describe how our system can be used to apply these techniques.","https://ieeexplore.ieee.org/document/1250392/","LOCKED","1250392","Stanford Univ., USA","https://ieeexplore.ieee.org/author/37268691800","1","D. Akers","37268691800","Stanford Univ., USA","https://ieeexplore.ieee.org/author/38125927600","2","F. Losasso","38125927600","Stanford Univ., USA","https://ieeexplore.ieee.org/author/37945252000","3","J. Klingner","37945252000","","https://ieeexplore.ieee.org/author/37282718200","4","M. Agrawala","37282718200","","https://ieeexplore.ieee.org/author/37692531400","5","J. Rick","37692531400","https://ieeexplore.ieee.org/author/37349803800","6","P. Hanrahan","37349803800","","","","","","","","","","","","","27","6","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250392","354","https://ieeexplore.ieee.org/document/1250392/","Shape","Skull","Computer graphics","Humans","Application software","User interfaces","Painting","Chromium","Paints","Design engineering","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250392","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","62","349","Conveying shape and features with image-based relighting"
"We describe a modification of the widely used marching cubes method that leads to the useful property that the resulting isosurfaces are locally single valued functions. This implies that conventional interpolation and approximation methods can be used to locally represent the surface. These representations can be used for computing approximations for local surface properties. We utilize this possibility in order to develop algorithms for locally approximating Gaussian and mean curvature, methods for constrained smoothing of isosurface, and techniques for the parameterization of isosurfaces.","https://ieeexplore.ieee.org/document/1250355/","LOCKED","1250355","Arizona State Univ., Tempe, AZ, USA","https://ieeexplore.ieee.org/author/37283754100","1","G.M. Nielson","37283754100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250355","66","https://ieeexplore.ieee.org/document/1250355/","Isosurfaces","Lattices","Interpolation","Computer graphics","Topology","Mesh generation","Approximation methods","Smoothing methods","Chromium","Solid modeling","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250355","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","63","59","MC/sup */: star functions for marching cubes"
"This paper presents a shading model for volumetric data which enhances the perception of surfaces within the volume. The model incorporates uniform diffuse illumination, which arrives equally from all directions at each surface point in the volume. This illumination is attenuated by occlusions in the local vicinity of the surface point, resulting in shadows in depressions and crevices. Experiments by other authors have shown that perception of a surface is superior under uniform diffuse lighting, compared to illumination from point source lighting.","https://ieeexplore.ieee.org/document/1250394/","LOCKED","1250394","Sch. of Comput., Queen's Univ., Kingston, Ont., Canada","https://ieeexplore.ieee.org/author/37345685900","1","A.J. Stewart","37345685900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","2","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250394","362","https://ieeexplore.ieee.org/document/1250394/","Lighting","Light sources","Shape","Ray tracing","Shadow mapping","Chromium","Rendering (computer graphics)","Graphics","Hardware","Solids","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250394","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","64","355","Vicinity shading for enhanced perception of volumetric data"
"Deformable isosurfaces, implemented with level-set methods, have demonstrated a great potential in visualization for applications such as segmentation, surface processing, and surface reconstruction. Their usefulness has been limited, however, by their high computational cost and reliance on significant parameter tuning. This paper presents a solution to these challenges by describing graphics processor (GPU) based on algorithms for solving and visualizing level-set solutions at interactive rates. Our efficient GPU-based solution relies on packing the level-set isosurface data into a dynamic, sparse texture format. As the level set moves, this sparse data structure is updated via a novel GPU to CPU message passing scheme. When the level-set solver is integrated with a real-time volume renderer operating on the same packed format, a user can visualize and steer the deformable level-set surface as it evolves. In addition, the resulting isosurface can serve as a region-of-interest specifier for the volume renderer. This paper demonstrates the capabilities of this technology for interactive volume visualization and segmentation.","https://ieeexplore.ieee.org/document/1250357/","LOCKED","1250357","Sch. of Comput. & Imaging Inst., Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/38198885000","1","A.E. Lefohn","38198885000","Sch. of Comput. & Imaging Inst., Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/37324263400","2","J.M. Kniss","37324263400","Sch. of Comput. & Imaging Inst., Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/37266777200","3","C.D. Hansen","37266777200","Sch. of Comput. & Imaging Inst., Utah Univ., Salt Lake, UT, USA","https://ieeexplore.ieee.org/author/37267322600","4","R.T. Whitaker","37267322600","","","","","","","","","","","","","","","","","","","","","","36","9","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250357","82","https://ieeexplore.ieee.org/document/1250357/","Level set","Graphics","Hardware","Data visualization","Surface reconstruction","Image segmentation","Isosurfaces","Deformable models","Scientific computing","Rendering (computer graphics)","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250357","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","65","75","Interactive deformation and visualization of level set surfaces using graphics hardware"
"We propose unsteady flow advection-convolution (UFAC) as a novel visualization approach for unsteady flows. It performs time evolution governed by pathlines, but builds spatial correlation according to instantaneous streamlines whose spatial extent is controlled by the flow unsteadiness. UFAC is derived from a generic framework that provides spacetime-coherent dense representations of time dependent-vector fields by a two-step process: 1) construction of continuous trajectories in spacetime for temporal coherence; and 2) convolution along another set of paths through the above spacetime for spatially correlated patterns. Within the framework, known visualization techniques-such as Lagrangian-Eulerian advection, image-based flow visualization, unsteady flow LIC, and dynamic LIC-can be reproduced, often with better image quality, higher performance, or increased flexibility of the visualization style. Finally, we present a texture-based discretization of the framework and its interactive implementation on graphics hardware, which allows the user to gradually balance visualization speed against quality.","https://ieeexplore.ieee.org/document/1250361/","LOCKED","1250361","Inst. of Visualization & Interactive Syst., Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37268045000","1","D. Weiskopf","37268045000","","https://ieeexplore.ieee.org/author/37324424400","2","G. Erlebacher","37324424400","","https://ieeexplore.ieee.org/author/37085368197","3","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","27","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250361","114","https://ieeexplore.ieee.org/document/1250361/","Visualization","Convolution","Computer graphics","Hardware","Lagrangian functions","Aerodynamics","Image quality","Spatial coherence","Interactive systems","Information technology","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250361","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","66","107","A texture-based framework for spacetime-coherent visualization of time-dependent vector fields"
"2D and 3D views are used together in many visualization domains, such as medical imaging, flow visualization, oceanographic visualization, and computer aided design (CAD). Combining these views into one display can be done by: (1) orientation icon (i.e., separate windows), (2) in-place methods (e.g., clip and cutting planes), and (3) a new method called ExoVis. How 2D and 3D views are displayed affects ease of mental registration (understanding the spatial relationship between views), an important factor influencing user performance. This paper compares the above methods in terms of their ability to support mental registration. Empirical results show that mental registration is significantly easier with in-place displays than with ExoVis, and significantly easier with ExoVis than with orientation icons. Different mental transformation strategies can explain this result. The results suggest that ExoVis may be a better alternative to orientation icons when in-place displays are not appropriate (e.g., when in-place methods hide data or cut the 3D view into several pieces).","https://ieeexplore.ieee.org/document/1250396/","LOCKED","1250396","Sch. of Comput. Sci., Simon Fraser Univ., USA","https://ieeexplore.ieee.org/author/37275861300","1","M. Tory","37275861300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","4","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250396","378","https://ieeexplore.ieee.org/document/1250396/","Three dimensional displays","Computer displays","Two dimensional displays","Biomedical imaging","Data visualization","Graphical user interfaces","Navigation","Computer graphics","Usability","User interfaces","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250396","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","67","371","Mental registration of 2D and 3D visualizations (an empirical study)"
"This paper addresses the problem of surface reconstruction of highly noisy point clouds. The surfaces to be reconstructed are assumed to be 2-manifolds of piecewise C/sup 1/ continuity, with isolated small irregular regions of high curvature, sophisticated local topology or abrupt burst of noise. At each sample point, a quadric field is locally fitted via a modified moving least squares method. These locally fitted quadric fields are then blended together to produce a pseudo-signed distance field using Shepard's method. We introduce a prioritized front growing scheme in the process of local quadrics fitting. Flatter surface areas tend to grow faster. The already fitted regions will subsequently guide the fitting of those irregular regions in their neighborhood.","https://ieeexplore.ieee.org/document/1250359/","LOCKED","1250359","Dept. of Comput. Sci., Stony Brook univrsity, NY, USA","https://ieeexplore.ieee.org/author/37554814900","1","Hui Xie","37554814900","Dept. of Comput. Sci., Stony Brook univrsity, NY, USA","https://ieeexplore.ieee.org/author/37280545800","2","Jianning Wang","37280545800","Dept. of Comput. Sci., Stony Brook univrsity, NY, USA","https://ieeexplore.ieee.org/author/37266791800","3","Jing Hua","37266791800","Dept. of Comput. Sci., Stony Brook univrsity, NY, USA","https://ieeexplore.ieee.org/author/37276553900","4","Hong Qin","37276553900","Dept. of Comput. Sci., Stony Brook univrsity, NY, USA","https://ieeexplore.ieee.org/author/37268052800","5","A. Kaufman","37268052800","","","","","","","","","","","","","","","","","15","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250359","98","https://ieeexplore.ieee.org/document/1250359/","Surface reconstruction","Clouds","Image reconstruction","Sampling methods","Surface fitting","Computer graphics","Least squares methods","Computer vision","Computer science","Chromium","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250359","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","68","91","Piecewise C/sup 1/ continuous surface reconstruction of noisy point clouds via local implicit quadric regression"
"A new method for the synthesis of dense, vector-field aligned textures on curved surfaces is presented, called IBFVS. The method is based on image based flow visualization (IBFV). In IBFV two-dimensional animated textures are produced by defining each frame of a flow animation as a blend between a warped version of the previous image and a number of filtered white noise images. We produce flow aligned texture on arbitrary three-dimensional triangular meshes in the same spirit as the original method: texture is generated directly in image space. We show that IBFVS is efficient and effective. High performance (typically fifty frames or more per second) is achieved by exploiting graphics hardware. Also, IBFVS can easily be implemented and a variety of effects can be achieved. Applications are flow visualization and surface rendering. Specifically, we show how to visualize the wind field on the earth and how to render a dirty bronze bunny.","https://ieeexplore.ieee.org/document/1250363/","LOCKED","1250363","Dept. of Math. & Comput. Sci., Technische Universiteit Eindhoven, Netherlands","https://ieeexplore.ieee.org/author/37267249200","1","J.J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250363","130","https://ieeexplore.ieee.org/document/1250363/","Surface texture","Data visualization","Image generation","Hardware","Rendering (computer graphics)","Computational modeling","Analytical models","Computer simulation","Animation","White noise","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250363","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","69","123","Image based flow visualization for curved surfaces"
"Volume rendering and isosurface extraction from three-dimensional scalar fields are mostly based on piecewise trilinear representations. In regions of high geometric complexity such visualization methods often exhibit artifacts, due to trilinear interpolation. In this work, we present an iterative fairing method for scalar fields interpolating function values associated with grid points while smoothing the contours inside the grid cells based on variational principles. We present a local fairing method providing a piecewise bicubic representation of two-dimensional scalar fields. Our algorithm generalizes to the trivariate case and can be used to increase the resolution of data sets either locally or globally, reducing interpolation artifacts. In contrast to filtering methods, our algorithm does not reduce geometric detail supported by the data.","https://ieeexplore.ieee.org/document/1250398/","LOCKED","1250398","Univ. of Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37282067000","1","M. Bertram","37282067000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250398","392","https://ieeexplore.ieee.org/document/1250398/","Interpolation","Isosurfaces","Topology","Image reconstruction","Data mining","Data visualization","Filtering","Numerical analysis","Image processing","Computer vision","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250398","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","70","387","Fairing scalar fields by variational modeling of contours"
"Video data, generated by the entertainment industry, security and traffic cameras, video conferencing systems, video emails, and so on, is perhaps most time-consuming to process by human beings. In this paper, we present a novel methodology for ""summarizing"" video sequences using volume visualization techniques. We outline a system pipeline for capturing videos, extracting features, volume rendering video and feature data, and creating video visualization. We discuss a collection of image comparison metrics, including the linear dependence detector, for constructing ""relative"" and ""absolute"" difference volumes that represent the magnitude of variation between video frames. We describe the use of a few volume visualization techniques, including volume scene graphs and spatial transfer functions, for creating video visualization. In particular, we present a stream-based technique for processing and directly rendering video data in real time. With the aid of several examples, we demonstrate the effectiveness of using video visualization to convey meaningful information contained in video sequences.","https://ieeexplore.ieee.org/document/1250401/","LOCKED","1250401","Univ. of Wales Swansea, UK","https://ieeexplore.ieee.org/author/38201565200","1","G. Daniel","38201565200","Univ. of Wales Swansea, UK","https://ieeexplore.ieee.org/author/37280982800","2","Min Chen","37280982800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","4","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250401","416","https://ieeexplore.ieee.org/document/1250401/","Videoconference","Data visualization","Video sequences","Data security","Cameras","Humans","Pipelines","Data mining","Feature extraction","Rendering (computer graphics)","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250401","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","71","409","Video visualization"
"We combine topological and geometric methods to construct a multi-resolution data structure for functions over two-dimensional domains. Starting with the Morse-Smale complex, we construct a topological hierarchy by progressively canceling critical points in pairs. Concurrently, we create a geometric hierarchy by adapting the geometry to the changes in topology. The data structure supports mesh traversal operations similarly to traditional multi-resolution representations.","https://ieeexplore.ieee.org/document/1250365/","LOCKED","1250365","Center for Image Process. & Integrated Comput., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37564112000","1","P.-T. Bremer","37564112000","","https://ieeexplore.ieee.org/author/37282291100","2","H. Edelsbrunner","37282291100","","https://ieeexplore.ieee.org/author/37282068700","3","B. Hamann","37282068700","","https://ieeexplore.ieee.org/author/37284312600","4","V. Pascucci","37284312600","","","","","","","","","","","","","","","","","","","","","","21","1","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250365","146","https://ieeexplore.ieee.org/document/1250365/","Data structures","Multiresolution analysis","Electrostatic measurements","Spatial resolution","Solid modeling","Data analysis","Image processing","Computer science","Scientific computing","Laboratories","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250365","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","72","139","A multi-resolution data structure for two-dimensional Morse-Smale functions"
