title,author,year,ee
journals/tvcg/ZengWXM23,Neural Temporal Denoising for Indirect Illumination.,Yan Zeng::Lu Wang 0007::Yanning Xu::Xiangxu Meng,2023,https://doi.org/10.1109/TVCG.2022.3217305
journals/tvcg/AndoTT12,Preserving Fluid Sheets with Adaptively Sampled Anisotropic Particles.,Ryoichi Ando::Nils Thürey::Reiji Tsuruno,2012,https://doi.org/10.1109/TVCG.2012.87::http://doi.ieeecomputersociety.org/10.1109/TVCG.2012.87::https://www.wikidata.org/entity/Q83630616
journals/tvcg/RiederKSH11,GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation.,Christian Rieder::Tim Kröger::Christian Schumann::Horst K. Hahn,2011,https://doi.org/10.1109/TVCG.2011.207::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.207::https://www.wikidata.org/entity/Q51509531
journals/tvcg/VemuriML97,A Fast Gibbs Sampler for Synthesizing Constrained Fractals.,Baba C. Vemuri::Chhandomay Mandal::Shang-Hong Lai,1997,https://doi.org/10.1109/2945.646237::http://doi.ieeecomputersociety.org/10.1109/2945.646237
journals/tvcg/SouzaBOCML24,"PW: A Visual Approach for Building, Managing, and Analyzing Weather Simulation Ensembles at Runtime.",Carolina Veiga Ferreira de Souza::Suzanna Maria Bonnet::Daniel de Oliveira 0001::Márcio Cataldi::Fabio Miranda 0001::Marcos Lage,2024,https://doi.org/10.1109/TVCG.2023.3326514
journals/tvcg/TeylingenRM97,Virtual Data Visualizer.,Ron van Teylingen::William Ribarsky::Charles van der Mast,1997,https://doi.org/10.1109/2945.582350::http://doi.ieeecomputersociety.org/10.1109/2945.582350
journals/tvcg/LiuBTSWLP18,Visual Exploration of Semantic Relationships in Neural Word Embeddings.,Shusen Liu 0001::Peer-Timo Bremer::Jayaraman J. Thiagarajan::Vivek Srikumar::Bei Wang 0001::Yarden Livnat::Valerio Pascucci,2018,https://doi.org/10.1109/TVCG.2017.2745141::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2745141::https://www.wikidata.org/entity/Q50230388
journals/tvcg/SchottKWHBH23,CardioGenesis4D: Interactive Morphological Transitions of Embryonic Heart Development in a Virtual Learning Environment.,Danny Schott::Matthias Kunz::Tom Wunderling::Florian Heinrich::Rüdiger Braun-Dullaeus::Christian Hansen 0001,2023,https://doi.org/10.1109/TVCG.2023.3247110
journals/tvcg/PientaHETRGNC18,VIGOR: Interactive Visual Exploration of Graph Query Results.,Robert S. Pienta::Fred Hohman::Alex Endert::Acar Tamersoy::Kevin A. Roundy::Christopher S. Gates::Shamkant B. Navathe::Duen Horng Chau,2018,https://doi.org/10.1109/TVCG.2017.2744898::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2744898::https://www.wikidata.org/entity/Q42687529
journals/tvcg/LYiG23,Multi-View Design Patterns and Responsive Visualization for Genomics Data.,Sehi L'Yi::Nils Gehlenborg,2023,https://doi.org/10.1109/TVCG.2022.3209398
journals/tvcg/SpitzR00,Accessibility Analysis Using Computer Graphics Hardware.,Steven N. Spitz::Aristides A. G. Requicha,2000,https://doi.org/10.1109/2945.879783::http://doi.ieeecomputersociety.org/10.1109/2945.879783
journals/tvcg/Ynnerman19,The 2018 Visualization Technical Achievement Award.,Anders Ynnerman,2019,https://doi.org/10.1109/TVCG.2018.2874731::http://doi.ieeecomputersociety.org/10.1109/TVCG.2018.2874731
journals/tvcg/GuW11,TransGraph: Hierarchical Exploration of Transition Relationships in Time-Varying Volumetric Data.,Yi Gu::Chaoli Wang 0001,2011,https://doi.org/10.1109/TVCG.2011.246::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.246::https://www.wikidata.org/entity/Q34060429
journals/tvcg/MeuschkeGBWPL19,Visual Analysis of Aneurysm Data using Statistical Graphics.,Monique Meuschke::Tobias Günther::Philipp Berg::Ralph Wickenhöfer::Bernhard Preim::Kai Lawonn,2019,https://doi.org/10.1109/TVCG.2018.2864509::http://doi.ieeecomputersociety.org/10.1109/TVCG.2018.2864509::https://www.wikidata.org/entity/Q91062353
journals/tvcg/GrundhoferB08,Real-Time Adaptive Radiometric Compensation.,Anselm Grundhöfer::Oliver Bimber,2008,https://doi.org/10.1109/TVCG.2007.1052::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.1052::https://www.wikidata.org/entity/Q51901477
journals/tvcg/WaldnerDGSDM20,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns.,Manuela Waldner::Alexandra Diehl::Denis Gracanin::Rainer Splechtna::Claudio Delrieux::Kresimir Matkovic,2020,https://doi.org/10.1109/TVCG.2019.2934784::https://www.wikidata.org/entity/Q92821884
journals/tvcg/YangTHL23,Visual Cue Effects on a Classification Accuracy Estimation Task in Immersive Scatterplots.,Fumeng Yang::James Tompkin 0001::Lane Harrison::David H. Laidlaw,2023,https://doi.org/10.1109/TVCG.2022.3192364
journals/tvcg/BachSHMGD16,Time Curves: Folding Time to Visualize Patterns of Temporal Evolution in Data.,Benjamin Bach::Conglei Shi::Nicolas Heulot::Tara M. Madhyastha::Thomas J. Grabowski::Pierre Dragicevic,2016,https://doi.org/10.1109/TVCG.2015.2467851::http://doi.ieeecomputersociety.org/10.1109/TVCG.2015.2467851::https://www.wikidata.org/entity/Q31015986
journals/tvcg/WangGYS18,GANViz: A Visual Analytics Approach to Understand the Adversarial Game.,Junpeng Wang 0001::Liang Gou::Hao Yang 0007::Han-Wei Shen,2018,https://doi.org/10.1109/TVCG.2018.2816223::http://doi.ieeecomputersociety.org/10.1109/TVCG.2018.2816223::https://www.wikidata.org/entity/Q88556317
journals/tvcg/LaiHJBYK18,Semantic-Driven Generation of Hyperlapse from 360 Degree Video.,Wei-Sheng Lai::Yujia Huang::Neel Joshi::Christopher James Buehler::Ming-Hsuan Yang 0001::Sing Bing Kang,2018,https://doi.org/10.1109/TVCG.2017.2750671::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2750671::https://www.wikidata.org/entity/Q50090402
journals/tvcg/LengWLS022,Efficient Flower Text Entry in Virtual Reality.,Jiaye Leng::Lili Wang 0006::Xiaolong Liu::Xuehuai Shi::Miao Wang 0004,2022,https://doi.org/10.1109/TVCG.2022.3203101
journals/tvcg/WangLSW08,Layer-Based Representation of Polyhedrons for Point Containment Tests.,Wencheng Wang::Jing Li::Hanqiu Sun::Enhua Wu,2008,https://doi.org/10.1109/TVCG.2007.70407::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.70407::https://www.wikidata.org/entity/Q51901481
journals/tvcg/HoldenSK17,Learning Inverse Rig Mappings by Nonlinear Regression.,Daniel Holden::Jun Saito::Taku Komura,2017,https://doi.org/10.1109/TVCG.2016.2628036::http://doi.ieeecomputersociety.org/10.1109/TVCG.2016.2628036::https://www.wikidata.org/entity/Q39004468
journals/tvcg/ShenZZW24,Data Player: Automatic Generation of Data Videos with Narration-Animation Interplay.,Leixian Shen::Yizhi Zhang::Haidong Zhang::Yun Wang 0012,2024,https://doi.org/10.1109/TVCG.2023.3327197
journals/tvcg/Szafir18,Modeling Color Difference for Visualization Design.,Danielle Albers Szafir,2018,https://doi.org/10.1109/TVCG.2017.2744359::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2744359::https://www.wikidata.org/entity/Q45948975
journals/tvcg/BhatiaHMPBL22,AMM: Adaptive Multilinear Meshes.,Harsh Bhatia::Duong Hoang::Nate Morrical::Valerio Pascucci::Peer-Timo Bremer::Peter Lindstrom 0001,2022,https://doi.org/10.1109/TVCG.2022.3165392
journals/tvcg/ZiemkiewiczK10,Laws of Attraction: From Perceptual Forces to Conceptual Similarity.,Caroline Ziemkiewicz::Robert Kosara,2010,https://doi.org/10.1109/TVCG.2010.174::http://doi.ieeecomputersociety.org/10.1109/TVCG.2010.174::https://www.wikidata.org/entity/Q82050448
journals/tvcg/Qiao0LLL023,Learning-Based Intrinsic Reflectional Symmetry Detection.,Yi-Ling Qiao::Lin Gao 0004::Shu-Zhi Liu::Ligang Liu::Yu-Kun Lai::Xilin Chen 0001,2023,https://doi.org/10.1109/TVCG.2022.3172361
journals/tvcg/JanickeHHSS10,Visualization of Graph Products.,Stefan Jänicke::Christian Heine 0002::Marc Hellmuth::Peter F. Stadler::Gerik Scheuermann,2010,https://doi.org/10.1109/TVCG.2010.217::http://doi.ieeecomputersociety.org/10.1109/TVCG.2010.217::https://www.wikidata.org/entity/Q51644078
journals/tvcg/HamannJW99a,"Errata: Corrections to ""On a Construction of a Hierarchy of Best Linear Spline Approximations Using Repeated Bisection"".",Bernd Hamann::Benjamin W. Jordan::David F. Wiley,1999,https://doi.org/10.1109/TVCG.1999.773812::http://doi.ieeecomputersociety.org/10.1109/TVCG.1999.773812
journals/tvcg/ParryLCGC11,Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization.,Matthew L. Parry::Philip A. Legg::David H. S. Chung::Iwan W. Griffiths::Min Chen 0001,2011,https://doi.org/10.1109/TVCG.2011.208::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.208::https://www.wikidata.org/entity/Q38482009
journals/tvcg/BrandesFL06,Summarizing Dynamic Bipolar Conflict Structures.,Ulrik Brandes::Daniel Fleischer::Jürgen Lerner,2006,https://doi.org/10.1109/TVCG.2006.105::http://doi.ieeecomputersociety.org/10.1109/TVCG.2006.105::https://www.wikidata.org/entity/Q48426119
journals/tvcg/DoraiswamyN12,Output-Sensitive Construction of Reeb Graphs.,Harish Doraiswamy::Vijay Natarajan,2012,https://doi.org/10.1109/TVCG.2011.37::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.37::https://www.wikidata.org/entity/Q51605491
journals/tvcg/Eick00,Visual Discovery and Analysis.,Stephen G. Eick,2000,https://doi.org/10.1109/2945.841120::http://doi.ieeecomputersociety.org/10.1109/2945.841120
journals/tvcg/HelgelandE06,High-Quality and Interactive Animations of 3D Time-Varying Vector Fields.,Anders Helgeland::Thomas Elboth,2006,https://doi.org/10.1109/TVCG.2006.95::http://doi.ieeecomputersociety.org/10.1109/TVCG.2006.95::https://www.wikidata.org/entity/Q51929902
journals/tvcg/FanWZLWT20,VisTA: Integrating Machine Intelligence with Visualization to Support the Investigation of Think-Aloud Sessions.,Mingming Fan 0001::Ke Wu::Jian Zhao 0010::Yue Li::Winter Wei::Khai N. Truong,2020,https://doi.org/10.1109/TVCG.2019.2934797::https://www.wikidata.org/entity/Q92821912
journals/tvcg/KasicaBM21,Table Scraps: An Actionable Framework for Multi-Table Data Wrangling From An Artifact Study of Computational Journalism.,Stephen Kasica::Charles Berret::Tamara Munzner,2021,https://doi.org/10.1109/TVCG.2020.3030462::https://www.wikidata.org/entity/Q100732336
journals/tvcg/SidenmarkPNG23,"Comparing Gaze, Head and Controller Selection of Dynamically Revealed Targets in Head-Mounted Displays.",Ludwig Sidenmark::Franziska Prummer::Joshua Newn::Hans Gellersen,2023,https://doi.org/10.1109/TVCG.2023.3320235
journals/tvcg/Ertl09,Editor's Note.,Thomas Ertl,2009,https://doi.org/10.1109/TVCG.2009.6::http://doi.ieeecomputersociety.org/10.1109/TVCG.2009.6
journals/tvcg/StreebEKC21,Why Visualize? Untangling a Large Network of Arguments.,Dirk Streeb::Mennatallah El-Assady::Daniel A. Keim::Min Chen 0001,2021,https://doi.org/10.1109/TVCG.2019.2940026::https://www.wikidata.org/entity/Q90078748
journals/tvcg/ZhangJHJWZB11,Motion Imitation with a Handheld Camera.,Guofeng Zhang 0001::Hanqing Jiang::Jin Huang 0001::Jiaya Jia::Tien-Tsin Wong::Kun Zhou 0001::Hujun Bao,2011,https://doi.org/10.1109/TVCG.2010.254::http://doi.ieeecomputersociety.org/10.1109/TVCG.2010.254::https://www.wikidata.org/entity/Q46834122
journals/tvcg/FuWTTH04,Binary-Space-Partitioned Images for Resolving Image-Based Visibility.,Chi-Wing Fu::Tien-Tsin Wong::Wai-Shun Tong::Chi-Keung Tang::Andrew J. Hanson,2004,https://doi.org/10.1109/TVCG.2004.1260758::http://doi.ieeecomputersociety.org/10.1109/TVCG.2004.1260758::https://www.wikidata.org/entity/Q51988942
journals/tvcg/WexlerPBWVW20,The What-If Tool: Interactive Probing of Machine Learning Models.,James Wexler::Mahima Pushkarna::Tolga Bolukbasi::Martin Wattenberg::Fernanda B. Viégas::Jimbo Wilson,2020,https://doi.org/10.1109/TVCG.2019.2934619::https://www.wikidata.org/entity/Q92821750
journals/tvcg/Mueller20b,Editor's Note.,Klaus Mueller 0001,2020,https://doi.org/10.1109/TVCG.2020.2973745
journals/tvcg/RenLLKH13,Flow Field Modulation.,Bo Ren 0003::Chen-Feng Li::Ming C. Lin::Theodore Kim::Shi-Min Hu 0001,2013,https://doi.org/10.1109/TVCG.2013.73::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.73::https://www.wikidata.org/entity/Q51175259
journals/tvcg/TangDMMHZD18,Animated Construction of Chinese Brush Paintings.,Fan Tang::Weiming Dong::Yiping Meng::Xing Mei::Feiyue Huang::Xiaopeng Zhang 0001::Oliver Deussen,2018,https://doi.org/10.1109/TVCG.2017.2774292::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2774292::https://www.wikidata.org/entity/Q57125002
journals/tvcg/LiF23,A Segmented Redirection Mapping Method for Roadmaps of Large Constrained Virtual Environments.,Huiyu Li::Linwei Fan,2023,https://doi.org/10.1109/TVCG.2022.3207004
journals/tvcg/PocoMH18,Extracting and Retargeting Color Mappings from Bitmap Images of Visualizations.,Jorge Poco::Angela Mayhua::Jeffrey Heer,2018,https://doi.org/10.1109/TVCG.2017.2744320::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2744320::https://www.wikidata.org/entity/Q50230444
journals/tvcg/HouSFLHQHH20,Poisson Vector Graphics (PVG).,Fei Hou::Qian Sun 0003::Zheng Fang 0008::Yong-Jin Liu::Shi-Min Hu 0001::Hong Qin 0001::Aimin Hao::Ying He 0001,2020,https://doi.org/10.1109/TVCG.2018.2867478::https://www.wikidata.org/entity/Q57124744
journals/tvcg/ReesLBDSM21,AgentVis: Visual Analysis of Agent Behavior With Hierarchical Glyphs.,Dylan Rees::Robert S. Laramee::Paul Brookes::Tony D'Cruze::Gary A. Smith::Aslam Miah,2021,https://doi.org/10.1109/TVCG.2020.2985923::https://www.wikidata.org/entity/Q92040855
journals/tvcg/ReachN19,"Smooth, Efficient, and Interruptible Zooming and Panning.",Andrew McCaleb Reach::Chris North 0001,2019,https://doi.org/10.1109/TVCG.2018.2800013::http://doi.ieeecomputersociety.org/10.1109/TVCG.2018.2800013::https://www.wikidata.org/entity/Q89560276
journals/tvcg/WangGS07,Interactive Level-of-Detail Selection Using Image-Based Quality Metric for Large Volume Visualization.,Chaoli Wang 0001::Antonio Garcia::Han-Wei Shen,2007,https://doi.org/10.1109/TVCG.2007.15::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.15::https://www.wikidata.org/entity/Q51106975
journals/tvcg/El-SanaV98,Topology Simplification for Polygonal Virtual Environments.,Jihad El-Sana::Amitabh Varshney,1998,https://doi.org/10.1109/2945.694955::http://doi.ieeecomputersociety.org/10.1109/2945.694955
journals/tvcg/XuZB14,Implicit Multibody Penalty-BasedDistributed Contact.,Hongyi Xu::Yili Zhao::Jernej Barbic,2014,https://doi.org/10.1109/TVCG.2014.2312013::http://doi.ieeecomputersociety.org/10.1109/TVCG.2014.2312013::https://www.wikidata.org/entity/Q50562188
journals/tvcg/FroeseTES13,Evaluation of Static and Dynamic Visualization Training Approaches for Users with Different Spatial Abilities.,Maria-Elena Froese::Melanie Tory::Guy-Warwick Evans::Kedar Shrikhande,2013,https://doi.org/10.1109/TVCG.2013.156::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.156::https://www.wikidata.org/entity/Q50690087
journals/tvcg/LiuXL21,Vectorizing Quantum Turbulence Vortex-Core Lines for Real-Time Visualization.,Daoming Liu::Chi Xiong::Xiaopei Liu,2021,https://doi.org/10.1109/TVCG.2020.2981460::https://www.wikidata.org/entity/Q90460058
journals/tvcg/FerrariCFC22,Parallax Free Registration for Augmented Reality Optical See-Through Displays in the Peripersonal Space.,Vincenzo Ferrari::Nadia Cattari::Umberto Fontana::Fabrizio Cutolo,2022,https://doi.org/10.1109/TVCG.2020.3021534::https://www.wikidata.org/entity/Q98938696
journals/tvcg/WangMZXZWQ24,TacPrint: Visualizing the Biomechanical Fingerprint in Table Tennis.,Jiachen Wang::Ji Ma::Zheng Zhou::Xiao Xie::Hui Zhang 0051::Yingcai Wu::Huamin Qu,2024,https://doi.org/10.1109/TVCG.2024.3388555
journals/tvcg/FengT13,Choking Loops on Surfaces.,Xin Feng::Yiying Tong,2013,https://doi.org/10.1109/TVCG.2013.9::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.9::https://www.wikidata.org/entity/Q39302126
journals/tvcg/HodginsOT98,Perception of Human Motion With Different Geometric Models.,Jessica K. Hodgins::James F. O'Brien::Jack Tumblin,1998,https://doi.org/10.1109/2945.765325::http://doi.ieeecomputersociety.org/10.1109/2945.765325
journals/tvcg/BrucknerM10,Result-Driven Exploration of Simulation Parameter Spaces for Visual Effects Design.,Stefan Bruckner::Torsten Möller,2010,https://doi.org/10.1109/TVCG.2010.190::http://doi.ieeecomputersociety.org/10.1109/TVCG.2010.190::https://www.wikidata.org/entity/Q82050653
journals/tvcg/ChenAALY21,Co-Bridges: Pair-wise Visual Connection and Comparison for Multi-item Data Streams.,Siming Chen 0001::Natalia V. Andrienko::Gennady L. Andrienko::Jie Li 0006::Xiaoru Yuan,2021,https://doi.org/10.1109/TVCG.2020.3030411::https://www.wikidata.org/entity/Q101126399
journals/tvcg/ColVPDSN18,Wavelet-Based Visual Analysis of Dynamic Networks.,Alcebiades Dal Col::Paola Valdivia::Fabiano Petronetto::Fabio Dias 0001::Cláudio T. Silva::Luis Gustavo Nonato,2018,https://doi.org/10.1109/TVCG.2017.2746080::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2746080::https://www.wikidata.org/entity/Q50230345
journals/tvcg/NeuhauserWW21,Interactive Focus+Context Rendering for Hexahedral Mesh Inspection.,Christoph Neuhauser::Junpeng Wang 0003::Rüdiger Westermann,2021,https://doi.org/10.1109/TVCG.2021.3074607
journals/tvcg/Ebert04a,Editor's Note.,David S. Ebert,2004,https://doi.org/10.1109/TVCG.2004.25::http://doi.ieeecomputersociety.org/10.1109/TVCG.2004.25
journals/tvcg/KimDXUY12,Does an Eye Tracker Tell the Truth about Visualizations?: Findings while Investigating Visualizations for Decision Making.,Sung-Hee Kim::Zhihua Dong::Hanjun Xian::Benjavan Upatising::Ji Soo Yi,2012,https://doi.org/10.1109/TVCG.2012.215::http://doi.ieeecomputersociety.org/10.1109/TVCG.2012.215::https://www.wikidata.org/entity/Q40553284
journals/tvcg/MeyerWKLP08,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes.,Miriah D. Meyer::Ross T. Whitaker::Robert M. Kirby::Christian Ledergerber::Hanspeter Pfister,2008,https://doi.org/10.1109/TVCG.2008.154::http://doi.ieeecomputersociety.org/10.1109/TVCG.2008.154::https://www.wikidata.org/entity/Q42585621
journals/tvcg/MuhlbacherP13,A Partition-Based Framework for Building and Validating Regression Models.,Thomas Mühlbacher::Harald Piringer,2013,https://doi.org/10.1109/TVCG.2013.125::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.125::https://www.wikidata.org/entity/Q43561886
journals/tvcg/Bonneau98,Multiresolution Analysis on Irregular Surface Meshes.,Georges-Pierre Bonneau,1998,https://doi.org/10.1109/2945.765329::http://doi.ieeecomputersociety.org/10.1109/2945.765329
journals/tvcg/WoodringS06,"Multi-variate, Time Varying, and Comparative Visualization with Contextual Cues.",Jonathan Woodring::Han-Wei Shen,2006,https://doi.org/10.1109/TVCG.2006.164::http://doi.ieeecomputersociety.org/10.1109/TVCG.2006.164::https://www.wikidata.org/entity/Q51109760
journals/tvcg/ZhouJJH21,Sketch Augmentation-Driven Shape Retrieval Learning Framework Based on Convolutional Neural Networks.,Wen Zhou 0005::Jinyuan Jia::Wenying Jiang::Chenxi Huang 0001,2021,https://doi.org/10.1109/TVCG.2020.2975504::https://www.wikidata.org/entity/Q89857005
journals/tvcg/ZangCXLSXSSL24,DMT-EV: An Explainable Deep Network for Dimension Reduction.,Zelin Zang::Shenghui Cheng::Hanchen Xia::Liangyu Li::Yaoting Sun::Yongjie Xu::Lei Shang::Baigui Sun::Stan Z. Li,2024,https://doi.org/10.1109/TVCG.2022.3223399
journals/tvcg/SavvidesHOP23,Visual Data Exploration as a Statistical Testing Procedure: Within-View and Between-View Multiple Comparisons.,Rafael Savvides::Andreas Henelius::Emilia Oikarinen::Kai Puolamäki,2023,https://doi.org/10.1109/TVCG.2022.3175532
journals/tvcg/HealeyKRMA08,Visual Perception and Mixed-Initiative Interaction for Assisted Visualization Design.,Christopher G. Healey::Sarat Kocherlakota::Vivek Rao::Reshma Mehta::Robert St. Amant,2008,https://doi.org/10.1109/TVCG.2007.70436::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.70436::https://www.wikidata.org/entity/Q44872615
journals/tvcg/WijkMT04,Guest Editor's Introduction: Special Section on IEEE Visualization.,Jarke J. van Wijk::Robert J. Moorhead II::Greg Turk,2004,https://doi.org/10.1109/TVCG.2004.11::http://doi.ieeecomputersociety.org/10.1109/TVCG.2004.11
journals/tvcg/0001OA21,Video Folding: Increased Framerate for Semi-Repetitive Sequences.,Chris May 0001::Manuel M. Oliveira::Daniel G. Aliaga,2021,https://doi.org/10.1109/TVCG.2020.2992670::https://www.wikidata.org/entity/Q94583451
journals/tvcg/BergnerSMAS13,ParaGlide: Interactive Parameter Space Partitioning for Computer Simulations.,Steven Bergner::Michael Sedlmair::Torsten Möller::Sareh Nabi Abdolyousefi::Ahmed Saad,2013,https://doi.org/10.1109/TVCG.2013.61::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.61::https://www.wikidata.org/entity/Q45849822
journals/tvcg/KurzhalsW13,Space-Time Visual Analytics of Eye-Tracking Data for Dynamic Stimuli.,Kuno Kurzhals::Daniel Weiskopf,2013,https://doi.org/10.1109/TVCG.2013.194::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.194::https://www.wikidata.org/entity/Q34992600
journals/tvcg/WuGHCRK24,Socrates: Data Story Generation via Adaptive Machine-Guided Elicitation of User Feedback.,Guande Wu::Shunan Guo::Jane Hoffswell::Gromit Yeuk-Yin Chan::Ryan A. Rossi::Eunyee Koh,2024,https://doi.org/10.1109/TVCG.2023.3327363
journals/tvcg/KrichenbauerYTS18,Augmented Reality versus Virtual Reality for 3D Object Manipulation.,Max Krichenbauer::Goshiro Yamamoto::Takafumi Taketomi::Christian Sandor::Hirokazu Kato 0001,2018,https://doi.org/10.1109/TVCG.2017.2658570::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2658570::https://www.wikidata.org/entity/Q50928429
journals/tvcg/WangZCMR15,Parallel Structured Mesh Generation with Disparity Maps by GPU Implementation.,Hongjian Wang 0001::Naiyu Zhang::Jean-Charles Créput::Julien Moreau 0001::Yassine Ruichek,2015,https://doi.org/10.1109/TVCG.2015.2413775::http://doi.ieeecomputersociety.org/10.1109/TVCG.2015.2413775::https://www.wikidata.org/entity/Q40552952
journals/tvcg/SuSF13,Energy Conservation for the Simulation of Deformable Bodies.,Jonathan Su::Rahul Sheth::Ronald Fedkiw,2013,https://doi.org/10.1109/TVCG.2012.132::http://doi.ieeecomputersociety.org/10.1109/TVCG.2012.132::https://www.wikidata.org/entity/Q46662274
journals/tvcg/WehrweinBS21,Scene Summarization via Motion Normalization.,Scott Wehrwein::Kavita Bala::Noah Snavely,2021,https://doi.org/10.1109/TVCG.2020.2993195::https://www.wikidata.org/entity/Q94584522
journals/tvcg/CasermanGG20,A Survey of Full-Body Motion Reconstruction in Immersive Virtual Reality Applications.,Polona Caserman::Augusto Garcia-Agundez::Stefan Göbel 0001,2020,https://doi.org/10.1109/TVCG.2019.2912607::https://www.wikidata.org/entity/Q91507154
journals/tvcg/BuckCB22,The Impact of Embodiment and Avatar Sizing on Personal Space in Immersive Virtual Environments.,Lauren E. Buck::Soumyajit Chakraborty::Bobby Bodenheimer,2022,https://doi.org/10.1109/TVCG.2022.3150483
journals/tvcg/ShenZNWK18,Radiative Transport Based Flame Volume Reconstruction from Videos.,Liang Shen 0002::Dengming Zhu::Saad Nadeem::Zhaoqi Wang::Arie E. Kaufman,2018,https://doi.org/10.1109/TVCG.2017.2712688::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2712688::https://www.wikidata.org/entity/Q38733186
journals/tvcg/ItohYIK04,Hierarchical Data Visualization Using a Fast Rectangle-Packing Algorithm.,Takayuki Itoh::Yumi Yamaguchi::Yuko Ikehata::Yasumasa Kajinaga,2004,https://doi.org/10.1109/TVCG.2004.1272729::http://doi.ieeecomputersociety.org/10.1109/TVCG.2004.1272729::https://www.wikidata.org/entity/Q31160497
journals/tvcg/LuoXRY18,Parallax360: Stereoscopic 360° Scene Representation for Head-Motion Parallax.,Bicheng Luo::Feng Xu 0005::Christian Richardt::Jun-Hai Yong,2018,https://doi.org/10.1109/TVCG.2018.2794071::http://doi.ieeecomputersociety.org/10.1109/TVCG.2018.2794071::https://www.wikidata.org/entity/Q52654336
journals/tvcg/MeierSWKHKS08,Visualization of Particle Interactions in Granular Media.,Holger A. Meier::Michael Schlemmer::Christian Wagner 0010::Andreas Kerren::Hans Hagen::Ellen Kuhl::Paul Steinmann,2008,https://doi.org/10.1109/TVCG.2008.65::http://doi.ieeecomputersociety.org/10.1109/TVCG.2008.65::https://www.wikidata.org/entity/Q44123925
journals/tvcg/QuCXCLG07,Visual Analysis of the Air Pollution Problem in Hong Kong.,Huamin Qu::Wing-Yi Chan::Anbang Xu::Kai-Lun Chung::Alexis Kai-Hon Lau::Ping Guo 0002,2007,https://doi.org/10.1109/TVCG.2007.70523::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.70523::https://www.wikidata.org/entity/Q57123056
journals/tvcg/ZanabriaSPPNSAN21,CrimAnalyzer: Understanding Crime Patterns in São Paulo.,Germain Garcia Zanabria::Jaqueline Silveira::Jorge Poco::Afonso Paiva 0001::Marcelo Batista Nery::Cláudio T. Silva::Sergio Adorno::Luis Gustavo Nonato,2021,https://doi.org/10.1109/TVCG.2019.2947515::https://www.wikidata.org/entity/Q90846664
journals/tvcg/CenedaCEMTA24,A Heuristic Approach for Dual Expert/End-User Evaluation of Guidance in Visual Analytics.,Davide Ceneda::Christopher Collins 0001::Mennatallah El-Assady::Silvia Miksch::Christian Tominski::Alessio Arleo,2024,https://doi.org/10.1109/TVCG.2023.3327152
journals/tvcg/HaouchineDBC15,Monocular 3D Reconstruction and Augmentation of Elastic Surfaces with Self-Occlusion Handling.,Nazim Haouchine::Jérémie Dequidt::Marie-Odile Berger::Stephane Cotin,2015,https://doi.org/10.1109/TVCG.2015.2452905::http://doi.ieeecomputersociety.org/10.1109/TVCG.2015.2452905::https://www.wikidata.org/entity/Q40361517
journals/tvcg/FuZCGWZHTZM21,Chartem: Reviving Chart Images with Data Embedding.,Jiayun Fu::Bin Zhu::Weiwei Cui::Song Ge::Yun Wang 0012::Haidong Zhang::He Huang::Yuanyuan Tang::Dongmei Zhang 0001::Xiaojing Ma 0002,2021,https://doi.org/10.1109/TVCG.2020.3030351::https://www.wikidata.org/entity/Q104467832
journals/tvcg/ZhuangCM22,A Framework for Evaluating Dashboards in Healthcare.,Mengdie Zhuang::David Concannon::Ed Manley,2022,https://doi.org/10.1109/TVCG.2022.3147154
