key,title,author,year,ee
conf/vissym/HoffswellSH15,Debugging Vega through Inspection of the Data Flow Graph.,Jane Hoffswell::Arvind Satyanarayan::Jeffrey Heer,2015,https://doi.org/10.2312/eurorv3.20151144
conf/vissym/KroneDCHHWL20,A Web-based Visual Analytics Application for Biological Networks.,Michael Krone::Andreas Dräger::Ebru Cobanoglu::Manuel Otto Harke::Miriam Hoene::Cora Weigert::Rainer Lehmann,2020,https://doi.org/10.2312/eurp.20201124
conf/vissym/TrianaZHH15,VafusQ: A Visual Analytics Application with Data Quality Features to Support the Urban Planning Process.,John A. Triana::Dirk Zeckzer::José Tiberio Hernández::Hans Hagen,2015,https://doi.org/10.2312/envirvis.20151091
conf/vissym/CoomansT01,DDDiver: 3D Interactive Visualization of Entity Relationships.,Marc K. D. Coomans::Harry J. P. Timmermans,2001,https://doi.org/10.1007/978-3-7091-6215-6_31::https://doi.org/10.2312/VisSym/VisSym01/291-300
conf/vissym/ShafiiOKHGHJ13,Illustrative Rendering of Vortex Cores.,Sohail Shafii::Harald Obermaier::Václav Kolár::Mario Hlawitschka::Christoph Garth::Bernd Hamann::Kenneth I. Joy,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.061-065
conf/vissym/Glau99,Exploring Instationary Fluid Flows by Interactive Volume Movies.,Thomas Glau,1999,https://doi.org/10.1007/978-3-7091-6803-5_27::https://doi.org/10.2312/vissym19991007
conf/vissym/SchedlKSP07,The CoMIRVA Toolkit for Visualizing Music-Related Data.,Markus Schedl::Peter Knees::Klaus Seyerlehner::Tim Pohle,2007,https://doi.org/10.2312/VisSym/EuroVis07/147-154
conf/vissym/BabaSVCK00,Appearance-Based Virtual-View Generation for Fly Through in a Real Dynamic Scene.,Shigeyuki Baba::Hideo Saito::Sundar Vedula::Kong Man Cheung::Takeo Kanade,2000,https://doi.org/10.1007/978-3-7091-6783-0_18::https://doi.org/10.2312/VisSym/VisSym00/179-188
conf/vissym/SakaiA15,Card Sorting Techniques for Domain Characterization in Problem-driven Visualization Research.,Ryo Sakai::Jan Aerts,2015,https://doi.org/10.2312/eurovisshort.20151136
conf/vissym/TaponeccoA03,Vector field visualization using Markov Random Field texture synthesis.,Francesca Taponecco::Marc Alexa,2003,https://doi.org/10.2312/VisSym/VisSym03/195-202::http://dl.acm.org/citation.cfm?id=769944
conf/vissym/WaltonFS04,Visualization For Public-Resource Climate Modeling.,J. P. R. B. Walton::D. Frame::D. A. Stainforth,2004,https://doi.org/10.2312/VisSym/VisSym04/103-108::http://dl.acm.org/citation.cfm?id=2384240
conf/vissym/VilaplanaP17,Diggersdiaries: Using Text Analysis to Support Exploration and Reading in a Large Document Collection.,Jaume Nualart Vilaplana::Mario Pérez-Montoro,2017,https://doi.org/10.2312/eurp.20171156
conf/vissym/ReddyHDW12,Visual Analytics for Dynamic Evacuation Planning.,Rajesh Reddy::Markus Höferlin::Michael Dambier::Daniel Weiskopf,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/013-017
conf/vissym/OnoMH01,Visualization of Thermal Flows in an Automotive Cabin with Volume Rendering Method.,Kenji Ono::Hideki Matsumoto::Ryutaro Himeno,2001,https://doi.org/10.1007/978-3-7091-6215-6_32::https://doi.org/10.2312/VisSym/VisSym01/301-308
conf/vissym/ZhangKHCC16,Towards Visual Mega-Analysis of Voxel-based Measurement in Brain Cohorts.,Guohao Zhang::Peter V. Kochunov::L. Elliot Hong::Hamish A. Carr::Jian Chen 0006,2016,https://doi.org/10.2312/eurovisshort.20161161
conf/vissym/PuP00,Dynamic Overview Techniques for Image Retrieval.,Pearl Pu::Zoran Pecenovic,2000,https://doi.org/10.1007/978-3-7091-6783-0_5::https://doi.org/10.2312/VisSym/VisSym00/043-052
conf/vissym/ThygesenASMH23,Level of Detail Visual Analysis of Structures in Solid-State Materials.,Signe Sidwall Thygesen::Alexei I. Abrikosov::Peter Steneteg::Talha Bin Masood::Ingrid Hotz,2023,https://doi.org/10.2312/evs.20231043
conf/vissym/Kim17,Memory Efficient Parallel Ray-casting Algorithm for Unstructured Grid Volume Rendering.,Duksu Kim,2017,https://doi.org/10.2312/eurp.20171157
conf/vissym/TeleaV03,A Robust Level-Set Algorithm for Centerline Extraction.,Alexandru C. Telea::Anna Vilanova,2003,https://doi.org/10.2312/VisSym/VisSym03/185-194::http://dl.acm.org/citation.cfm?id=769943
conf/vissym/GuntherH20,"Tales from the Trenches: Developing sciview, a new 3D viewer for the ImageJ community.",Ulrik Günther::Kyle I. S. Harrington,2020,https://doi.org/10.2312/visgap.20201112
conf/vissym/LiemHWT19,A Descriptive Framework for Stories of Algorithms.,Johannes Liem::Rafael Henkin::Jo Wood::Cagatay Turkay,2019,https://doi.org/10.2312/eurp.20191141
conf/vissym/MaackSHSG20,Towards Closing the Gap of Medical Visualization Research and Clinical Daily Routine.,Robin Georg Claus Maack::Dorothee Saur::Hans Hagen::Gerik Scheuermann::Christina Gillmann,2020,https://doi.org/10.2312/visgap.20201107
conf/vissym/BertramH01,Subdivision Surfaces for Scattered-data Approximation.,Martin Bertram 0001::Hans Hagen,2001,https://doi.org/10.1007/978-3-7091-6215-6_7::https://doi.org/10.2312/VisSym/VisSym01/055-064
conf/vissym/BernardDSF17,Combining Cluster and Outlier Analysis with Visual Analytics.,Jürgen Bernard::Eduard Dobermann::Michael Sedlmair::Dieter W. Fellner,2017,https://doi.org/10.2312/eurova.20171114
conf/vissym/PostGWH16,Fast 3D Thinning of Medical Image Data based on Local Neighborhood Lookups.,Tobias Post::Christina Gillmann::Thomas Wischgoll::Hans Hagen,2016,https://doi.org/10.2312/eurovisshort.20161159
conf/vissym/LukasczykLLRMBW15,A Collaborative Web-Based Environmental Data Visualization and Analysis Framework.,Jonas Lukasczyk::Xing Liang::Wei Luo::Eric D. Ragan::Ariane Middel::Nadya Bliss::Dave White::Hans Hagen::Ross Maciejewski,2015,https://doi.org/10.2312/envirvis.20151087
conf/vissym/KlinkLRRWW04,Browsing and Visualizing Digital Bibliographic Data.,Stefan Klink::Michael Ley::Emma Rabbidge::Patrick Reuther::Bernd Walter::Alexander Weber 0001,2004,https://doi.org/10.2312/VisSym/VisSym04/237-242::http://dl.acm.org/citation.cfm?id=2384261
conf/vissym/Wang15,A Survey of Graph-Based Representations and Techniques for Scientific Visualization.,Chaoli Wang 0001,2015,https://doi.org/10.2312/eurovisstar.20151111
conf/vissym/BatziakoudiCRF24,A Design Space for Static Visualizations with Several Orders of Magnitude.,Katerina Batziakoudi::Florent Cabric::Stéphanie Rey::Jean-Daniel Fekete,2024,https://doi.org/10.2312/evp.20241076
conf/vissym/HermanMMDDD99,Skeletal Images as Visual Cues in Graph Visualization.,Iván Herman::M. Scott Marshall::Guy Melançon::David J. Duke::Maylis Delest::Jean-Philippe Domenger,1999,https://doi.org/10.1007/978-3-7091-6803-5_2::https://doi.org/10.2312/vissym19991020
conf/vissym/WalterSS99,Advances in Quality Control of Intraoperative Radiotherapy.,Stefan Walter::Gerd Straßmann::Marco Schmitt 0001,1999,https://doi.org/10.1007/978-3-7091-6803-5_29::https://doi.org/10.2312/vissym19991000
conf/vissym/MatuteL17,Visual Stratification for Epidemiological Analysis.,José Matute::Lars Linsen,2017,https://doi.org/10.2312/eurp.20171174
conf/vissym/OliveiraSGMRG20,SAMBAVis: Design Study of a Visual Analytics Tool for the Music Industry Powered by YouTube Comments.,Victor Adriel de Jesus Oliveira::Christina Stoiber::Johanna Grüblbauer::Christoph Musik::Alexis Ringot::Andreas Gebesmair,2020,https://doi.org/10.2312/evs.20201041
conf/vissym/SaneAJ21,Visualization of Uncertain Multivariate Data via Feature Confidence Level-Sets.,Sudhanshu Sane::Tushar M. Athawale::Chris R. Johnson 0001,2021,https://doi.org/10.2312/evs.20211053
conf/vissym/Abdul-RahmanMC14,Comparing Three Designs of Macro-Glyphs for Poetry Visualization.,Alfie Abdul-Rahman::Eamonn Maguire::Min Chen 0001,2014,https://doi.org/10.2312/eurovisshort.20141165
conf/vissym/SchaferBWKMSL22,Interactive Visualization of Machine Learning Model Results Predicting Infection Risk.,Steffen Schäfer::Tom Baumgartl::Antje Wulff::Arjan Kuijper::Michael Marschollek::Simone Scheithauer::Tatiana von Landesberger,2022,https://doi.org/10.2312/evp.20221113
conf/vissym/HofmannWF05,The i-Disc - A Tool To Visualize and Explore Topic Maps.,Tobias Hofmann::Hendrik Wendler::Bernd Froehlich 0001,2005,https://doi.org/10.2312/VisSym/EuroVis05/045-052
conf/vissym/KnissSWWLH04,Medical Applications of Multi-field Volume Rendering and VR Techniques.,Joe Kniss::Jürgen P. Schulze::Uwe Wössner::Peter Winkler 0004::Ulrich Lang 0002::Charles D. Hansen,2004,https://doi.org/10.2312/VisSym/VisSym04/249-254::http://dl.acm.org/citation.cfm?id=2384263
conf/vissym/VivodtzevLBHJO03,Hierarchical Isosurface Segmentation Based on Discrete Curvature.,Fabien Vivodtzev::Lars Linsen::Georges-Pierre Bonneau::Bernd Hamann::Kenneth I. Joy::Bruno A. Olshausen,2003,https://doi.org/10.2312/VisSym/VisSym03/249-258::http://dl.acm.org/citation.cfm?id=769950
conf/vissym/LiM05,Spline-Based Gradient Filters For High-Quality Refraction Computations in Discrete Datasets.,Shengying Li::Klaus Mueller 0001,2005,https://doi.org/10.2312/VisSym/EuroVis05/215-222
conf/vissym/LawonnKEP15,On the Reproducibility of Line Integral Convolution for Real-Time Illustration of Molecular Surface Shape and Salient Regions.,Kai Lawonn::Michael Krone::Thomas Ertl::Bernhard Preim,2015,https://doi.org/10.2312/eurorv3.20151141
conf/vissym/SchoedonTHD16,Interactive Web-based Visualization for Accessibility Mapping of Transportation Networks.,Alexander Schoedon::Matthias Trapp 0001::Henning Hollburg::Jürgen Döllner,2016,https://doi.org/10.2312/eurovisshort.20161165
conf/vissym/NeumannSC05,ArcTrees: Visualizing Relations in Hierarchical Data.,Petra Neumann 0001::Stefan Schlechtweg::Sheelagh Carpendale,2005,https://doi.org/10.2312/VisSym/EuroVis05/053-060
conf/vissym/Al-ManeeaR20,A Tool to Help lay out Multiple View Visualisations Guided by View Analysis.,Hayder Mahdi Al-Maneea::Jonathan C. Roberts,2020,https://doi.org/10.2312/eurp.20201114
conf/vissym/StegmaierME02,A Generic Solution for Hardware-Accelerated Remote Visualization.,Simon Stegmaier::Marcelo Magallón::Thomas Ertl,2002,https://doi.org/10.2312/VisSym/VisSym02/087-094
conf/vissym/KimP99,A Methodology for Comparing Direct Volume Rendering Algorithms Using a Projection-Based Data Level Approach.,Kwansik Kim::Alex Pang,1999,https://doi.org/10.1007/978-3-7091-6803-5_9::https://doi.org/10.2312/vissym19991013
conf/vissym/PolthierS99,Geodesic Flow on Polyhedral Surfaces.,Konrad Polthier::Markus Schmies,1999,https://doi.org/10.1007/978-3-7091-6803-5_17::https://doi.org/10.2312/vissym19991009
conf/vissym/EbertRSPKR99,Procedural Shape Generation for Multi-dimensional Data Visualization.,David S. Ebert::Randall M. Rohrer::Christopher D. Shaw::Pradyut Panda::James M. Kukla::D. Aaron Roberts,1999,https://doi.org/10.1007/978-3-7091-6803-5_1::https://doi.org/10.2312/vissym19991017::https://www.wikidata.org/entity/Q62589436
conf/vissym/SkauK17,Readability and Precision in Pictorial Bar Charts.,Drew Skau::Robert Kosara,2017,https://doi.org/10.2312/eurovisshort.20171139
conf/vissym/AndersonKPKH03,Analysis of HDAF for Interpolation and Noise Suppression in Volume Rendering.,K. Anderson::Ioannis A. Kakadiaris::Manos Papadakis::Donald J. Kouri::David K. Hoffman,2003,https://doi.org/10.2312/VisSym/VisSym03/095-104::http://dl.acm.org/citation.cfm?id=769932
conf/vissym/HaoGDMC02,Visualization of Large Web Access Data Sets.,Ming C. Hao::Pankaj K. Garg::Umeshwar Dayal::Vijay Machiraju::Daniel Cotting,2002,https://doi.org/10.2312/VisSym/VisSym02/201-204
conf/vissym/BeckDSS023,Visual Planning and Analysis of Latin Formation Dance Patterns.,Samuel Beck::Nina Doerr::Fabian Schmierer::Michael Sedlmair::Steffen Koch 0001,2023,https://doi.org/10.2312/evp.20231076
conf/vissym/HongJSRBS05,GVis: A Scalable Visualization Framework for Genomic Data.,Jin Hong 0003::Dong Hyun Jeong::Christopher D. Shaw::William Ribarsky::Mark Borodovsky::Chang Geun Song,2005,https://doi.org/10.2312/VisSym/EuroVis05/191-198
conf/vissym/RohligRSSS17,Visual Analysis of Optical Coherence Tomography Data in Ophthalmology.,Martin Röhlig::Paul Rosenthal::Christoph Schmidt 0002::Heidrun Schumann::Oliver Stachs,2017,https://doi.org/10.2312/eurova.20171117
conf/vissym/BoussejraASTF16,LMML: Initial Developments of an Integrated Environment for Forensic Data Visualization.,Malik Olivier Boussejra::Noboru Adachi::Hideki Shojo::Ryohei Takahashi::Issei Fujishiro,2016,https://doi.org/10.2312/eurovisshort.20161157
conf/vissym/SeipelFW06,Enhanced Visualizations of Thermographic Data in Process Industry.,Stefan Seipel::Ann-Kristin Forsberg::Daniel Wesslén,2006,https://doi.org/10.2312/VisSym/EuroVis06/307-314
conf/vissym/RohligSS16,Detection of Diabetic Neuropathy - Can Visual Analytics Methods Really Help in Practice?,Martin Röhlig::Oliver Stachs::Heidrun Schumann,2016,https://doi.org/10.2312/eurorv3.20161111
conf/vissym/WeberHKDJSH05,Visualization for Validation and Improvement of Three-dimensional Segmentation Algorithms.,Gunther H. Weber::Cris L. Luengo Hendriks::Soile V. E. Keränen::Scott E. Dillard::Derek Y. Ju::Damir Sudar::Bernd Hamann,2005,https://doi.org/10.2312/VisSym/EuroVis05/093-100
conf/vissym/0001GGP18,Pressure-based Vortex Extraction in Cardiac 4D PC-MRI Blood Flow Data.,Benjamin Köhler 0001::Matthias Grothoff::Matthias Gutberlet::Bernhard Preim,2018,https://doi.org/10.2312/eurovisshort.20181071
conf/vissym/RocheD20,Evaluation of Mesh Compression and GPU Ray Casting for Tree Based AMR data in VTK.,Antoine Roche::Jérôme Dubois,2020,https://doi.org/10.2312/eurp.20201115
conf/vissym/VernierCT17,Quantitative Comparison of Treemap Techniques for Time-Dependent Hierarchies.,Eduardo Faccin Vernier::João Luiz Dihl Comba::Alexandru C. Telea,2017,https://doi.org/10.2312/eurp.20171180
conf/vissym/Naik17,Visualization of the Forever 27 Club.,Suchismita Naik,2017,https://doi.org/10.2312/eurp.20171159
conf/vissym/EspadotoVT20,Selecting and Sharing Multidimensional Projection Algorithms: A Practical View.,Mateus Espadoto::Eduardo Faccin Vernier::Alexandru C. Telea,2020,https://doi.org/10.2312/visgap.20201105
conf/vissym/RojoHV20,GaCoVi: a Correlation Visualization to Support Interpretability-Aware Feature Selection for Regression Models.,Diego Rojo::Nyi Nyi Htun::Katrien Verbert,2020,https://doi.org/10.2312/evs.20201060
conf/vissym/DiehlAEBKC18,VisGuides: A Forum for Discussing Visualization Guidelines.,Alexandra Diehl::Alfie Abdul-Rahman::Mennatallah El-Assady::Benjamin Bach::Daniel A. Keim::Min Chen 0001,2018,https://doi.org/10.2312/eurovisshort.20181079
conf/vissym/WileyCBJ04,Ray Casting Curved-Quadratic Elements.,David F. Wiley::Henry R. Childs::Bernd Hamann::Kenneth I. Joy,2004,https://doi.org/10.2312/VisSym/VisSym04/201-210::http://dl.acm.org/citation.cfm?id=2384256
conf/vissym/KarerFH17,The Situation Universe: Visualizing the Semantics of Integrated Data Structures.,Benjamin Karer::Diana Fernández-Prieto::Hans Hagen,2017,https://doi.org/10.2312/eurovisshort.20171153
conf/vissym/AngeliniMSS19,On Quality Indicators for Progressive Visual Analytics.,Marco Angelini::Thorsten May::Giuseppe Santucci::Hans-Jörg Schulz,2019,https://doi.org/10.2312/eurova.20191120
conf/vissym/RenVM17,"'Them again?"" Dynamic Communities in the Media.",Haolin Ren::Marie-Luce Viaud::Guy Melançon,2017,https://doi.org/10.2312/eurp.20171173
conf/vissym/DanielovaJGH19,Interactive 3D Visualizations of Laser Plasma Experiments on the Web and in VR.,Mariana Danielová::Pavel Janecka::Jakub Grosz::Ales Holý,2019,https://doi.org/10.2312/eurp.20191145
conf/vissym/KrugerTHPHS05,Interactive Visualization for Neck-Dissection Planning.,Arno Krüger::Christian Tietjen::Jana Hintze::Bernhard Preim::Ilka Hertel::Gero Strauß,2005,https://doi.org/10.2312/VisSym/EuroVis05/295-302
conf/vissym/BajajIKP99,Parallel Ray Casting of Visible Human on Distributed Memory Architectures.,Chandrajit Bajaj::Insung Ihm::Gee Bum Koo::Sanghun Park,1999,https://doi.org/10.1007/978-3-7091-6803-5_26::https://doi.org/10.2312/vissym19991015
conf/vissym/LawonnGP14,Coherent View-Dependent Streamlines for Understanding Blood Flow.,Kai Lawonn::Tobias Günther::Bernhard Preim,2014,https://doi.org/10.2312/eurovisshort.20141151
conf/vissym/Freire15,Reproducibility Made Easy.,Juliana Freire,2015,https://doi.org/10.2312/eurorv3.20151143
conf/vissym/JentnerEGK17,Feature Alignment for the Analysis of Verbatim Text Transcripts.,Wolfgang Jentner::Mennatallah El-Assady::Bela Gipp::Daniel A. Keim,2017,https://doi.org/10.2312/eurova.20171113
conf/vissym/SantosB02,Visualizing and Investigating Multidimensional Functions.,Selan R. dos Santos::Ken W. Brodlie,2002,https://doi.org/10.2312/VisSym/VisSym02/173-182
conf/vissym/HaoDKS07,Multi-Resolution Techniques for Visual Exploration of Large Time-Series Data.,Ming C. Hao::Umeshwar Dayal::Daniel A. Keim::Tobias Schreck,2007,https://doi.org/10.2312/VisSym/EuroVis07/027-034
conf/vissym/LeeSY19,A Study on Reflecting User's Emotions Using a Painterly Rendering System.,Junghyun Lee::Sanghyun Seo::Kyunghyun Yoon,2019,https://doi.org/10.2312/eurp.20191146
conf/vissym/GriffinADGPSSUK22,ANARI: ANAlytic Rendering Interface.,Kevin S. Griffin::Jefferson Amstutz::David E. DeMarle::Johannes Günther 0001::Jakob Progsch::William R. Sherman::John E. Stone::Will Usher 0001::Kees van Kooten,2022,https://doi.org/10.2312/evp.20221126
conf/vissym/SmucSMW15,Should we Dream the Impossible Dream of Reproducibility in Visual Analytics Evaluation?,Michael Smuc::Günther Schreder::Eva Mayr::Florian Windhager,2015,https://doi.org/10.2312/eurorv3.20151148
conf/vissym/LuAZW23,Project iMuse: an Interactive Visualizer of Lyrical Sentiment.,Anna Lu::Jack Anstey::Zack Zhang::Ruohe Wang,2023,https://doi.org/10.2312/evp.20231066
conf/vissym/SteinparzHS23,Visualizing Pairwise Feature Interactions in Neural Additive Models.,Christian Alexander Steinparz::Andreas P. Hinterreiter::Marc Streit,2023,https://doi.org/10.2312/evp.20231077
conf/vissym/EspadotoRHHT19,Deep Learning Inverse Multidimensional Projections.,Mateus Espadoto::Francisco Caio Maia Rodrigues::Nina S. T. Hirata::Roberto Hirata Jr.::Alexandru C. Telea,2019,https://doi.org/10.2312/eurova.20191118
conf/vissym/HaoKDS05,VisBiz: A Business Process Visualization Case Study.,Ming C. Hao::Daniel A. Keim::Umeshwar Dayal::Jörn Schneidewind,2005,https://doi.org/10.2312/VisSym/EuroVis05/109-116
conf/vissym/SadarjoenP99,Geometric Methods for Vortex Extraction.,I. Ari Sadarjoen::Frits H. Post,1999,https://doi.org/10.1007/978-3-7091-6803-5_6::https://doi.org/10.2312/vissym19991010
conf/vissym/WalkerGJL12,"Visualization of Large, Time-Dependent, Abstract Data with Integrated Spherical and Parallel Coordinates.",James S. Walker::Zhao Geng::Mark W. Jones 0001::Robert S. Laramee,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/043-047
conf/vissym/KucherPK18,Visual Analysis of Sentiment and Stance in Social Media Texts.,Kostiantyn Kucher::Carita Paradis::Andreas Kerren,2018,https://doi.org/10.2312/eurp.20181127
conf/vissym/HeulotAF13,ProxiLens: Interactive Exploration of High-Dimensional Data using Projections.,Nicolas Heulot::Michaël Aupetit 0001::Jean-Daniel Fekete,2013,https://doi.org/10.2312/PE.VAMP.VAMP2013.011-015
conf/vissym/LiuFL01,Progressive View-Dependent Isosurface Propagation.,Zhiyan Liu::Adam Finkelstein::Kai Li 0001,2001,https://doi.org/10.1007/978-3-7091-6215-6_24::https://doi.org/10.2312/VisSym/VisSym01/223-233
conf/vissym/LiuMWBP15,Visualizing High-Dimensional Data: Advances in the Past Decade.,Shusen Liu 0001::Dan Maljovec::Bei Wang 0001::Peer-Timo Bremer::Valerio Pascucci,2015,https://doi.org/10.2312/eurovisstar.20151115
conf/vissym/BaumgartnerED07,Dimensional Congruence for Interactive Visual Data Mining and Knowledge Discovery.,Sebastian Baumgärtner::Achim Ebert::Matthias Deller,2007,https://doi.org/10.2312/VisSym/EuroVis07/099-106
conf/vissym/WartellKWRF03,"Rendering Vector Data over Global, Multiresolution 3D Terrain.",Zachary Wartell::Eunjung Kang::Tony Wasilewski::William Ribarsky::Nickolas Faust,2003,https://doi.org/10.2312/VisSym/VisSym03/213-222::http://dl.acm.org/citation.cfm?id=769946
conf/vissym/PintoF07,Design of Multi-dimensional Transfer Functions Using Dimensional Reduction.,Francisco de Moura Pinto::Carla M. D. S. Freitas,2007,https://doi.org/10.2312/VisSym/EuroVis07/131-138
conf/vissym/ChandlerBJ16,Analysis of Error in Interpolation-Based Pathline Tracing.,Jennifer Chandler::Roxana Bujack::Kenneth I. Joy,2016,https://doi.org/10.2312/eurovisshort.20161152
conf/vissym/AlsallakhBGMEAT14,A Visual Analytics Approach to Segmenting and Labeling Multivariate Time Series Data.,Bilal Alsallakh::Markus Bögl::Theresia Gschwandtner::Silvia Miksch::Bilal Esmael::Arghad Arnaout::Gerhard Thonhauser::Philipp Zöllner,2014,https://doi.org/10.2312/eurova.20141142
conf/vissym/WareK22,Evaluating Countable Texture Elements to Represent Bathymetric Uncertainty.,Colin Ware::Christos Kastrisios,2022,https://doi.org/10.2312/evs.20221084
conf/vissym/SoancatlGLMR16,Visual Data Exploration for Balance Quantification During Exergaming.,Venustiano Soancatl::Jasper J. van de Gronde::C. J. C. Lamoth::Natasha M. Maurits::Jos B. T. M. Roerdink,2016,https://doi.org/10.2312/eurp.20161133
conf/vissym/AllainTD19,Towards a WHAT-WHY-HOW Taxonomy of Trajectories in Visualization Research.,Kevin Allain::Cagatay Turkay::Jason Dykes,2019,https://doi.org/10.2312/eurp.20191132
conf/vissym/AsokarajanEAHW16,Visualization of Latin Textual Variants using a Pixel-Based Text Analysis Tool.,Bharathi Asokarajan::Ronak Etemadpour::June Abbas::Samuel J. Huskey::Chris E. Weaver,2016,https://doi.org/10.2312/eurova.20161119
conf/vissym/ReinaE04,Volume Visualization and Visual Queries for Large High-Dimensional Datasets.,Guido Reina::Thomas Ertl,2004,https://doi.org/10.2312/VisSym/VisSym04/255-260::http://dl.acm.org/citation.cfm?id=2384264
conf/vissym/TakT14,Color and Uncertainty: It is not always Black and White.,Susanne Tak::Alexander Toet,2014,https://doi.org/10.2312/eurovisshort.20141157
conf/vissym/WeissW21,Analytic Ray Splitting for Controlled Precision DVR.,Sebastian Weiss::Rüdiger Westermann,2021,https://doi.org/10.2312/evs.20211051
conf/vissym/EngeRIHA22,Towards Multimodal Exploratory Data Analysis: SoniScope as a Prototypical Implementation.,Kajetan Enge::Alexander Rind::Michael Iber::Robert Höldrich::Wolfgang Aigner,2022,https://doi.org/10.2312/evs.20221095
conf/vissym/DangNP19,WordStream: Interactive Visualization for Topic Evolution.,Tommy Dang::Huyen N. Nguyen::Vung Pham,2019,https://doi.org/10.2312/evs.20191178
conf/vissym/MatkovicWSB12,Interactive Visual Analysis of Ethological Studies: Getting Insight from Large Ensembles of Animals' Paths.,Kresimir Matkovic::Christiana Winding::Rainer Splechtna::Michael Balka,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/085-089
conf/vissym/WeaverE19,Visualizing Event Sequences as Oscillating Streams.,Chris E. Weaver::Ronak Etemadpour,2019,https://doi.org/10.2312/eurova.20191127
conf/vissym/BludauDT21,Unfolding Edges for Exploring Multivariate Edge Attributes in Graphs.,Mark-Jan Bludau::Marian Dörk::Christian Tominski,2021,https://doi.org/10.2312/evp.20211070
conf/vissym/SeoOXKLC24,Designing Born-Accessible Courses in Data Science and Visualization: Challenges and Opportunities of a Remote Curriculum Taught by Blind Instructors to Blind Students.,Jooyoung Seo::Sile O'Modhrain::Yilin Xia::Sanchita S. Kamath::Bongshin Lee::James M. Coughlan,2024,https://doi.org/10.2312/eved.20241053
conf/vissym/ReinaBEHE06,GPU-Based Hyperstreamlines for Diffusion Tensor Imaging.,Guido Reina::Katrin Bidmon::Frank Enders::Peter Hastreiter::Thomas Ertl,2006,https://doi.org/10.2312/VisSym/EuroVis06/035-042
conf/vissym/LangbeinSEH13,B: 3D - Visualize Land-use Plans Interactively.,Max Langbein::Inga Scheler::Achim Ebert::Hans Hagen,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.037-041
conf/vissym/HumayounB22,Chord2DS: An Extension to Chord Diagram to Show Data Elements from Two Heterogeneous Data Sources.,Shah Rukh Humayoun::Likhitha Brahmadevara,2022,https://doi.org/10.2312/evp.20221137
conf/vissym/ScheibelWBD21,Algorithmic Improvements on Hilbert and Moore Treemaps for Visualization of Large Tree-structured Datasets.,Willy Scheibel::Christopher Weyand::Joseph Bethge::Jürgen Döllner,2021,https://doi.org/10.2312/evs.20211065
conf/vissym/BalzerNDL04,Software Landscapes: Visualizing the Structure of Large Software Systems.,Michael Balzer::Andreas Noack 0001::Oliver Deussen::Claus Lewerentz,2004,https://doi.org/10.2312/VisSym/VisSym04/261-266::http://dl.acm.org/citation.cfm?id=2384265
conf/vissym/BertoneLTAM10,Does Jason Bourne need Visual Analytics to catch the Jackal?,Alessio Bertone::Tim Lammarsch::Thomas Turic::Wolfgang Aigner::Silvia Miksch,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/061-067
conf/vissym/PhamMMH12,The Effects of Visualization Feedback on Promoting Health Goal Progress in Older Adults.,Tuan Pham::Shannon Mejía::Ronald A. Metoyer::Karen Hooker,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/091-095
conf/vissym/NeophytouM03,Post-convolved Splatting.,Neophytos Neophytou::Klaus Mueller 0001,2003,https://doi.org/10.2312/VisSym/VisSym03/223-230::http://dl.acm.org/citation.cfm?id=769947
conf/vissym/JeanACHFS15,Visualizing Category-Specific Changes in Oblique Photographs of Mountain Landscapes.,Frédéric Jean::Alexandra Branzan Albu::David W. Capson::Eric Higgs::Jason T. Fisher::Brian M. Starzomski,2015,https://doi.org/10.2312/envirvis.20151094
conf/vissym/HummelBJG16,Error Estimates for Lagrangian Flow Field Representations.,Mathias Hummel::Roxana Bujack::Kenneth I. Joy::Christoph Garth,2016,https://doi.org/10.2312/eurovisshort.20161153
conf/vissym/TeleaW01,Visualization of Generalized Voronoi Diagrams.,Alexandru C. Telea::Jarke J. van Wijk,2001,https://doi.org/10.1007/978-3-7091-6215-6_18::https://doi.org/10.2312/VisSym/VisSym01/165-174
conf/vissym/HutchinsonSJM23,Towards Visualisation Specifications from Multilingual Natural Language Queries using Large Language Models.,Maeve Hutchinson::Aidan Slingsby::Radu Jianu::Pranava Madhyastha,2023,https://doi.org/10.2312/evp.20231072
conf/vissym/ChlanR04,A Botanically Inspired High-Dimensional Visualization with Multivariate Glyphs.,Eleanor Boyle Chlan::Penny Rheingans,2004,https://doi.org/10.2312/VisSym/VisSym04/231-236::http://dl.acm.org/citation.cfm?id=2384260
conf/vissym/BechtoldASM19,Interactive Pattern Analysis of Multiple T-Maze Data.,Fabrizia Bechtold::Hrvoje Abraham::Rainer Splechtna::Kresimir Matkovic,2019,https://doi.org/10.2312/eurova.20191125
