"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"In this paper, we examine whether or not information theory can be one of the theoretic frameworks for visualization. We formulate concepts and measurements for qualifying visual information. We illustrate these concepts with examples that manifest the intrinsic and implicit use of information theory in many existing visualization techniques. We outline the broad correlation between visualization and the major applications of information theory, while pointing out the difference in emphasis and some technical gaps. Our study provides compelling evidence that information theory can explain a significant number of phenomena or events in visualization, while no example has been found which is fundamentally in conflict with information theory. We also notice that the emphasis of some traditional applications of information theory, such as data compression or data communication, may not always suit visualization, as the former typically focuses on the efficient throughput of a communication channel, whilst the latter focuses on the effectiveness in aiding the perceptual and cognitive process for data understanding and knowledge discovery. These findings suggest that further theoretic developments are necessary for adopting and adapting information theory for visualization.","https://ieeexplore.ieee.org/document/5613460/","LOCKED","5613460","Swansea University","https://ieeexplore.ieee.org/author/37280982800","1","Min Chen","37280982800","Ruprecht-Karls-University Heidelberg","","2","Heike Jäenicke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","0","Journals","10.1109/TVCG.2010.132","1215","https://ieeexplore.ieee.org/document/5613460/","Information theory","theory of visualization","quantitative evaluation","","","","","","","Data visualization","Visualization","Encoding","Entropy","Pixel","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613460","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","83","1206","An Information-theoretic Framework for Visualization","16"
"","https://ieeexplore.ieee.org/document/5613510/","EPHEMERA","5613510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.165","xxxi","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613510","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","84","xxxi","IEEE Computer Society Jobs Board","16"
"","https://ieeexplore.ieee.org/document/5613418/","EPHEMERA","5613418","INRIA","https://ieeexplore.ieee.org/author/37268023800","1","Thomas Ertl","37268023800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.178","x","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613418","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","85","x","Message from the Editor-in-Chief","16"
"","","EPHEMERA","5613423","University of California, Santa Barbara","","1","Mary Hegarty","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.220","xxiv","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613423","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","86","xxiv","VisWeek Keynote Address","16"
"This index covers all technical items - papers, correspondence, reviews, etc. - that appeared in this periodical during the year, and items from previous years that were commented upon or corrected in this year. Departments and other items may also be covered if they have been judged to have archival value. The Author Index contains the primary entry for each item, listed under the first author's name. The primary entry includes the coauthors' names, the title of the paper or other item, and its location, specified by the publication abbreviation, year, month, and inclusive pagination. The Subject Index contains entries describing the item under all appropriate subject headings, plus the first author's name, the publication abbreviation, month, and year, and inclusive pages. Note that the item title is found only under the primary entry in the Author Index.","","EPHEMERA","5613508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.135","xxviii","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613508","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","87","xxvii","Author Index and Cover Image Credits","16"
"Provides a listing of current staff, committee members and society officers.","","EPHEMERA","5613512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.143","c4","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613512","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","88","c4","[Back cover]","16"
"Provides a listing of current committee members and society officers.","","EPHEMERA","5613416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.141","c2","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613416","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","89","c2","[Inside front cover]","16"
"Recounts the career and contributions of James (Jim) Joseph Thomas.","","EPHEMERA","5613420","","https://ieeexplore.ieee.org/author/37604974900","1","David S Ebert","37604974900","","https://ieeexplore.ieee.org/author/37278563100","2","John Dill","37278563100","","https://ieeexplore.ieee.org/author/37394870000","3","David J. Kasik","37394870000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","Journals","10.1109/TVCG.2010.167","xxi","","","","","","","","","","","Obituaries","Thomas, James Joseph ","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613420","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","90","xxi","In Memoriam: Illuminating Our Paths - James (Jim) Joseph Thomas","16"
"","","EPHEMERA","5613422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.204","xxiii","","","","","","","","","","","Award","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613422","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","91","xxiii","The 2010 Visualization Techinal Achievement Award","16"
"","","EPHEMERA","5613507","The Johns Hopkins University","https://ieeexplore.ieee.org/author/37294404700","1","Alexander S. Szalay","37294404700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.219","xxvi","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613507","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","92","xxv","VisWeek Capstone Address","16"
"Provides instructions and guidelines to prospective authors who wish to submit manuscripts.","","EPHEMERA","5613511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.142","c3","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613511","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","93","c3","TVCG Information for authors","16"
"Advertisement: Free 30-Day Trial of the IEEE Computer Society Digital Library.","","EPHEMERA","5613509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.158","xxx","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613509","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","94","xxx","Free 30-Day Trial of the IEEE Computer Society Digital Library [advertisement]","16"
"Presents the front cover/table of contents for this issue of the periodical.","","EPHEMERA","5613415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2010.140","c1","","","","","","","","","","","","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613415","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","95","c1","[Front cover]","16"
