"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorAffiliations_authorAffiliation_1","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume"
"Video storyboard, which is a form of video visualization, summarizes the major events in a video using illustrative visualization. There are three main technical challenges in creating a video storyboard, (a) event classification, (b) event selection and (c) event illustration. Among these challenges, (a) is highly application-dependent and requires a significant amount of application specific semantics to be encoded in a system or manually specified by users. This paper focuses on challenges (b) and (c). In particular, we present a framework for hierarchical event representation, and an importance-based selection algorithm for supporting the creation of a video storyboard from a video. We consider the storyboard to be an event summarization for the whole video, whilst each individual illustration on the board is also an event summarization but for a smaller time window. We utilized a 3D visualization template for depicting and annotating events in illustrations. To demonstrate the concepts and algorithms developed, we use Snooker video visualization as a case study, because it has a concrete and agreeable set of semantic definitions for events and can make use of existing techniques of event detection and 3D reconstruction in a reliable manner. Nevertheless, most of our concepts and algorithms developed for challenges (b) and (c) can be applied to other application areas.","https://ieeexplore.ieee.org/document/6064937/","LOCKED","6064937","Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK","","Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK","","https://ieeexplore.ieee.org/author/38030607100","1","Matthew L. Parry","38030607100","Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK","Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK","","https://ieeexplore.ieee.org/author/38026705600","2","Philip A. Legg","38026705600","Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK","Department of Computer Science, the College of Science, and the College of Engineering, Swansea University, UK","https://ieeexplore.ieee.org/author/38022083900","3","David H.S. Chung","38022083900","Department of Sports Science, the College of Engineering, Swansea University, UK","Department of Sports Science, the College of Engineering, Swansea University, UK","https://ieeexplore.ieee.org/author/38017014600","4","Iwan W. Griffiths","38017014600","Swansea University, UK","Swansea University, UK","Oxford e-Research Centre, University of Oxford, UK","https://ieeexplore.ieee.org/author/37280982800","5","Min Chen","37280982800","","","","","","","","","","","","","","","","","","","","","","","","","","28","0","Journals","10.1109/TVCG.2011.208","763","1756","https://ieeexplore.ieee.org/document/6064937/","Multimedia visualization","Time series data","Illustrative visualization.","","","","","","","Multimedia communication","Data visualization","Semantics","Context","Three dimensional displays","Time series analysis","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064937","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","11","1747","Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization","17"
"As microscopes have a very shallow depth of field, Z-stacks (i.e. sets of images shot at different focal planes) are often acquired to fully capture a thick sample. Such stacks are viewed by users by navigating them through the mouse wheel. We propose a new technique of visualizing 3D point, line or area markers in such focus stacks, by displaying them with a depth-dependent defocus, simulating the microscope's optics; this leverages on the microscopists' ability to continuously twiddle focus, while implicitly performing a shape-from-focus reconstruction of the 3D structure of the sample. User studies confirm that the approach is effective, and can complement more traditional techniques such as color-based cues. We provide two implementations, one of which computes defocus in real time on the GPU, and examples of their application.","https://ieeexplore.ieee.org/document/6064938/","LOCKED","6064938","Dalle Molle Institute for Artificial Ingelligence (IDSIA) and SUPSI, Lugano, Switzerland","","Dalle Molle Institute for Artificial Ingelligence (IDSIA) and SUPSI, Lugano, Switzerland","","https://ieeexplore.ieee.org/author/38498058400","1","Alessandro Giusti","38498058400","Joint Research Centre of the European Commission, Ispra, Italy","Joint Research Centre of the European Commission, Ispra, Italy","","https://ieeexplore.ieee.org/author/37591225000","2","Pierluigi Taddei","37591225000","International Institute for Reproductive Medicine, Lugano, Switzerland","International Institute for Reproductive Medicine, Lugano, Switzerland","https://ieeexplore.ieee.org/author/37972936000","3","Giorgio Corani","37972936000","Dalle Molle Institute for Artificial Ingelligence (IDSIA) and SUPSI, Lugano, Switzerland","Dalle Molle Institute for Artificial Ingelligence (IDSIA) and SUPSI, Lugano, Switzerland","https://ieeexplore.ieee.org/author/37270036000","4","Luca Gambardella","37270036000","Dalle Molle Institute for Artificial Ingelligence (IDSIA) and SUPSI, Lugano, Switzerland","Dalle Molle Institute for Artificial Ingelligence (IDSIA) and SUPSI, Lugano, Switzerland","","https://ieeexplore.ieee.org/author/37988921000","5","Cristina Magli","37988921000","SISMeR, Italy","SISMeR, Italy","","https://ieeexplore.ieee.org/author/37972814500","6","Luca Gianaroli","37972814500","","","","","","","","","","","","","","","","","","","4","3","Journals","10.1109/TVCG.2011.168","528","1764","https://ieeexplore.ieee.org/document/6064938/","Depth of field","Microscopy","Focus stacks.","","","","","","","Microscopy","Three dimensional displays","Data visualization","Optical microscopy","Image color analysis","Image segmentation","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064938","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","12","1757","Artificial Defocus for Displaying Markers in Microscopy Z-Stacks","17"
"Area-preserving maps are found across a wide range of scientific and engineering problems. Their study is made challenging by the significant computational effort typically required for their inspection but more fundamentally by the fractal complexity of salient structures. The visual inspection of these maps reveals a remarkable topological picture consisting of fixed (or periodic) points embedded in so-called island chains, invariant manifolds, and regions of ergodic behavior. This paper is concerned with the effective visualization and precise topological analysis of area-preserving maps with two degrees of freedom from numerical or analytical data. Specifically, a method is presented for the automatic extraction and characterization of fixed points and the computation of their invariant manifolds, also known as separatrices, to yield a complete picture of the structures present within the scale and complexity bounds selected by the user. This general approach offers a significant improvement over the visual representations that are so far available for area-preserving maps. The technique is demonstrated on a numerical simulation of magnetic confinement in a fusion reactor.","https://ieeexplore.ieee.org/document/6064939/","LOCKED","6064939","Purdue University, USA","","Purdue University, USA","","https://ieeexplore.ieee.org/author/37282575100","1","Xavier Tricoche","37282575100","University of Kaiserslautern, Germany","University of Kaiserslautern, Germany","University of California, Davis, USA","https://ieeexplore.ieee.org/author/37282573700","2","Christoph Garth","37282573700","SCI Institute, University of Utah, USA","SCI Institute, University of Utah, USA","https://ieeexplore.ieee.org/author/37283733200","3","Allen Sanderson","37283733200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0","Journals","10.1109/TVCG.2011.254","498","1774","https://ieeexplore.ieee.org/document/6064939/","Poincaré map","dynamical systems","topology","chaos","area-preserving maps","invariant manifolds.","","","","Manifolds","Topology","Data visualization","Chaos theory","Fusion reactors","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064939","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","13","1765","Visualization of Topological Structures in Area-Preserving Maps","17"
"Medical imaging plays a central role in a vast range of healthcare practices. The usefulness of 3D visualizations has been demonstrated for many types of treatment planning. Nevertheless, full access to 3D renderings outside of the radiology department is still scarce even for many image-centric specialties. Our work stems from the hypothesis that this under-utilization is partly due to existing visualization systems not taking the prerequisites of this application domain fully into account. We have developed a medical visualization table intended to better fit the clinical reality. The overall design goals were two-fold: similarity to a real physical situation and a very low learning threshold. This paper describes the development of the visualization table with focus on key design decisions. The developed features include two novel interaction components for touch tables. A user study including five orthopedic surgeons demonstrates that the system is appropriate and useful for this application domain.","https://ieeexplore.ieee.org/document/6064940/","LOCKED","6064940","Center for Medical Image Science and Visualization, Linköping University, Sweden","","Center for Medical Image Science and Visualization, Linköping University, Sweden","","https://ieeexplore.ieee.org/author/37284209100","1","Claes Lundstrom","37284209100","Interactive Institute, Norrkoping, Sweden","Interactive Institute, Norrkoping, Sweden","","https://ieeexplore.ieee.org/author/38017009700","2","Thomas Rydell","38017009700","C-research, Linköping University, Sweden","C-research, Linköping University, Sweden","https://ieeexplore.ieee.org/author/37546939800","3","Camilla Forsell","37546939800","Center for Medical Image Science and Visualization, Linköping University, Sweden","Center for Medical Image Science and Visualization, Linköping University, Sweden","https://ieeexplore.ieee.org/author/37604521200","4","Anders Persson","37604521200","C-research, Linköping University, Sweden","C-research, Linköping University, Sweden","","https://ieeexplore.ieee.org/author/37284192000","5","Anders Ynnerman","37284192000","","","","","","","","","","","","","","","","","","","","","","","","","","49","2","Journals","10.1109/TVCG.2011.224","1841","1784","https://ieeexplore.ieee.org/document/6064940/","Medical visualization","multitouch","tabletop display","treatment planning.","","","","","","Three dimensional displays","Surgery","Biomedical image processing","Orthopedic surgery","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064940","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","14","1775","Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning","17"
"Because of the ever increasing size of output data from scientific simulations, supercomputers are increasingly relied upon to generate visualizations. One use of supercomputers is to generate field lines from large scale flow fields. When generating field lines in parallel, the vector field is generally decomposed into blocks, which are then assigned to processors. Since various regions of the vector field can have different flow complexity, processors will require varying amounts of computation time to trace their particles, causing load imbalance, and thus limiting the performance speedup. To achieve load-balanced streamline generation, we propose a workload-aware partitioning algorithm to decompose the vector field into partitions with near equal workloads. Since actual workloads are unknown beforehand, we propose a workload estimation algorithm to predict the workload in the local vector field. A graph-based representation of the vector field is employed to generate these estimates. Once the workloads have been estimated, our partitioning algorithm is hierarchically applied to distribute the workload to all partitions. We examine the performance of our workload estimation and workload-aware partitioning algorithm in several timings studies, which demonstrates that by employing these methods, better scalability can be achieved with little overhead.","https://ieeexplore.ieee.org/document/6064941/","LOCKED","6064941","Ohio State University, USA","","Ohio State University, USA","","https://ieeexplore.ieee.org/author/37570501300","1","Boonthanome Nouanesengsy","37570501300","Ohio State University, USA","Ohio State University, USA","","https://ieeexplore.ieee.org/author/37403060100","2","Teng-Yok Lee","37403060100","Ohio State University, USA","Ohio State University, USA","https://ieeexplore.ieee.org/author/37279493500","3","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","0","Journals","10.1109/TVCG.2011.219","720","1794","https://ieeexplore.ieee.org/document/6064941/","Flow visualization","Parallel processing","3D vector field visualization","Streamlines.","","","","","","Partitioning algorithms","Cost function","Mathematical model","","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064941","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","15","1785","Load-Balanced Parallel Streamline Generation on Large Scale Vector Fields","17"
"Direct volume rendering has become a popular method for visualizing volumetric datasets. Even though computers are continually getting faster, it remains a challenge to incorporate sophisticated illumination models into direct volume rendering while maintaining interactive frame rates. In this paper, we present a novel approach for advanced illumination in direct volume rendering based on GPU ray-casting. Our approach features directional soft shadows taking scattering into account, ambient occlusion and color bleeding effects while achieving very competitive frame rates. In particular, multiple dynamic lights and interactive transfer function changes are fully supported. Commonly, direct volume rendering is based on a very simplified discrete version of the original volume rendering integral, including the development of the original exponential extinction into a-blending. In contrast to a-blending forming a product when sampling along a ray, the original exponential extinction coefficient is an integral and its discretization a Riemann sum. The fact that it is a sum can cleverly be exploited to implement volume lighting effects, i.e. soft directional shadows, ambient occlusion and color bleeding. We will show how this can be achieved and how it can be implemented on the GPU.","https://ieeexplore.ieee.org/document/6064942/","LOCKED","6064942","Visualization and MultiMedia Laboratory, Department of Informatics, University of Zürich, Switzerland","","Visualization and MultiMedia Laboratory, Department of Informatics, University of Zürich, Switzerland","","https://ieeexplore.ieee.org/author/38026738000","1","Philipp Schlegel","38026738000","Visualization and MultiMedia Laboratory, Department of Informatics, University of Zürich, Switzerland","Visualization and MultiMedia Laboratory, Department of Informatics, University of Zürich, Switzerland","","https://ieeexplore.ieee.org/author/37085546539","2","Maxim Makhinya","37085546539","Visualization and MultiMedia Laboratory, Department of Informatics, University of Zürich, Switzerland","Visualization and MultiMedia Laboratory, Department of Informatics, University of Zürich, Switzerland","https://ieeexplore.ieee.org/author/37282193800","3","Renato Pajarola","37282193800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","0","Journals","10.1109/TVCG.2011.198","1019","1802","https://ieeexplore.ieee.org/document/6064942/","Volume Rendering","Shadows","Ambient Occlusion","GPU Ray-Casting","Exponential Extinction.","","","","","Rendering (computer graphics)","Light sources","Scattering","Image color analysis","Graphics processing unit","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064942","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","16","1795","Extinction-Based Shading and Illumination in GPU Volume Ray-Casting","17"
"We present a GPU-based ray-tracing system for the accurate and interactive visualization of cut-surfaces through 3D simulations of physical processes created from spectral/hp high-order finite element methods. When used by the numerical analyst to debug the solver, the ability for the imagery to precisely reflect the data is critical. In practice, the investigator interactively selects from a palette of visualization tools to construct a scene that can answer a query of the data. This is effective as long as the implicit contract of image quality between the individual and the visualization system is upheld. OpenGL rendering of scientific visualizations has worked remarkably well for exploratory visualization for most solver results. This is due to the consistency between the use of first-order representations in the simulation and the linear assumptions inherent in OpenGL (planar fragments and color-space interpolation). Unfortunately, the contract is broken when the solver discretization is of higher-order. There have been attempts to mitigate this through the use of spatial adaptation and/or texture mapping. These methods do a better job of approximating what the imagery should be but are not exact and tend to be view-dependent. This paper introduces new rendering mechanisms that specifically deal with the kinds of native data generated by high-order finite element solvers. The exploratory visualization tools are reassessed and cast in this system with the focus on image accuracy. This is accomplished in a GPU setting to ensure interactivity.","https://ieeexplore.ieee.org/document/6064943/","LOCKED","6064943","School of Computing and the Scientific Computing and Imaging Institute, University of Utah, USA","","School of Computing and the Scientific Computing and Imaging Institute, University of Utah, USA","","https://ieeexplore.ieee.org/author/37557887400","1","Blake Nelson","37557887400","Department of Aeronautics and Astronautics, MIT, USA","Department of Aeronautics and Astronautics, MIT, USA","","https://ieeexplore.ieee.org/author/37275716100","2","Robert M. Kirby","37275716100","School of Computing and the Scientific Computing and Imaging Institute, University of Utah, USA","School of Computing and the Scientific Computing and Imaging Institute, University of Utah, USA","https://ieeexplore.ieee.org/author/37282898700","3","Robert Haimes","37282898700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2011.206","504","1811","https://ieeexplore.ieee.org/document/6064943/","High-order finite elements","spectral/hp elements","cut-plane extraction","GPU-based root-finding","GPU ray-tracing","cutsurface extraction.","","","","Finite element methods","Data visualization","Linear approximation","Tensile stress","Image color analysis","Graphics processing unit","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064943","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","17","1803","GPU-Based Interactive Cut-Surface Extraction From High-Order Finite Element Fields","17"
"Percutaneous radiofrequency ablation (RFA) is becoming a standard minimally invasive clinical procedure for the treatment of liver tumors. However, planning the applicator placement such that the malignant tissue is completely destroyed, is a demanding task that requires considerable experience. In this work, we present a fast GPU-based real-time approximation of the ablation zone incorporating the cooling effect of liver vessels. Weighted distance fields of varying RF applicator types are derived from complex numerical simulations to allow a fast estimation of the ablation zone. Furthermore, the heat-sink effect of the cooling blood flow close to the applicator's electrode is estimated by means of a preprocessed thermal equilibrium representation of the liver parenchyma and blood vessels. Utilizing the graphics card, the weighted distance field incorporating the cooling blood flow is calculated using a modular shader framework, which facilitates the real-time visualization of the ablation zone in projected slice views and in volume rendering. The proposed methods are integrated in our software assistant prototype for planning RFA therapy. The software allows the physician to interactively place virtual RF applicator models. The real-time visualization of the corresponding approximated ablation zone facilitates interactive evaluation of the tumor coverage in order to optimize the applicator's placement such that all cancer cells are destroyed by the ablation.","https://ieeexplore.ieee.org/document/6064944/","LOCKED","6064944","Fraunhofer MEVIS, Germany","","Fraunhofer MEVIS, Germany","","https://ieeexplore.ieee.org/author/38017035400","1","Christian Rieder","38017035400","Fraunhofer MEVIS / CeVis, University of Bremen","Fraunhofer MEVIS / CeVis, University of Bremen","","https://ieeexplore.ieee.org/author/37087415400","2","Tim Kroeger","37087415400","Fraunhofer MEVIS, Germany","Fraunhofer MEVIS, Germany","https://ieeexplore.ieee.org/author/37089038269","3","Christian Schumann","37089038269","Fraunhofer MEVIS, Jacobs University, Bremen, Germany","Fraunhofer MEVIS, Jacobs University, Bremen, Germany","https://ieeexplore.ieee.org/author/37729702200","4","Horst K. Hahn","37729702200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","1","Journals","10.1109/TVCG.2011.207","1135","1821","https://ieeexplore.ieee.org/document/6064944/","Radiofrequency ablation","ablation zone visualization","distance field","volume rendering","GPU","interaction.","","","","Graphics processing unit","Electrodes","Radio frequency","Rendering (computer graphics)","Mathematical model","Ablation","Blood flow","Heat sinks","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064944","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","18","1812","GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation","17"
"We present a new framework for feature-based statistical analysis of large-scale scientific data and demonstrate its effectiveness by analyzing features from Direct Numerical Simulations (DNS) of turbulent combustion. Turbulent flows are ubiquitous and account for transport and mixing processes in combustion, astrophysics, fusion, and climate modeling among other disciplines. They are also characterized by coherent structure or organized motion, i.e. nonlocal entities whose geometrical features can directly impact molecular mixing and reactive processes. While traditional multi-point statistics provide correlative information, they lack nonlocal structural information, and hence, fail to provide mechanistic causality information between organized fluid motion and mixing and reactive processes. Hence, it is of great interest to capture and track flow features and their statistics together with their correlation with relevant scalar quantities, e.g. temperature or species concentrations. In our approach we encode the set of all possible flow features by pre-computing merge trees augmented with attributes, such as statistical moments of various scalar fields, e.g. temperature, as well as length-scales computed via spectral analysis. The computation is performed in an efficient streaming manner in a pre-processing step and results in a collection of meta-data that is orders of magnitude smaller than the original simulation data. This meta-data is sufficient to support a fully flexible and interactive analysis of the features, allowing for arbitrary thresholds, providing per-feature statistics, and creating various global diagnostics such as Cumulative Density Functions (CDFs), histograms, or time-series. We combine the analysis with a rendering of the features in a linked-view browser that enables scientists to interactively explore, visualize, and analyze the equivalent of one terabyte of simulation data. We highlight the utility of this new framework for combustion science; however, it is applicable to many other science domains.","https://ieeexplore.ieee.org/document/6064945/","LOCKED","6064945","Sandia National Laboratories, USA","","Sandia National Laboratories, USA","","https://ieeexplore.ieee.org/author/37551867600","1","Janine C. Bennett","37551867600","Scientific Computing and Imaging Institute, University of Utah, USA","Scientific Computing and Imaging Institute, University of Utah, USA","","https://ieeexplore.ieee.org/author/38028168700","2","Vaidyanathan Krishnamoorthy","38028168700","Scientific Computing and Imaging Institute, University of Utah, USA","Scientific Computing and Imaging Institute, University of Utah, USA","https://ieeexplore.ieee.org/author/38025553600","3","Shusen Liu","38025553600","National Renewable Energy Laboratory, USA","National Renewable Energy Laboratory, USA","https://ieeexplore.ieee.org/author/37394659000","4","Ray W. Grout","37394659000","University of New South Wales, Australia","University of New South Wales, Australia","","https://ieeexplore.ieee.org/author/37299142500","5","Evatt R. Hawkes","37299142500","Sandia National Laboratories, USA","Sandia National Laboratories, USA","","https://ieeexplore.ieee.org/author/37293022400","6","Jacqueline H. Chen","37293022400","Sandia National Laboratories, USA","Sandia National Laboratories, USA","https://ieeexplore.ieee.org/author/37087593710","7","Jason Shepherd","37087593710","Scientific Computing and Imaging Institute, University of Utah, USA","Scientific Computing and Imaging Institute, University of Utah, USA","https://ieeexplore.ieee.org/author/37284312600","8","Valerio Pascucci","37284312600","Lawrence Livermore National Laboratory, USA","Lawrence Livermore National Laboratory, USA","https://ieeexplore.ieee.org/author/37564112000","9","Peer-Timo Bremer","37564112000","32","8","Journals","10.1109/TVCG.2011.199","870","1831","https://ieeexplore.ieee.org/document/6064945/","Topology","Statistics","Data analysis","Data exploration","Visualization in Physical Sciences and Engineering","Multi-variate Data.","","","","Feature extraction","Information analysis","Data mining","Data models","Statistical analysis","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064945","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","19","1822","Feature-Based Statistical Analysis of Combustion Simulation Data","17"
"We present a quasi interpolation framework that attains the optimal approximation-order of Voronoi splines for reconstruction of volumetric data sampled on general lattices. The quasi interpolation framework of Voronoi splines provides an unbiased reconstruction method across various lattices. Therefore this framework allows us to analyze and contrast the sampling-theoretic performance of general lattices, using signal reconstruction, in an unbiased manner. Our quasi interpolation methodology is implemented as an efficient FIR filter that can be applied online or as a preprocessing step. We present visual and numerical experiments that demonstrate the improved accuracy of reconstruction across lattices, using the quasi interpolation framework.","https://ieeexplore.ieee.org/document/6064946/","LOCKED","6064946","University of FLorida","","University of FLorida","","https://ieeexplore.ieee.org/author/37978593500","1","Mahsa Mirzargar","37978593500","University of Florida","University of Florida","","https://ieeexplore.ieee.org/author/37268675600","2","Alireza Entezari","37268675600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","Journals","10.1109/TVCG.2011.230","675","1841","https://ieeexplore.ieee.org/document/6064946/","Voronoi Spline","Quasi Interpolation","Volume Visualization","Box spline.","","","","","","Spline","Interpolation","Convolution","Image reconstruction","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064946","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","20","1832","Quasi Interpolation With Voronoi Splines","17"
"We present topological spines−a new visual representation that preserves the topological and geometric structure of a scalar field. This representation encodes the spatial relationships of the extrema of a scalar field together with the local volume and nesting structure of the surrounding contours. Unlike other topological representations, such as contour trees, our approach preserves the local geometric structure of the scalar field, including structural cycles that are useful for exposing symmetries in the data. To obtain this representation, we describe a novel mechanism based on the extraction of extremum graphs−sparse subsets of the Morse-Smale complex that retain the important structural information without the clutter and occlusion problems that arise from visualizing the entire complex directly. Extremum graphs form a natural multiresolution structure that allows the user to suppress noise and enhance topological features via the specification of a persistence range. Applications of our approach include the visualization of 3D scalar fields without occlusion artifacts, and the exploratory analysis of high-dimensional functions.","https://ieeexplore.ieee.org/document/6064947/","LOCKED","6064947","Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA","","Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA","","https://ieeexplore.ieee.org/author/37282925900","1","Carlos Correa","37282925900","Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA","Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA","","https://ieeexplore.ieee.org/author/37269320000","2","Peter Lindstrom","37269320000","Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA","Center for Applied Scientific Computing (CASC), Lawrence Livermore National Laboratory, USA","https://ieeexplore.ieee.org/author/37564112000","3","Peer-Timo Bremer","37564112000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","0","Journals","10.1109/TVCG.2011.244","1211","1851","https://ieeexplore.ieee.org/document/6064947/","Scalar field topology","topological spine","extremum graph","Morse-Smale complex.","","","","","","Topology","Data visualization","Approximation methods","Manifolds","","","","","20111103","6064926","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6064947","Dec. 2011","2945","IEEE Transactions on Visualization and Computer Graphics","2011","IEEE","21","1842","Topological Spines: A Structure-preserving Visual Representation of Scalar Fields","17"
