"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"This poster abstract presents a scalable information visualization system for mobile devices and desktop systems. It is designed to support the operation and the workflow of wastewater systems. The regarded information data includes general information about buildings and units, process data, occupational safety regulations, work directions and first aid instructions in case of an accident. Technically, the presented framework combines visualization with agent technology in order to automatically scale various visualization types to fit on different platforms like PDAs (Personal Digital Assistants) or Tablet PCs. The implementation is based on but not limited to SQL, JSP, HTML and VRML.","https://ieeexplore.ieee.org/document/1372257/","LOCKED","1372257","German Research Center for Artificial Intelligence","https://ieeexplore.ieee.org/author/37282572400","1","J. Ehret","37282572400","","https://ieeexplore.ieee.org/author/37282550400","2","A. Ebert","37282550400","","https://ieeexplore.ieee.org/author/37282549400","3","L. Schuchardt","37282549400","","https://ieeexplore.ieee.org/author/37282548300","4","H. Steinmetz","37282548300","","https://ieeexplore.ieee.org/author/37282578800","5","H. Hagen","37282578800","","","","","","","","","","","","","","","","","","","","","1","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.19","8p","https://ieeexplore.ieee.org/document/1372257/","Mobile Visualization","Multi Agent Technology","","Environmental Engineering","","","","","","","","Information management","Data visualization","Personal digital assistants","Personal communication networks","Artificial intelligence","HTML","Wastewater treatment","Videos","Displays","Buildings","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372257","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","11","8p","Context-Adaptive Mobile Visualization and Information Management"
"Although there is a remarkable pace in the advance of computational resources and storage for real-time visualization the immensity of the input data continues to outstrip any advances. The task for interactively visualizing such a massive terrain is to render a triangulated mesh using a view-dependent error tolerance, thus intelligently and perceptually managing the scene’s geometric complexity. At any particular instance in time (i.e. displayed frame), this level-of-detail (LOD) terrain surface consists of a mesh composed of hundreds of thousands of dynamically selected triangles. The triangles are selected using the current time-step’s view parameters and the view-dependent error tolerance. Massive terrain data easily exceeds main memory storage capacity such that out-of-core rendering must be performed. This further complicates the triangle selection and terrain rendering owing to tertiary storage’s relatively poor performance.","https://ieeexplore.ieee.org/document/1372261/","LOCKED","1372261","University of California at Irvine","https://ieeexplore.ieee.org/author/37272616700","1","Xiaohong Bao","37272616700","","https://ieeexplore.ieee.org/author/37282193800","2","R. Pajarola","37282193800","","https://ieeexplore.ieee.org/author/37282589400","3","M. Shafae","37282589400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.67","12p","https://ieeexplore.ieee.org/document/1372261/","","","","","","","","","","","","Data visualization","Costs","Computational intelligence","Sorting","Data structures","Testing","Performance evaluation","Spatial resolution","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372261","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","12","12p","Live Range Visibility Constraints for Adaptive Terrain Visualization"
"Computer graphics has be successfully applied to architecture design. There is more demand to new applications. One of them, to be addressed in this work, is the code checking and visualization of the checking results.","https://ieeexplore.ieee.org/document/1372259/","LOCKED","1372259","National University of Singapore and novaCITYNETS Pte. Ltd.","https://ieeexplore.ieee.org/author/37267217400","1","Rong Xu","37267217400","","https://ieeexplore.ieee.org/author/37282575800","2","W. Solihin","37282575800","","https://ieeexplore.ieee.org/author/37275469600","3","Zhiyong Huang","37275469600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.14","10p","https://ieeexplore.ieee.org/document/1372259/","","","","","","","","","","","","Data mining","Buildings","Data visualization","Containers","Design automation","Valves","Computer graphics","Application software","Government","Internet","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372259","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","13","10p","Code Checking and Visualization of an Architecture Design"
"We present a simple yet effective method for modeling of object decomposition under combustion. A separate simulation models the flame production and generates heat from a combustion process, which is used to trigger pyrolysis of the solid object. The decomposition is modeled using level set methods, and can handle complex topological changes. Even with a very simple flame model on a coarse grid, we can achieve a plausible decomposition of the burning object.","https://ieeexplore.ieee.org/document/1372263/","LOCKED","1372263","Texas A&M University","https://ieeexplore.ieee.org/author/37284004900","1","Z. Melek","37284004900","","https://ieeexplore.ieee.org/author/37282588300","2","J. Keyser","37282588300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.71","14p","https://ieeexplore.ieee.org/document/1372263/","physically based modeling","solid object decomposition","","","","","","","","","","Combustion","Solid modeling","Fires","Heat transfer","Fuels","Computational modeling","Visualization","Computer science","Computer graphics","Thermal conductivity","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372263","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","14","14p","Modeling Decomposing Objects under Combustion"
"","https://ieeexplore.ieee.org/document/1372265/","LOCKED","1372265","University of Texas at Austin","https://ieeexplore.ieee.org/author/37284097700","1","R. Reyes","37284097700","","https://ieeexplore.ieee.org/author/37282552900","2","W. Hodges","37282552900","","https://ieeexplore.ieee.org/author/37282571800","3","K. Gaither","37282571800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.124","16p","https://ieeexplore.ieee.org/document/1372265/","","","","","","","","","","","","Evolution (biology)","Computed tomography","Image reconstruction","Phylogeny","Systematics","Data visualization","History","Morphology","X-ray imaging","Reconstruction algorithms","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372265","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","15","16p","Visualizing the Evolution of Horned Lizards Using 3D Morphing Techniques"
"","https://ieeexplore.ieee.org/document/1372267/","LOCKED","1372267","Northern Arizona University","https://ieeexplore.ieee.org/author/37265657600","1","E.C. Wyatt","37265657600","","https://ieeexplore.ieee.org/author/37282553800","2","P. O'Leary","37282553800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.53","18p","https://ieeexplore.ieee.org/document/1372267/","","","","","","","","","","","","Collaboration","Data visualization","Petroleum","Hydrocarbon reservoirs","Collaborative work","Containers","Graphical user interfaces","Computational modeling","Collaborative tools","Resource management","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372267","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","16","18p","Interactive Poster: Grid-Enabled Collaborative Scientific Visualization Environment"
"","https://ieeexplore.ieee.org/document/1372271/","LOCKED","1372271","University of Texas at Austin","https://ieeexplore.ieee.org/author/37269399700","1","G.P. Johnson","37269399700","","https://ieeexplore.ieee.org/author/37282571800","2","K. Gaither","37282571800","","https://ieeexplore.ieee.org/author/37282574300","3","V. Calo","37282574300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.125","22p","https://ieeexplore.ieee.org/document/1372271/","","","","","","","","","","","","Fluctuations","Data visualization","Fluid flow","Computational modeling","Aerospace simulation","Computer displays","Aerospace engineering","Explosions","Turbomachinery","Aerodynamics","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372271","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","17","22p","Visualizing Turbulent Flow"
"","https://ieeexplore.ieee.org/document/1372269/","LOCKED","1372269","Brown University","https://ieeexplore.ieee.org/author/37282607500","1","E. Hueso","37282607500","","https://ieeexplore.ieee.org/author/37282606200","2","I. Pivkin","37282606200","","https://ieeexplore.ieee.org/author/37282605500","3","S. Swartz","37282605500","","https://ieeexplore.ieee.org/author/37275712600","4","D.H. Laidlaw","37275712600","","https://ieeexplore.ieee.org/author/37282605200","5","G. Karniadakis","37282605200","","https://ieeexplore.ieee.org/author/37282604600","6","K. Breuer","37282604600","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.118","20p","https://ieeexplore.ieee.org/document/1372269/","","","","","","","","","","","","Aerospace simulation","Data visualization","Biological system modeling","Packaging","Random access memory","Network servers","Three dimensional displays","Fluid dynamics","Collaborative work","Biomechanics","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372269","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","18","20p","Visualization of Vortices in Simulated Airflow around Bat Wings During Flight"
"The visualization of any vector field is dependent on the relative velocity of the observer. In experimentally generated vector fields, the average value of the streamwise component of the global vector field is typically calculated and subtracted from each vector. We demonstrate that the resulting image, critical points, and vector field features are greatly influenced by the magnitude of the value subtracted from the streamwise velocity.","https://ieeexplore.ieee.org/document/1372273/","LOCKED","1372273","University of Minnesota","https://ieeexplore.ieee.org/author/37282639600","1","T. Urness","37282639600","","https://ieeexplore.ieee.org/author/37282637800","2","V. Interrante","37282637800","","https://ieeexplore.ieee.org/author/37282625600","3","E. Longmire","37282625600","","https://ieeexplore.ieee.org/author/37282626600","4","I. Marusic","37282626600","","https://ieeexplore.ieee.org/author/37282627400","5","B. Ganapathisubramani","37282627400","","","","","","","","","","","","","","","","","","","","","1","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.54","24p","https://ieeexplore.ieee.org/document/1372273/","flow visualization","texture","","","","","","","","","","Streaming media","Visualization","Animation","Java","Computer science","Velocity measurement","Particle measurements","Image texture analysis","Convolution","Fluid dynamics","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372273","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","19","24p","Interactive Poster: Illustrating Different Convection Velocities of Turbulent Flow"
"","https://ieeexplore.ieee.org/document/1372275/","LOCKED","1372275","National University of Singapore","https://ieeexplore.ieee.org/author/37275011600","1","Hang Yu","37275011600","","https://ieeexplore.ieee.org/author/37274693600","2","Ee-Chien Chang","37274693600","","https://ieeexplore.ieee.org/author/37275469600","3","Zhiyong Huang","37275469600","","https://ieeexplore.ieee.org/author/37280345200","4","Zhijian Zheng","37280345200","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.31","26p","https://ieeexplore.ieee.org/document/1372275/","","","","","","","","","","","","Wavelet domain","Rendering (computer graphics)","Data visualization","Image reconstruction","Image communication","Video compression","Image coding","Distributed computing","Acceleration","Wavelet transforms","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372275","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","20","26p","Fast Rendering of Foveated Volume in the Wavelet Domain"
"Summary form only given. The human visual system is the result of evolution by natural selection and hence its design must incorporate detailed knowledge of the physical properties of the natural environment. This is an obvious statement, but the scientific community has been slow to take it seriously. Only recently has there been an increased effort to directly measure the statistical properties of natural scenes and compare them to the design and performance of the human visual system. This work describes some recent studies of the chromatic and geometrical properties of natural materials and natural images, as well as some perceptual and physiological studies designed to test how those physical properties are related to human perceptual mechanisms.","https://ieeexplore.ieee.org/document/1372171/","LOCKED","1372171","Dept. of Psychol., Texas Univ., Austin, TX, USA","https://ieeexplore.ieee.org/author/37282736800","1","W.S. Geisler","37282736800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.61","","https://ieeexplore.ieee.org/document/1372171/","","","","","","","","","","","","Visual system","Computational geometry","Statistics","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372171","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","21","xviii","The human visual system: how is its design related to the physics of the natural environment?"
"","https://ieeexplore.ieee.org/document/1372277/","LOCKED","1372277","Brown University","https://ieeexplore.ieee.org/author/37277708500","1","Song Zhang","37277708500","","https://ieeexplore.ieee.org/author/37275712600","2","D.H. Laidlaw","37275712600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.26","28p","https://ieeexplore.ieee.org/document/1372277/","","","","","","","","","","","","Diffusion tensor imaging","Clustering algorithms","Anisotropic magnetoresistance","Computer science","Nerve fibers","Labeling","Humans","Protocols","Sampling methods","Streaming media","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372277","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","22","28p","DTI Fiber Clustering in the Whole Brain"
"Coronary heart disease (CHD) is the number one killer in the United States. Although it is well known that CHD mainly occurs due to blocked arteries, there are contradictory results from studies designed to identify basic causes for this common disease is. To find out more about the true reason for CHD, virtual models can be employed to better understand the way the heart functions. With such a model, scientists and surgeons are able to analyze the effects of different treatment options, and ultimately find more suited ways to prevent coronary heart diseases. To investigate a given model, appropriate navigation methods are required, including suitable input devices. For the visualization, graphics cards originally designed for gaming applications are used; so, it is a just natural transition to adapt gaming input devices to a visualization system for controlling of the navigation. These devices are usually well designed with respect to ergonomics and durability, yielding more degrees of freedom in steering than two-dimensional input devices, such as desktop mice. This poster describes a visualization system that provides the user with advanced control devices for navigation enabling interactive exploration of the model. Force-feedback and sound effects provide additional cues.","https://ieeexplore.ieee.org/document/1372281/","LOCKED","1372281","University of California at Irvine","https://ieeexplore.ieee.org/author/37282584400","1","T. Wischgoll","37282584400","","https://ieeexplore.ieee.org/author/37267820900","2","E. Moritz","37267820900","","https://ieeexplore.ieee.org/author/37279771900","3","J. Meyer","37279771900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.33","32p","https://ieeexplore.ieee.org/document/1372281/","","","","","","","","","","","","Navigation","Visualization","Cardiac disease","Arteries","Cardiovascular diseases","Heart","Surgery","Graphics","Control systems","Ergonomics","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372281","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","23","32p","Force-Feedback-Enhanced Navigation for Interactive Visualization of Coronary Vessels"
"","https://ieeexplore.ieee.org/document/1372279/","LOCKED","1372279","University of Wisconsin-Madison","https://ieeexplore.ieee.org/author/37282585700","1","M. Gleicher","37282585700","","https://ieeexplore.ieee.org/author/37282584600","2","T. Brunet","37282584600","","https://ieeexplore.ieee.org/author/37268470700","3","E. Nowak","37268470700","","https://ieeexplore.ieee.org/author/37282580800","4","L. Osten","37282580800","","https://ieeexplore.ieee.org/author/37282579400","5","M. McElwee","37282579400","","https://ieeexplore.ieee.org/author/37282581800","6","K. Tanty","37282581800","","https://ieeexplore.ieee.org/author/37282581200","7","A. Gepner","37282581200","","https://ieeexplore.ieee.org/author/37282581400","8","G. Lahvis","37282581400","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.11","30p","https://ieeexplore.ieee.org/document/1372279/","","","","","","","","","","","","High-resolution imaging","Image resolution","Mice","Microscopy","Pixel","Data visualization","Protocols","Magnetic resonance imaging","Computed tomography","Surgery","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372279","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","24","30p","Capillary Histology Imagery Visualization and Exploration"
"We present a novel method to encode four data channels in a volumetric data set, and render it at interactive frame rates with maximum intensity projection (MIP) using textured polygons. The first three channels are stored in the volume texture’s red, green, and blue components. The fourth channel is stored in the alpha channel. To achieve real-time rendering speed we are using a pixel shader.","https://ieeexplore.ieee.org/document/1372283/","LOCKED","1372283","Brown University","https://ieeexplore.ieee.org/author/37271119000","1","J.P. Schulze","37271119000","","https://ieeexplore.ieee.org/author/37282594800","2","A. Rice","37282594800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.89","34p","https://ieeexplore.ieee.org/document/1372283/","","","","","","","","","","","","Rendering (computer graphics)","Microscopy","Pixel","Biological information theory","Image reconstruction","Computer science","Collaborative work","Image generation","Fluorescence","Collaboration","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372283","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","25","34p","Real-Time Volume Rendering of Four Channel Data Sets"
"","https://ieeexplore.ieee.org/document/1372250/","LOCKED","1372250","Hewlett Packard Research Laboratories","https://ieeexplore.ieee.org/author/37274264300","1","Ming C. Hao","37274264300","","https://ieeexplore.ieee.org/author/37283138700","2","D.A. Keim","37283138700","","https://ieeexplore.ieee.org/author/37275646700","3","U. Dayal","37275646700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.109","1p","https://ieeexplore.ieee.org/document/1372250/","","","","","","","","","","","","Data visualization","Region 6","Data analysis","Region 2","Laboratories","Information analysis","Credit cards","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372250","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","26","1p","VisBiz: A Simplified Visualization of Business Operation"
"The automotive industry demands visual support for the verification of the quality of their products from the design phase to the manufacturing phase. This implies the need of tools for measurement planning, programming measuring devices, managing measurement data, and the visual exploration of the measurement results. To improve the quality control throughout the whole process chain an integration of such tools in a platform independent framework is crucial. We present eMMA (enhanced Measure Management Application), a client/server system integrating measurement planning, data management, and straightforward as well as sophisticated visual exploration tools in a single framework.","https://ieeexplore.ieee.org/document/1372252/","LOCKED","1372252","DFKI GmbH","https://ieeexplore.ieee.org/author/37282578800","1","H. Hagen","37282578800","","https://ieeexplore.ieee.org/author/37282577900","2","A. Disch","37282577900","","https://ieeexplore.ieee.org/author/37086890374","3","J. Ehret","37086890374","","https://ieeexplore.ieee.org/author/37271619500","4","R. Klein","37271619500","","https://ieeexplore.ieee.org/author/37086891084","5","S. Kohn","37086891084","","https://ieeexplore.ieee.org/author/38298874700","6","D. Zeckzer","38298874700","","https://ieeexplore.ieee.org/author/37085972587","7","M. Munchhofen","37085972587","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.111","3p","https://ieeexplore.ieee.org/document/1372252/","","","","","","","","","","","","Inspection","Quality control","Automotive engineering","Coordinate measuring machines","Current measurement","Quality management","Algorithm design and analysis","Mechanical variables measurement","Manufacturing industries","Product design","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372252","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","27","3p","Visual Inspection Methods for Quality Control in Automotive Engineering"
"The purpose of visualization is not just to depict data, but to gain or present insight into the domain represented in data. However in visualization systems, this link between features in the data and the meaning of those features is often missing or implicit. It is assumed that the user, through looking at the output, will close the loop between representation and insight. An alternative is to view visualization tools as interfaces between data and insight, and to enrich this interface with capabilities linked to users’ conceptual models of the data. Preliminary work has been carried out to develop such an interface as a modular component that can be installed in a pipelined architecture. This poster expands the motivation for this work, and describes the initial implementation carried out within the Visualization Toolkit (VTK).","https://ieeexplore.ieee.org/document/1372254/","LOCKED","1372254","University of Leeds","https://ieeexplore.ieee.org/author/37282576200","1","D.J. Duke","37282576200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.66","5p","https://ieeexplore.ieee.org/document/1372254/","Ontology","Visualization","","Pipeline","Database","","","","","","","Joining processes","Data visualization","Ontologies","Computer graphics","Proteins","Pipelines","Computer architecture","Chromium","Application software","Visual databases","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372254","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","28","5p","Linking Representation with Meaning"
"Recent activity within the UK National e-Science Programme has identified a need to establish an ontology for visualization. Motivation for this includes defining web and grid services for visualization (the ‘semantic grid’), supporting collaborative work, curation, and underpinning visualization research and education. At a preliminary meeting, members of the UK visualization community identified a skeleton for the ontology. We have started to build on this by identifying how existing work might be related and utilized. We believe that the greatest challenge is reaching a consensus within the visualization community itself. This poster is intended as one step in this process, setting out the perceived needs for the ontology, and sketching initial directions. It is hoped that this will lead to debate, feedback and involvement across the community.","https://ieeexplore.ieee.org/document/1372256/","LOCKED","1372256","University of Leeds","https://ieeexplore.ieee.org/author/37282576200","1","D.J. Duke","37282576200","","https://ieeexplore.ieee.org/author/37271754900","2","K.W. Brodlie","37271754900","","https://ieeexplore.ieee.org/author/37266247700","3","D.A. Duce","37266247700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.10","7p","https://ieeexplore.ieee.org/document/1372256/","Ontology","Semantic Web","","Grid","","","","","","","","Ontologies","Data visualization","Collaborative work","Computer graphics","Computer displays","Educational programs","Skeleton","Feedback","Chromium","Application software","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372256","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","29","7p","Building an Ontology of Visualization"
