Journal,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
TVCG,2015,Personal Visualization and Personal Visual Analytics,10.1109/tvcg.2014.2359887,http://dx.doi.org/10.1109/TVCG.2014.2359887,420,433,J,"Data surrounds each and every one of us in our daily lives, ranging from exercise logs, to archives of our interactions with others on social media, to online resources pertaining to our hobbies. There is enormous potential for us to use these data to understand ourselves better and make positive changes in our lives. Visualization (Vis) and visual analytics (VA) offer substantial opportunities to help individuals gain insights about themselves, their communities and their interests; however, designing tools to support data analysis in non-professional life brings a unique set of research and design challenges. We investigate the requirements and research directions required to take full advantage of Vis and VA in a personal context. We develop a taxonomy of design dimensions to provide a coherent vocabulary for discussing personal visualization and personal visual analytics. By identifying and exploring clusters in the design space, we discuss challenges and share perspectives on future research. This work brings together research that was previously scattered across disciplines. Our goal is to call research attention to this space and engage researchers to explore the enabling techniques and technology that will support people to better understand data relevant to their personal lives, interests, and needs.",Dandan Huang;Melanie Tory;Bon Adriel Aseniero;Lyn Bartram;Scott Bateman;Sheelagh Carpendale;Anthony Tang 0001;Rob Woodbury,Dandan Huang;Melanie Tory;Bon Adriel Aseniero;Lyn Bartram;Scott Bateman;Sheelagh Carpendale;Anthony Tang;Robert Woodbury,University of Victoria;University of Victoria;University of Calgary;Simon Fraser University;University of Prince Edward Island;University of Calgary;University of Calgary;Simon Fraser University,0.1109/infvis.2004.5;10.1109/tvcg.2011.196;10.1109/tvcg.2010.164;10.1109/tvcg.2007.70541;10.1109/tvcg.2009.183;10.1109/tvcg.2010.129;10.1109/tvcg.2008.187;10.1109/tvcg.2012.291;10.1109/tvcg.2009.171;10.1109/tvcg.2011.174;10.1109/tvcg.2010.206,"Taxonomy,personal context,,,,,,,,,,,interaction design,,,,,,,,,,,mobile and ubiquitous visualization,,,,Taxonomy,personal context,interaction design,mobile and ubiquitous visualization",,146,84,4545,,
TVCG,2016,"A Study of Layout, Rendering, and Interaction Methods for Immersive Graph Visualization",10.1109/tvcg.2016.2520921,http://dx.doi.org/10.1109/TVCG.2016.2520921,1802,1815,J,"Information visualization has traditionally limited itself to 2D representations, primarily due to the prevalence of 2D displays and report formats. However, there has been a recent surge in popularity of consumer grade 3D displays and immersive head-mounted displays (HMDs). The ubiquity of such displays enables the possibility of immersive, stereoscopic visualization environments. While techniques that utilize such immersive environments have been explored extensively for spatial and scientific visualizations, contrastingly very little has been explored for information visualization. In this paper, we present our considerations of layout, rendering, and interaction methods for visualizing graphs in an immersive environment. We conducted a user study to evaluate our techniques compared to traditional 2D graph visualization. The results show that participants answered significantly faster with a fewer number of interactions using our techniques, especially for more difficult tasks. While the overall correctness rates are not significantly different, we found that participants gave significantly more correct answers using our techniques for larger graphs.",Oh-Hyun Kwon;Chris Muelder;Kyungwon Lee;Kwan-Liu Ma,Oh-Hyun Kwon;Chris Muelder;Kyungwon Lee;Kwan-Liu Ma,"Department of Computer Science, University of California, Davis, Davis, CA;Department of Computer Science, University of California, Davis, Davis, CA;Department of Digital Media, Ajou University, Suwon, Korea;Department of Computer Science, University of California, Davis, Davis, CA",0.1109/tvcg.2012.142;10.1109/infvis.1997.636718;10.1109/tvcg.2011.233;10.1109/tvcg.2006.147;10.1109/tvcg.2009.138;10.1109/tvcg.2011.234;10.1109/tvcg.2008.158;10.1109/tvcg.2012.192,"Graph visualization,virtual reality,,,,,,,,,,,immersive environments,,,,,,,,,,,head-mounted display,,,,Graph visualization,virtual reality,immersive environments,head-mounted display",,134,61,3751,,
TVCG,2017,Timelines Revisited: A Design Space and Considerations for Expressive Storytelling,10.1109/tvcg.2016.2614803,http://dx.doi.org/10.1109/TVCG.2016.2614803,2151,2164,J,"There are many ways to visualize event sequences as timelines. In a storytelling context where the intent is to convey multiple narrative points, a richer set of timeline designs may be more appropriate than the narrow range that has been used for exploratory data analysis by the research community. Informed by a survey of 263 timelines, we present a design space for storytelling with timelines that balances expressiveness and effectiveness, identifying 14 design choices characterized by three dimensions: representation, scale, and layout. Twenty combinations of these choices are viable timeline designs that can be matched to different narrative points, while smooth animated transitions between narrative points allow for the presentation of a cohesive story, an important aspect of both interactive storytelling and data videos. We further validate this design space by realizing the full set of viable timeline designs and transitions in a proof-of-concept sandbox implementation that we used to produce seven example timeline stories. Ultimately, this work is intended to inform and inspire the design of future tools for storytelling with timelines.",Matthew Brehmer;Bongshin Lee;Benjamin Bach;Nathalie Henry Riche;Tamara Munzner,Matthew Brehmer;Bongshin Lee;Benjamin Bach;Nathalie Henry Riche;Tamara Munzner,"Microsoft Research, Redmond, WA;Microsoft Research, Redmond, WA;Harvard University, Cambridge, MA;Microsoft Research, Redmond, WA;University of British Columbia, Vancouver, BC, Canada",0.1109/tvcg.2011.255;10.1109/tvcg.2011.179;10.1109/vast.2009.5332595;10.1109/tvcg.2013.200;10.1109/tvcg.2015.2467531;10.1109/tvcg.2015.2467732;10.1109/tvcg.2010.179;10.1109/tvcg.2013.119;10.1109/tvcg.2014.2346424;10.1109/infvis.2002.1173148;10.1109/tvcg.2007.70539;10.1109/tvcg.2013.254;10.1109/infvis.2001.963273;10.1109/tvcg.2015.2502587;10.1109/tvcg.2015.2467851;10.1109/tvcg.2012.212;10.1109/tvcg.2011.185;10.1109/tvcg.2015.2413786,"Timelines,storytelling,,,,,,,,,,,narrative visualization,,,,,,,,,,,design space,,,,animated transitions",,116,102,5088,,
TVCG,2017,Vispubdata.org: A Metadata Collection About IEEE Visualization (VIS) Publications,10.1109/tvcg.2016.2615308,http://dx.doi.org/10.1109/TVCG.2016.2615308,2199,2206,J,"We have created and made available to all a dataset with information about every paper that has appeared at the IEEE Visualization (VIS) set of conferences: InfoVis, SciVis, VAST, and Vis. The information about each paper includes its title, abstract, authors, and citations to other papers in the conference series, among many other attributes. This article describes the motivation for creating the dataset, as well as our process of coalescing and cleaning the data, and a set of three visualizations we created to facilitate exploration of the data. This data is meant to be useful to the broad data visualization community to help understand the evolution of the field and as an example document collection for text data visualization research.",Petra Isenberg;Florian Heimerl;Steffen Koch 0001;Tobias Isenberg 0001;Panpan Xu;Charles D. Stolper;Michael Sedlmair;Jian Chen 0006;Torsten Möller;John T. Stasko,Petra Isenberg;Florian Heimerl;Steffen Koch;Tobias Isenberg;Panpan Xu;Charles D. Stolper;Michael Sedlmair;Jian Chen;Torsten Möller;John Stasko,"Inria, Le Chesnay, France;University of Stuttgart, Stuttgart, Germany;University of Stuttgart, Stuttgart, Germany;Inria, Le Chesnay, France;Hong Kong University of Science and Technology, Kowloon, Hong Kong;Georgia Tech, Atlanta, GA;University Vienna, Wien, Austria;University of Maryland, College Park, MD;University Vienna, Wien, Austria;Georgia Tech, Atlanta, GA",0.1109/tvcg.2015.2467621;10.1109/tvcg.2012.324;10.1109/vast.2006.261429;10.1109/tvcg.2016.2598827,"Visualization,publication data,,,,,,,,,,,citation data",,99,20,2637,,
TVCG,2017,Revealing Patterns and Trends of Mass Mobility Through Spatial and Temporal Abstraction of Origin-Destination Movement Data,10.1109/tvcg.2016.2616404,http://dx.doi.org/10.1109/TVCG.2016.2616404,2120,2136,J,"Origin-destination (OD) movement data describe moves or trips between spatial locations by specifying the origins, destinations, start, and end times, but not the routes travelled. For studying the spatio-temporal patterns and trends of mass mobility, individual OD moves of many people are aggregated into flows (collective moves) by time intervals. Time-variant flow data pose two difficult challenges for visualization and analysis. First, flows may connect arbitrary locations (not only neighbors), thus making a graph with numerous edge intersections, which is hard to visualize in a comprehensible way. Even a single spatial situation consisting of flows in one time step is hard to explore. The second challenge is the need to analyze long time series consisting of numerous spatial situations. We present an approach facilitating exploration of long-term flow data by means of spatial and temporal abstraction. It involves a special way of data aggregation, which allows representing spatial situations by diagram maps instead of flow maps, thus reducing the intersections and occlusions pertaining to flow maps. The aggregated data are used for clustering of time intervals by similarity of the spatial situations. Temporal and spatial displays of the clustering results facilitate the discovery of periodic patterns and longer-term trends in the mass mobility behavior.",Gennady L. Andrienko;Natalia V. Andrienko;Georg Fuchs;Jo Wood,Gennady Andrienko;Natalia Andrienko;Georg Fuchs;Jo Wood,"Fraunhofer Institute IAIS, Sankt Augustin, Germany;Fraunhofer Institute IAIS, Sankt Augustin, Germany;Fraunhofer Institute IAIS, Sankt Augustin, Germany;City University, London, United Kingdom",0.1109/vast.2008.4677356;10.1109/tvcg.2011.233;10.1109/tvcg.2014.2346441;10.1109/tvcg.2011.202;10.1109/tvcg.2014.2346271;10.1109/infvis.1999.801851;10.1109/tvcg.2015.2468078;10.1109/tvcg.2015.2467851;10.1109/tvcg.2009.143;10.1109/tvcg.2015.2468111,"Movement data,mobility behavior,,,,,,,,,,,spatial flow situation,,,,,,,,,,,flow map",,88,56,2892,,
TVCG,2017,A Systematic Review of Experimental Studies on Data Glyphs,10.1109/tvcg.2016.2549018,http://dx.doi.org/10.1109/TVCG.2016.2549018,1863,1879,J,"We systematically reviewed 64 user-study papers on data glyphs to help researchers and practitioners gain an informed understanding of tradeoffs in the glyph design space. The glyphs we consider are individual representations of multi-dimensional data points, often meant to be shown in small-multiple settings. Over the past 60 years many different glyph designs were proposed and many of these designs have been subjected to perceptual or comparative evaluations. Yet, a systematic overview of the types of glyphs and design variations tested, the tasks under which they were analyzed, or even the study goals and results does not yet exist. In this paper we provide such an overview by systematically sampling and tabulating the literature on data glyph studies, listing their designs, questions, data, and tasks. In addition we present a concise overview of the types of glyphs and their design characteristics analyzed by researchers in the past, and a synthesis of the study results. Based on our meta analysis of all results we further contribute a set of design implications and a discussion on open research directions.",Johannes Fuchs 0001;Petra Isenberg;Anastasia Bezerianos;Daniel A. Keim,Johannes Fuchs;Petra Isenberg;Anastasia Bezerianos;Daniel Keim,"University of Konstanz, Konstanz, Germany;Inria, Paris, France;Univ Paris Sud, CNRS & Inria, Paris, France;University of Konstanz, Konstanz, Germany",0.1109/tvcg.2011.189;10.1109/visual.1991.175795;10.1109/tvcg.2006.155;10.1109/tvcg.2012.199;10.1109/tvcg.2012.271;10.1109/tvcg.2014.2346426;10.1109/tvcg.2013.20;10.1109/visual.2005.1532835;10.1109/tvcg.2011.194;10.1109/tvcg.2015.2467435;10.1109/tvcg.2011.217;10.1109/tvcg.2006.189,"Survey,glyphs,,,,,,,,,,,quantitative evaluation,,,,,,,,,,,glyph design",,63,103,1824,,
TVCG,2017,Coping with Volume and Variety in Temporal Event Sequences: Strategies for Sharpening Analytic Focus,10.1109/tvcg.2016.2539960,http://dx.doi.org/10.1109/TVCG.2016.2539960,1636,1649,J,"The growing volume and variety of data presents both opportunities and challenges for visual analytics. Addressing these challenges is needed for big data to provide valuable insights and novel solutions for business, security, social media, and healthcare. In the case of temporal event sequence analytics it is the number of events in the data and variety of temporal sequence patterns that challenges users of visual analytic tools. This paper describes 15 strategies for sharpening analytic focus that analysts can use to reduce the data volume and pattern variety. Four groups of strategies are proposed: (1) extraction strategies, (2) temporal folding, (3) pattern simplification strategies, and (4) iterative strategies. For each strategy, we provide examples of the use and impact of this strategy on volume and/or variety. Examples are selected from 20 case studies gathered from either our own work, the literature, or based on email interviews with individuals who conducted the analyses and developers who observed analysts using the tools. Finally, we discuss how these strategies might be combined and report on the feedback from 10 senior event sequence analysts.",Fan Du;Ben Shneiderman;Catherine Plaisant;Sana Malik;Adam Perer,Fan Du;Ben Shneiderman;Catherine Plaisant;Sana Malik;Adam Perer,"Department of Computer Science and the Human-Computer Interaction Lab, University of Maryland;Department of Computer Science and the Human-Computer Interaction Lab, University of Maryland;UMIACS and the Human-Computer Interaction Lab, University of Maryland;Department of Computer Science and the Human-Computer Interaction Lab, University of Maryland;IBM T.J. Watson Research Center",0.1109/tvcg.2011.179;10.1109/tvcg.2015.2467622;10.1109/tvcg.2014.2346452;10.1109/tvcg.2009.187;10.1109/tvcg.2012.225;10.1109/vast.2014.7042487;10.1109/tvcg.2007.70515;10.1109/tvcg.2014.2346682;10.1109/tvcg.2014.2346574;10.1109/tvcg.2013.178;10.1109/tvcg.2013.200,"Big data,temporal data,,,,,,,,,,,temporal event sequences,,,,,,,,,,,workflow,,,,visual analytics,visualization,analytic focus",,56,68,1454,,
TVCG,2015,Visual Correlation Analysis of Numerical and Categorical Data on the Correlation Map,10.1109/tvcg.2014.2350494,http://dx.doi.org/10.1109/TVCG.2014.2350494,289,303,J,"Correlation analysis can reveal the complex relationships that often exist among the variables in multivariate data. However, as the number of variables grows, it can be difficult to gain a good understanding of the correlation landscape and important intricate relationships might be missed. We previously introduced a technique that arranged the variables into a 2D layout, encoding their pairwise correlations. We then used this layout as a network for the interactive ordering of axes in parallel coordinate displays. Our current work expresses the layout as a correlation map and employs it for visual correlation analysis. In contrast to matrix displays where correlations are indicated at intersections of rows and columns, our map conveys correlations by spatial proximity which is more direct and more focused on the variables in play. We make the following new contributions, some unique to our map: (1) we devise mechanisms that handle both categorical and numerical variables within a unified framework, (2) we achieve scalability for large numbers of variables via a multi-scale semantic zooming approach, (3) we provide interactive techniques for exploring the impact of value bracketing on correlations, and (4) we visualize data relations within the sub-spaces spanned by correlated variables by projecting the data into a corresponding tessellation of the map.",Zhiyuan Zhang 0006;Kevin T. McDonnell;Erez Zadok;Klaus Mueller 0001,Zhiyuan Zhang;Kevin T. McDonnell;Erez Zadok;Klaus Mueller,"Visual Analytics and Imaging Lab at the Computer Science Department, Stony Brook University, Stony Brook, NY;Department of Mathematics and Computer Science, Dowling College, Oakdale, NY;Filesystems and Storage Lab at the Computer Science Department, Stony Brook University, Stony Brook, NY;Computer Science Department, SUNY Korea, Korea",0.1109/tvcg.2006.160;10.1109/visual.1997.663916;10.1109/visual.1990.146402;10.1109/tvcg.2012.65;10.1109/tvcg.2013.133;10.1109/tvcg.2011.178;10.1109/tvcg.2011.201;10.1109/visual.1991.175790;10.1109/tvcg.2007.70523,"Visual analytics,visual correlation analysis,,,,,,,,,,,categorical data,,,,,,,,,,,information visualization,,,,interactive interfaces",,55,37,2201,,
TVCG,2017,A Survey on Visual Approaches for Analyzing Scientific Literature and Patents,10.1109/tvcg.2016.2610422,http://dx.doi.org/10.1109/TVCG.2016.2610422,2179,2198,J,"The increasingly large number of available writings describing technical and scientific progress, calls for advanced analytic tools for their efficient analysis. This is true for many application scenarios in science and industry and for different types of writings, comprising patents and scientific articles. Despite important differences between patents and scientific articles, both have a variety of common characteristics that lead to similar search and analysis tasks. However, the analysis and visualization of these documents is not a trivial task due to the complexity of the documents as well as the large number of possible relations between their multivariate attributes. In this survey, we review interactive analysis and visualization approaches of patents and scientific articles, ranging from exploration tools to sophisticated mining methods. In a bottom-up approach, we categorize them according to two aspects: (a) data type (text, citations, authors, metadata, and combinations thereof), and (b) task (finding and comparing single entities, seeking elementary relations, finding complex patterns, and in particular temporal patterns, and investigating connections between multiple behaviours). Finally, we identify challenges and research directions in this area that ask for future investigations.",Paolo Federico 0001;Florian Heimerl;Steffen Koch 0001;Silvia Miksch,Paolo Federico;Florian Heimerl;Steffen Koch;Silvia Miksch,"Institute of Software Technology and Interactive Systems, Vienna University of Technology, Vienna, Austria;Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany;Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany;Institute of Software Technology and Interactive Systems, Vienna University of Technology, Vienna, Austria",0.1109/tvcg.2012.324;10.1109/tvcg.2009.139;10.1109/tvcg.2013.162;10.1109/tvcg.2009.122;10.1109/infvis.2000.885098;10.1109/tvcg.2014.2346481;10.1109/tvcg.2014.2346578;10.1109/vast.2011.6102461;10.1109/vast.2010.5652940;10.1109/tvcg.2009.202;10.1109/infvis.2004.14;10.1109/infvis.2004.39;10.1109/tvcg.2012.252;10.1109/infvis.2004.23;10.1109/vast.2011.6102441;10.1109/tvcg.2013.254;10.1109/infvis.2004.22;10.1109/vast.2011.6102443;10.1109/vast.2008.4677380;10.1109/tvcg.2013.184;10.1109/tvcg.2013.167;10.1109/tvcg.2015.2467757;10.1109/tvcg.2011.186;10.1109/tvcg.2013.109;10.1109/tvcg.2015.2467621;10.1109/infvis.2001.963287;10.1109/tvcg.2013.212;10.1109/vast.2011.6102442;10.1109/tvcg.2007.70582,"Visualization,scientific literature,,,,,,,,,,,patents,,,,,,,,,,,documents,,,,survey",,55,151,2738,,
TVCG,2016,AllAboard: Visual Exploration of Cellphone Mobility Data to Optimise Public Transport,10.1109/tvcg.2015.2440259,http://dx.doi.org/10.1109/TVCG.2015.2440259,1036,1050,J,"The deep penetration of mobile phones offers cities the ability to opportunistically monitor citizens' mobility and use data-driven insights to better plan and manage services. With large scale data on mobility patterns, operators can move away from the costly, mostly survey based, transportation planning processes, to a more data-centric view, that places the instrumented user at the center of development. In this framework, using mobile phone data to perform transit analysis and optimization represents a new frontier with significant societal impact, especially in developing countries. In this paper we present AllAboard, an intelligent tool that analyses cellphone data to help city authorities in visually exploring urban mobility and optimizing public transport. This is performed within a self contained tool, as opposed to the current solutions which rely on a combination of several distinct tools for analysis, reporting, optimisation and planning. An interactive user interface allows transit operators to visually explore the travel demand in both space and time, correlate it with the transit network, and evaluate the quality of service that a transit network provides to the citizens at very fine grain. Operators can visually test scenarios for transit network improvements, and compare the expected impact on the travellers' experience. The system has been tested using real telecommunication data for the city of Abidjan, Ivory Coast, and evaluated from a data mining, optimisation and user prospective.",Giusy Di Lorenzo;Marco Luca Sbodio;Francesco Calabrese;Michele Berlingerio;Fabio Pinelli;Rahul Nair,G. Di Lorenzo;M. Sbodio;F. Calabrese;M. Berlingerio;F. Pinelli;R. Nair,"IBM Research Ireland, IBM Technology Campus, Damastown Industrial Estate;IBM Research Ireland, IBM Technology Campus, Damastown Industrial Estate;IBM Research Ireland, IBM Technology Campus, Damastown Industrial Estate;IBM Research Ireland, IBM Technology Campus, Damastown Industrial Estate;IBM Research Ireland, IBM Technology Campus, Damastown Industrial Estate;IBM Research Ireland, IBM Technology Campus, Damastown Industrial Estate",0.1109/tvcg.2012.279;10.1109/tvcg.2013.179;10.1109/tvcg.2011.181;10.1109/tvcg.2013.228;10.1109/tvcg.2013.226,"Spatio-temporal mining,cellphone data,,,,,,,,,,,visual exploration,,,,,,,,,,,urban data mobility,,,,transit network",,53,34,1959,,
TVCG,2016,PeakVizor: Visual Analytics of Peaks in Video Clickstreams from Massive Open Online Courses,10.1109/tvcg.2015.2505305,http://dx.doi.org/10.1109/TVCG.2015.2505305,2315,2330,J,"Massive open online courses (MOOCs) aim to facilitate open-access and massive-participation education. These courses have attracted millions of learners recently. At present, most MOOC platforms record the web log data of learner interactions with course videos. Such large amounts of multivariate data pose a new challenge in terms of analyzing online learning behaviors. Previous studies have mainly focused on the aggregate behaviors of learners from a summative view; however, few attempts have been made to conduct a detailed analysis of such behaviors. To determine complex learning patterns in MOOC video interactions, this paper introduces a comprehensive visualization system called PeakVizor. This system enables course instructors and education experts to analyze the “peaks” or the video segments that generate numerous clickstreams. The system features three views at different levels: the overview with glyphs to display valuable statistics regarding the peaks detected; the flow view to present spatio-temporal information regarding the peaks; and the correlation view to show the correlation between different learner groups and the peaks. Case studies and interviews conducted with domain experts have demonstrated the usefulness and effectiveness of PeakVizor, and new findings about learning behaviors in MOOC platforms have been reported.",Qing Chen 0001;Yuanzhe Chen;Dongyu Liu;Conglei Shi;Yingcai Wu;Huamin Qu,Qing Chen;Yuanzhe Chen;Dongyu Liu;Conglei Shi;Yingcai Wu;Huamin Qu,"Hong Kong University of Science and Technology, Hong Kong;Hong Kong University of Science and Technology, Hong Kong;Hong Kong University of Science and Technology, Hong Kong;IBM T.J. Watson Research Center, New York, NY;Zhejiang University, Hangzhou, Zhejinag, China;Hong Kong University of Science and Technology, Hong Kong",0.1109/vast.2012.6400494;10.1109/tvcg.2013.196;10.1109/tvcg.2009.111;10.1109/tvcg.2012.288;10.1109/tvcg.2011.188,"MOOC,online education,,,,,,,,,,,visual analytics,,,,,,,,,,,clickstream data",,48,48,1720,,
TVCG,2015,An Efficient Framework for Generating Storyline Visualizations from Streaming Data,10.1109/tvcg.2015.2392771,http://dx.doi.org/10.1109/TVCG.2015.2392771,730,742,J,"This paper presents a novel framework for applying storyline visualizations to streaming data. The framework includes three components: a new data management scheme for processing and storing the incoming data, a layout construction algorithm specifically designed for incrementally generating storylines from streaming data, and a layout refinement algorithm for improving the legibility of the visualization. By dividing the layout computation to two separate components, one for constructing and another for refining, our framework effectively provides the users with the ability to follow and reason dynamic data. The evaluation studies of our storyline visualization framework demonstrate its efficacy to present streaming data as well as its superior performance over existing methods in terms of both computational efficiency and visual clarity.",Yuzuru Tanahashi;Chien-Hsin Hsueh;Kwan-Liu Ma,Yuzuru Tanahashi;Chien-Hsin Hsueh;Kwan-Liu Ma,"VIDI Research Group, University California, Davis, CA;VIDI Research Group, University California, Davis, CA;VIDI Research Group, University California, Davis, CA",0.1109/tvcg.2008.166;10.1109/tvcg.2010.159;10.1109/tvcg.2011.239;10.1109/infvis.2004.27;10.1109/tvcg.2006.193;10.1109/infvis.2002.1173160;10.1109/tvcg.2013.196;10.1109/tvcg.2012.212,"Storyline visualization,streaming data,,,,,,,,,,,layout algorithms,,,,,,,,,,,time-varying data,,,,Storyline visualization,streaming data,layout algorithms,time-varying data",,50,39,2085,,
