"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We describe a method to visualize the connectivity graph of a mesh using a natural embedding in 3D space. This uses a 3D shape representation that is based solely on mesh connectivity: the connectivity shape. Given a connectivity, we define its natural geometry as a smooth embedding in space with uniform edge lengths and describe efficient techniques to compute it. Our main contribution is to demonstrate that a surprising amount of geometric information is implicit in the connectivity. We also show how to generate connectivity shapes that approximate given 3D shapes. Potential applications of connectivity shapes to modeling and mesh coding are described.","https://ieeexplore.ieee.org/document/964504/","LOCKED","964504","North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37281897600","1","M. Isenburg","37281897600","","https://ieeexplore.ieee.org/author/37565742800","2","S. Gumhold","37565742800","","https://ieeexplore.ieee.org/author/37281769000","3","C. Gotsman","37281769000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964504","552","https://ieeexplore.ieee.org/document/964504/","Shape","Visualization","Springs","Energy states","Topology","Computational geometry","Embedded computing","Mesh generation","Clouds","Animals","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964504","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","57","135","Connectivity shapes"
"We present a new technique for visualizing surfaces from 3D ultrasound data. 3D ultrasound datasets are typically fuzzy, contain a substantial amount of noise and speckle, and suffer from several other problems that make extraction of continuous and smooth surfaces extremely difficult. We propose a novel opacity classification algorithm for 3D ultrasound datasets, based on the variational principle. More specifically, we compute a volumetric opacity function that optimally satisfies a set of simultaneous requirements. One requirement makes the function attain nonzero values only in the vicinity of a user-specified value, resulting in soft shells of finite, approximately constant thickness around isosurfaces in the volume. Other requirements are designed to make the function smoother and less sensitive to noise and speckle. The computed opacity function lends itself well to explicit geometric surface extraction, as well as to direct volume rendering at interactive rates. We also describe a new splatting algorithm that is particularly well suited for displaying soft opacity shells. Several examples and comparisons are included to illustrate our approach and demonstrate its effectiveness on real 3D ultrasound datasets.","https://ieeexplore.ieee.org/document/964539/","LOCKED","964539","Sch. of Comput. Sci. & Eng., Jerusalem, Israel","https://ieeexplore.ieee.org/author/37728395400","1","R. Fattal","37728395400","Sch. of Comput. Sci. & Eng., Jerusalem, Israel","https://ieeexplore.ieee.org/author/37418740700","2","D. Lischinski","37418740700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","23","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964539","410","https://ieeexplore.ieee.org/document/964539/","Data visualization","Ultrasonic imaging","Rough surfaces","Surface roughness","Speckle","Surface cleaning","Data mining","Isosurfaces","Integral equations","Computer science","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964539","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","58","403","Variational classification for visualization of 3D ultrasound data"
"This paper presents a new algorithm for the calculation of stream surfaces for tetrahedral grids. It propagates the surface through the tetrahedra, one at a time, calculating the intersections with the tetrahedral faces. The method allows us to incorporate topological information from the cells, e.g. critical points. The calculations are based on barycentric coordinates, since this simplifies the theory and the algorithm. The stream surfaces are ruled surfaces inside each cell, and their construction starts with line segments on the faces. Our method supports the analysis of velocity fields resulting from computational fluid dynamics (CFD) simulations.","https://ieeexplore.ieee.org/document/964506/","LOCKED","964506","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282574800","1","G. Scheuermann","37282574800","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37728450600","2","T. Bobach","37728450600","Dept. of Comput. Sci., Kaiserslautern Univ., Germany","https://ieeexplore.ieee.org/author/37282578800","3","H. Hagen","37282578800","","https://ieeexplore.ieee.org/author/37728450100","4","K. Mahrous","37728450100","","https://ieeexplore.ieee.org/author/37282068700","5","B. Hamann","37282068700","","https://ieeexplore.ieee.org/author/37267811400","6","K.I. Joy","37267811400","https://ieeexplore.ieee.org/author/37722986700","7","W. Kollmann","37722986700","","","","","","","","","","","","","22","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964506","553","https://ieeexplore.ieee.org/document/964506/","Visualization","Streaming media","Computational fluid dynamics","Piecewise linear techniques","Computational modeling","Analytical models","Fluid flow","Fluid dynamics","Interpolation","Error correction","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964506","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","59","151","A tetrahedra-based stream surface algorithm"
"We have developed a fast, perceptual method for selecting color scales for data visualization that takes advantage of our sensitivity to luminance variations in human faces. To do so, we conducted experiments in which we mapped various color scales onto the intensity values of a digitized photograph of a face and asked observers to rate each image. We found a very strong correlation between the perceived naturalness of the images and the degree to which the underlying color scales increased monotonically in luminance. Color scales that did not include a monotonically increasing luminance component produced no positive rating scores. Since color scales with monotonic luminance profiles are widely recommended for visualizing continuous scalar data, a purely visual technique for identifying such color scales could be very useful, especially in situations where color calibration is not integrated into the visualization environment, such as over the Internet.","https://ieeexplore.ieee.org/document/964510/","LOCKED","964510","IBM Thomas J. Watson Res. Center, Hawthorne, NY, USA","https://ieeexplore.ieee.org/author/37332114400","1","B.E. Rogowitz","37332114400","IBM Thomas J. Watson Res. Center, Hawthorne, NY, USA","https://ieeexplore.ieee.org/author/37377332600","2","A.D. Kalvin","37377332600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964510","556","https://ieeexplore.ieee.org/document/964510/","Humans","Data visualization","Face detection","Calibration","Internet","Displays","Testing","Image color analysis","Chromium","Computer graphics","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964510","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","60","183","The ""Which Blair project"": a quick visual method for evaluating perceptual color maps"
"We describe a virtual reality environment for visualizing tensor-valued volumetric datasets acquired with diffusion tensor magnetic resonance imaging (DT-MRI). We have prototyped a virtual environment that displays geometric representations of the volumetric second-order diffusion tensor data and are developing interaction and visualization techniques for two application areas: studying changes in white-matter structures after gamma-knife capsulotomy and pre-operative planning for brain tumor surgery. Our feedback shows that compared to desktop displays, our system helps the user better interpret the large and complex geometric models, and facilitates communication among a group of users.","https://ieeexplore.ieee.org/document/964545/","LOCKED","964545","","https://ieeexplore.ieee.org/author/37277708500","1","S. Zhang","37277708500","","https://ieeexplore.ieee.org/author/38201834500","2","C. Demiralp","38201834500","","https://ieeexplore.ieee.org/author/37267356000","3","D.F. Keefe","37267356000","","https://ieeexplore.ieee.org/author/37737825600","4","M. DaSilva","37737825600","","https://ieeexplore.ieee.org/author/37275712600","5","D.H. Laidlaw","37275712600","","https://ieeexplore.ieee.org/author/37741138300","6","B.D. Greenberg","37741138300","https://ieeexplore.ieee.org/author/37294342100","7","P.J. Basser","37294342100","https://ieeexplore.ieee.org/author/37728340200","8","C. Pierpaoli","37728340200","https://ieeexplore.ieee.org/author/37728344300","9","E.A. Chiocca","37728344300","https://ieeexplore.ieee.org/author/37728344700","10","T.S. Deisboeck","37728344700","36","1","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964545","584","https://ieeexplore.ieee.org/document/964545/","Virtual environment","Diffusion tensor imaging","Data visualization","Displays","Virtual reality","Virtual prototyping","Tensile stress","Neoplasms","Surgery","Feedback","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964545","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","61","437","An immersive virtual environment for DT-MRI volume visualization applications: a case study"
"This paper presents PixelFlex - a spatially reconfigurable multi-projector display system. The PixelFlex system is composed of ceiling-mounted projectors, each with computer-controlled pan, tilt, zoom and focus; and a camera for closed-loop calibration. Working collectively, these controllable projectors function as a single logical display capable of being easily modified into a variety of spatial formats of differing pixel density, size and shape. New layouts are automatically calibrated within minutes to generate the accurate warping and blending functions needed to produce seamless imagery across planar display surfaces, thus giving the user the flexibility to quickly create, save and restore multiple screen configurations. Overall, PixelFlex provides a new level of automatic reconfigurability and usage, departing from the static, one-size-fits-all design of traditional large-format displays. As a front-projection system, PixelFlex can be installed in most environments with space constraints and requires little or no post-installation mechanical maintenance because of the closed-loop calibration.","https://ieeexplore.ieee.org/document/964508/","LOCKED","964508","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37277874700","1","Ruigang Yang","37277874700","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37601397400","2","D. Gotz","37601397400","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37274010000","3","J. Hensley","37274010000","Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA","https://ieeexplore.ieee.org/author/37298881100","4","H. Towles","37298881100","","https://ieeexplore.ieee.org/author/37277811200","5","M.S. Brown","37277811200","","","","","","","","","","","","","","","","","","","","","","43","6","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964508","554","https://ieeexplore.ieee.org/document/964508/","Computer displays","Calibration","Cameras","Application software","Pixel","Three dimensional displays","Optical distortion","Computer science","Focusing","Automatic control","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964508","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","62","167","PixelFlex: a reconfigurable multi-projector display system"
"In this paper we address the problem of interactively resampling unstructured grids. Three algorithms are presented. They all allow adaptive resampling of an unstructured grid on a multiresolution hierarchy of arbitrarily sized cartesian grids according to a varying element size. Two of the algorithms presented take advantage of hardware accelerated polygon rendering and 2D texture mapping. In exploiting new features of modem PC graphics adapters, the first algorithm tries to significantly minimize the number of polygons to be rendered. Reducing rasterization requirements is the main goal of the second algorithm, which distributes the computational workload differently between the main processor and the graphics chip. By comparing them to a new pure software approach, an optimal software-hardware balance is studied. We end up with a hybrid approach which greatly improves the performance of hardware assisted resampling by involving the main processor to a higher degree and thus enabling resampling at nearly interactive rates.","https://ieeexplore.ieee.org/document/964512/","LOCKED","964512","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37268043100","1","M. Weiler","37268043100","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37085368197","2","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964512","558","https://ieeexplore.ieee.org/document/964512/","Hardware","Rendering (computer graphics)","Acceleration","Distributed computing","Interactive systems","Data visualization","Large-scale systems","Computer graphics","","","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964512","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","63","199","Hardware-software-balanced resampling for the interactive visualization of unstructured grids"
"We describe a visualization system designed for interactive study of proteins in the field of computational biology. Our system incorporates multiple, custom, three-dimensional and two-dimensional linked views of the proteins. We take advantage of modem commodity graphics cards, which are typically designed for games rather than scientific visualization applications, to provide instantaneous linking between views and three-dimensional interactivity on standard personal computers. Furthermore, we anticipate the usefulness of game techniques such as bump maps and skinning for scientific applications.","https://ieeexplore.ieee.org/document/964547/","LOCKED","964547","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37378534100","1","D. Gresh","37378534100","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37370454300","2","F. Suits","37370454300","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37726622500","3","Yuk Yin Sham","37726622500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964547","586","https://ieeexplore.ieee.org/document/964547/","Proteins","Visualization","Application software","Biological system modeling","Computational modeling","Computational biology","Modems","Computer graphics","Joining processes","Microcomputers","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964547","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","64","445","Case study: an environment for understanding protein simulations using game graphics"
"We present the first algorithm that employs hardware-accelerated cell-projection for direct volume rendering of cyclic meshes, i.e., meshes with visibility cycles. The visibility sorting of a cyclic mesh is performed by an extended topological sorting, which computes and isolates visibility cycles. Measured sorting times are comparable to previously published algorithms, which are, however, restricted to acyclic meshes. In practice, our algorithm is also useful for acyclic meshes as numerical instabilities can lead to false visibility cycles. Our method includes a simple, hardware-assisted algorithm based on image compositing that renders visibility cycles correctly. For tetrahedral meshes this algorithm allows us to render each tetrahedral cell (whether it is part of a cycle or not) by hardware-accelerated cell-projection. In its basic form our method applies only to convex cyclic meshes; however, we present an exact and a simpler but inexact extension of our method for nonconvex meshes.","https://ieeexplore.ieee.org/document/964514/","LOCKED","964514","Visualization & Interactive Syst. Group, Stuttgart, Germany","https://ieeexplore.ieee.org/author/37284293000","1","M. Kraus","37284293000","Visualization & Interactive Syst. Group, Stuttgart, Germany","https://ieeexplore.ieee.org/author/37085368197","2","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964514","559","https://ieeexplore.ieee.org/document/964514/","Sorting","Visualization","Rendering (computer graphics)","Computer graphics","Interactive systems","Chromium","Image generation","Computational geometry","Solid modeling","Grid computing","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964514","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","65","215","Cell-projection of cyclic meshes"
"The complex geometry of the human brain contains many folds and fissures, making it impossible to view the entire surface at once. Since most of the cortical activity occurs on these folds, it is desirable to be able to view the entire surface of the brain in a single view. This can be achieved using quasi-conformal flat maps of the cortical surface. Computational and visualization tools are now needed to be able to interact with these flat maps of the brain to gain information about spatial and functional relationships that might not otherwise be apparent. Such information can contribute to earlier diagnostic tools for diseases and improved treatment. Our group is developing visualization and analysis tools that will help elucidate new information about the human brain through the interaction between a cortical surface and its corresponding quasiconformal flat map.","https://ieeexplore.ieee.org/document/964553/","LOCKED","964553","Int. Neuroimaging Consortium, Univ. of Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37658171000","1","M.K. Hurdal","37658171000","","https://ieeexplore.ieee.org/author/38181091300","2","K.W. Kurtz","38181091300","","https://ieeexplore.ieee.org/author/37356983700","3","D.C. Banks","37356983700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964553","591","https://ieeexplore.ieee.org/document/964553/","Computer aided software engineering","Humans","Magnetic resonance imaging","Visualization","Biomedical imaging","Mathematics","Neuroimaging","Medical diagnostic imaging","Computer science","Surface treatment","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964553","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","66","469","Case study: interacting with cortical flat maps of the human brain"
"Volume graphics has not been accepted for widespread use. One of the inhibiting reasons is the lack of general methods for data-analysis and simple interfaces for data exploration. An error-and-trial iterative procedure is often used to select a desirable transfer function or mine the dataset for salient iso-values. New semi-automatic methods that are also data-centric have shown much promise. However, general and robust methods are still needed for data-exploration and analysis. In this paper, we propose general model-independent statistical methods based on central moments of data. Using these techniques we show how salient iso-surfaces at material boundaries can be determined. We provide examples from the medical and computational domain to demonstrate the effectiveness of our methods.","https://ieeexplore.ieee.org/document/964516/","LOCKED","964516","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37728294500","1","S. Tenginakai","37728294500","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37280313100","2","Jinho Lee","37280313100","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37269516700","3","R. Machiraju","37269516700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964516","238","https://ieeexplore.ieee.org/document/964516/","Histograms","Information science","Shape measurement","Transfer functions","Image generation","Laboratories","Bridges","Humans","Bayesian methods","Computer vision","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964516","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","67","231","Salient iso-surface detection with model-independent statistical signatures"
"In this paper we present a hardware-assisted rendering technique coupled with a compression scheme for the interactive visual exploration of time-varying scalar volume data. A palette-based decoding technique and an adaptive bit allocation scheme are developed to fully utilize the texturing capability of a commodity 3-D graphics card. Using a single PC equipped with a modest amount of memory, a texture capable graphics card, and an inexpensive disk array, we are able to render hundreds of time steps of regularly gridded volume data (up to 45 millions voxels each time step) at interactive rates, permitting the visual exploration of large scientific data sets in both the temporal and spatial domain.","https://ieeexplore.ieee.org/document/964520/","LOCKED","964520","Dept. of Comput. Sci., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37282576300","1","E.B. Lum","37282576300","Dept. of Comput. Sci., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","https://ieeexplore.ieee.org/author/37324297800","3","J. Clyne","37324297800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","4","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964520","563","https://ieeexplore.ieee.org/document/964520/","Hardware","Graphics","Data visualization","Rendering (computer graphics)","Encoding","Decoding","Bit rate","High performance computing","Aerospace engineering","Data engineering","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964520","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","68","263","Texture hardware assisted rendering of time-varying volume data"
"This paper deals with vessel exploration based on computed tomography angiography. Large image sequences of the lower extremities are investigated in a clinical environment. Two different approaches for peripheral vessel diagnosis dealing with stenosis and calcification detection are introduced. The paper presents an automated vessel-tracking tool for curved planar reformation. An interactive segmentation tool for bone removal is proposed.","https://ieeexplore.ieee.org/document/964555/","LOCKED","964555","Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria","https://ieeexplore.ieee.org/author/37282727500","1","A. Kanitsar","37282727500","","https://ieeexplore.ieee.org/author/37282581000","2","D. Fleischmann","37282581000","","https://ieeexplore.ieee.org/author/37267822600","3","R. Wegenkittl","37267822600","","https://ieeexplore.ieee.org/author/37728392500","4","D. Sandner","37728392500","","https://ieeexplore.ieee.org/author/37267788200","5","P. Felkel","37267788200","","https://ieeexplore.ieee.org/author/37284271200","6","E. Groller","37284271200","","","","","","","","","","","","","","","","","17","4","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964555","593","https://ieeexplore.ieee.org/document/964555/","Computed tomography","Angiography","Computer aided software engineering","Extremities","Visualization","Diseases","Computer graphics","Radiology","Image segmentation","Bones","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964555","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","69","477","Computed tomography angiography: a case study of peripheral vessel investigation"
"Distance fields are an important volume representation. A high quality distance field facilitates accurate surface characterization and gradient estimation. However, due to Nyquist's law, no existing volumetric methods based on the linear sampling theory can fully capture surface details, such as comers and edges, in 3D space. We propose a novel complete distance field representation (CDFR) that does not rely on Nyquist's sampling theory. To accomplish this, we construct a volume where each voxel has a complete description of all portions of surface that affect the local distance field. For any desired distance, we are able to extract a surface contour in true Euclidean distance, at any level of accuracy, from the same CDFR representation. Such point-based iso-distance contours have faithful per-point gradients and can be interactively visualized using splatting, providing per-point shaded image quality. We also demonstrate applying CDFR to a cutting edge design for manufacturing application involving high-complexity parts at unprecedented accuracy using only commonly available computational resources.","https://ieeexplore.ieee.org/document/964518/","LOCKED","964518","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37367805100","1","Jian Huang","37367805100","","https://ieeexplore.ieee.org/author/37735111300","2","Yan Li","37735111300","","https://ieeexplore.ieee.org/author/37284273900","3","R. Crawfis","37284273900","","https://ieeexplore.ieee.org/author/37735230800","4","Shao-Chiung Lu","37735230800","","https://ieeexplore.ieee.org/author/37723845800","5","Shuh-Yuan Liou","37723845800","","","","","","","","","","","","","","","","","","","","","","9","6","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964518","561","https://ieeexplore.ieee.org/document/964518/","Solid modeling","Data mining","Sampling methods","Computer graphics","Euclidean distance","Data structures","Shape","Buildings","Information science","Data visualization","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964518","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","70","247","A complete distance field representation"
"This paper presents several distinguishing design features of RTVR-a Java-based library for real-time volume rendering. We describe, how the careful design of data structures, which in our case are based on voxel enumeration, and an intelligent use of lookup tables enable interactive volume rendering even on low-end PC hardware. By assigning voxels to distinct objects within the volume and by using an individual setup and combination of look-up tables for each object, object-aware rendering is performed: different transfer functions, shading models, and also compositing modes can be mixed within a single scene to depict each object in the most appropriate way, while still providing rendering results in real-time. While providing frame rates similar to volume visualization using 3D consumer hardware, the approach utilized by RTVR offers much more flexibility and extensibility due to its pure software nature. Furthermore, due to the memory-efficiency of the data representation and the implementation in Java, RTVR can be used to provide volume viewing facilities over low-bandwidth networks, with almost full control over rendering and visualization mapping parameters (clipping, shading, compositing, transfer function) for the user. This paper also addresses specific problems which arise by the use of Java for interactive visualization.","https://ieeexplore.ieee.org/document/964522/","LOCKED","964522","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37282641800","1","L. Mroz","37282641800","VRVis Research Center, Vienna, Austria","https://ieeexplore.ieee.org/author/37274158800","2","H. Hauser","37274158800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","21-26 Oct. 2001","San Diego, CA, USA","Conferences","10.1109/VISUAL.2001.964522","564","https://ieeexplore.ieee.org/document/964522/","Java","Libraries","Data visualization","Data structures","Transfer functions","Hardware","Intelligent structures","Table lookup","Layout","Internet","20824","0-7803-7201-8","Print ISBN","Historical","0-7803-7201-8","01CH37269","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=964522","21-26 Oct. 2001","7631","Proceedings Visualization, 2001. VIS '01.","2001","IEEE","71","279","RTVR-a flexible Java library for interactive volume rendering"
