"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Do court cases differ from place to place? What kind of picture do we get by looking at a country's collection of law cases? We introduce parallel tag clouds: a new way to visualize differences amongst facets of very large metadata-rich text corpora. We have pointed parallel tag clouds at a collection of over 600,000 US Circuit Court decisions spanning a period of 50 years and have discovered regional as well as linguistic differences between courts. The visualization technique combines graphical elements from parallel coordinates and traditional tag clouds to provide rich overviews of a document collection while acting as an entry point for exploration of individual texts. We augment basic parallel tag clouds with a details-in-context display and an option to visualize changes over a second facet of the data, such as time. We also address text mining challenges such as selecting the best words to visualize, and how to do so in reasonable time periods to maintain interactivity.","https://ieeexplore.ieee.org/document/5333443/","LOCKED","5333443","University of Toronto, Canada","https://ieeexplore.ieee.org/author/37669874100","1","Christopher Collins","37669874100","","","","","","","","","","","","","","","","IBM Research, USA","https://ieeexplore.ieee.org/author/37681355300","2","Fernanda B. Viegas","37681355300","IBM Research, USA","https://ieeexplore.ieee.org/author/37550759700","3","Martin Wattenberg","37550759700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","3","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333443","98","https://ieeexplore.ieee.org/document/5333443/","Text visualization","corpus visualization","information retrieval","text mining","tag clouds","","","","","Tag clouds","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333443","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","52","91","Parallel Tag Clouds to explore and analyze faceted text corpora"
"We present a new application, SpRay, designed for the visual exploration of gene expression data. It is based on an extension and adaption of parallel coordinates to support the visual exploration of large and high-dimensional datasets. In particular, we investigate the visual analysis of gene expression data as generated by micro-array experiments; We combine refined visual exploration with statistical methods to a visual analytics approach that proved to be particularly successful in this application domain. We will demonstrate the usefulness on several multidimensional gene expression datasets from different bioinformatics applications.","https://ieeexplore.ieee.org/document/5333911/","LOCKED","5333911","ZBIT, University of Tübingen, Germany","https://ieeexplore.ieee.org/author/37662554400","1","Janko Dietzsch","37662554400","","","","","","","","","","","","","","","","VISUS, University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37665271000","2","Julian Heinrich","37665271000","ZBIT, University of Tübingen, Germany","https://ieeexplore.ieee.org/author/37064342200","3","Kay Nieselt","37064342200","ICCAS/VCM, Universität Leipzig, Germany","https://ieeexplore.ieee.org/author/37448237300","4","Dirk Bartz","37448237300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333911","186","https://ieeexplore.ieee.org/document/5333911/","Visual analytics","bioinformatics","gene expression experiments","microarray data","large-scale microarray","","","","","Spraying","Visual analytics","Gene expression","Bioinformatics","Statistical analysis","Application software","Terminology","Computer graphics","Data analysis","Data visualization","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333911","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","53","179","SpRay: A visual analytics approach for gene expression data"
"Visual analytics has become an important tool for gaining insight on large and complex collections of data. Numerous statistical tools and data transformations, such as projections, binning and clustering, have been coupled with visualization to help analysts understand data better and faster. However, data is inherently uncertain, due to error, noise or unreliable sources. When making decisions based on uncertain data, it is important to quantify and present to the analyst both the aggregated uncertainty of the results and the impact of the sources of that uncertainty. In this paper, we present a new framework to support uncertainty in the visual analytics process, through statistic methods such as uncertainty modeling, propagation and aggregation. We show that data transformations, such as regression, principal component analysis and k-means clustering, can be adapted to account for uncertainty. This framework leads to better visualizations that improve the decision-making process and help analysts gain insight on the analytic process itself.","https://ieeexplore.ieee.org/document/5332611/","LOCKED","5332611","University of California at Davis, USA","https://ieeexplore.ieee.org/author/37282925900","1","Carlos D. Correa","37282925900","","","","","","","","","","","","","","","","University of California at Davis, USA","https://ieeexplore.ieee.org/author/37593323300","2","Yu-Hsuan Chan","37593323300","University of California at Davis, USA","https://ieeexplore.ieee.org/author/37275869400","3","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","3","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332611","58","https://ieeexplore.ieee.org/document/5332611/","Uncertainty","Data Transformations","Principal Component Analysis","Model Fitting","","","","","","Visual analytics","Uncertainty","Data analysis","Data visualization","Principal component analysis","Statistical analysis","Sampling methods","Decision making","Humans","Blogs","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332611","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","54","51","A framework for uncertainty-aware visual analytics"
"During visual analysis, users must often connect insights discovered at various points of time. This process is often called ldquoconnecting the dots.rdquo When analysts interactively explore complex datasets over multiple sessions, they may uncover a large number of findings. As a result, it is often difficult for them to recall the past insights, views and concepts that are most relevant to their current line of inquiry. This challenge is even more difficult during collaborative analysis tasks where they need to find connections between their own discoveries and insights found by others. In this paper, we describe a context-based retrieval algorithm to identify notes, views and concepts from users' past analyses that are most relevant to a view or a note based on their line of inquiry. We then describe a related notes recommendation feature that surfaces the most relevant items to the user as they work based on this algorithm. We have implemented this recommendation feature in HARVEST, a Web based visual analytic system. We evaluate the related notes recommendation feature of HARVEST through a case study and discuss the implications of our approach.","https://ieeexplore.ieee.org/document/5333023/","LOCKED","5333023","Eindhoven University of Technology, The Netherlands","https://ieeexplore.ieee.org/author/37681468200","1","Yedendra B. Shrinivasan","37681468200","","","","","","","","","","","","","","","","IBM Research, USA","","2","David Gotzy","","IBM Research, USA","https://ieeexplore.ieee.org/author/37674897500","3","Jie Lu","37674897500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","1","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333023","130","https://ieeexplore.ieee.org/document/5333023/","H.3.3 [Information Search and Retrieval]—Retrieval models","","","","","","","","","Joining processes","Algorithm design and analysis","Information retrieval","Visual analytics","Information analysis","Data visualization","Collaboration","Context modeling","Heuristic algorithms","Tag clouds","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333023","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","55","123","Connecting the dots in visual analysis"
"Gene mapping is a statistical method used to localize human disease genes to particular regions of the human genome. When performing such analysis, a genetic likelihood space is generated and sampled, which results in a multidimensional scalar field. Researchers are interested in exploring this likelihood space through the use of visualization. Previous efforts at visualizing this space, though, were slow and cumbersome, only showing a small portion of the space at a time, thus requiring the user to keep a mental picture of several views. We have developed a new technique that displays much more data at once by projecting the multidimensional data into several 2D plots. One plot is created for each parameter that shows the change along that parameter. A radial projection is used to create another plot that provides an overview of the high dimensional surface from the perspective of a single point. Linking and brushing between all the plots are used to determine relationships between parameters. We demonstrate our techniques on real world autism data, showing how to visually examine features of the high dimensional space.","https://ieeexplore.ieee.org/document/5333917/","LOCKED","5333917","Battelle Center for Mathematical Medicine, Nationwide Childrens Hospital & The Ohio State University, USA","https://ieeexplore.ieee.org/author/37570501300","1","Boonthanome Nouanesengsy","37570501300","","","","","","","","","","","","","","","","Battelle Center for Mathematical Medicine, Nationwide Childrens Hospital, USA","https://ieeexplore.ieee.org/author/37667195400","2","Sang-Cheol Seok","37667195400","The Ohio State University, USA","https://ieeexplore.ieee.org/author/37279493500","3","Han-Wei Shen","37279493500","Battelle Center for Mathematical Medicine, Nationwide Childrens Hospital & The Ohio State University, USA","https://ieeexplore.ieee.org/author/37681642300","4","Veronica J Vieland","37681642300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333917","178","https://ieeexplore.ieee.org/document/5333917/","Visualization","Multidimensional data","Linkage Analysis","Posterior Probability of Linkage","PPL","PPLD","LD analysis","Linkage disequilibrium","Autism","Genetics","Humans","Multidimensional systems","Space exploration","Data visualization","Statistical analysis","Diseases","Genomics","Bioinformatics","Performance analysis","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333917","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","56","171","Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders"
"Today, online stores collect a lot of customer feedback in the form of surveys, reviews, and comments. This feedback is categorized and in some cases responded to, but in general it is underutilized - even though customer satisfaction is essential to the success of their business. In this paper, we introduce several new techniques to interactively analyze customer comments and ratings to determine the positive and negative opinions expressed by the customers. First, we introduce a new discrimination-based technique to automatically extract the terms that are the subject of the positive or negative opinion (such as price or customer service) and that are frequently commented on. Second, we derive a Reverse-Distance-Weighting method to map the attributes to the related positive and negative opinions in the text. Third, the resulting high-dimensional feature vectors are visualized in a new summary representation that provides a quick overview. We also cluster the reviews according to the similarity of the comments. Special thumbnails are used to provide insight into the composition of the clusters and their relationship. In addition, an interactive circular correlation map is provided to allow analysts to detect the relationships of the comments to other important attributes and the scores. We have applied these techniques to customer comments from real-world online stores and product reviews from web sites to identify the strength and problems of different products and services, and show the potential of our technique.","https://ieeexplore.ieee.org/document/5333919/","LOCKED","5333919","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37591207400","1","Daniela Oelke","37591207400","","","","","","","","","","","","","","","","Hewlett Packard Laboratories, Palo Alto, CA, USA","https://ieeexplore.ieee.org/author/37069334200","2","Ming Hao","37069334200","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37601356700","3","Christian Rohrdantz","37601356700","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","4","Daniel A. Keim","37283138700","Hewlett Packard Laboratories, Palo Alto, CA, USA","https://ieeexplore.ieee.org/author/37275646700","5","Umeshwar Dayal","37275646700","Hewlett Packard Laboratories, Palo Alto, CA, USA","https://ieeexplore.ieee.org/author/37681663300","6","Lars-Erik Haug","37681663300","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37594026300","7","Halldor Janetzko","37594026300","","","","","","","","","","","","","","","","36","6","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5333919","194","https://ieeexplore.ieee.org/document/5333919/","Visual Opinion Analysis","Visual Sentiment Analysis","Visual Document Analysis","Attribute Extraction","","","","","","Feedback","Pattern analysis","Data visualization","Information resources","Text analysis","Laboratories","Manufacturing","Visual analytics","Customer satisfaction","Customer service","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5333919","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","57","187","Visual opinion analysis of customer feedback data"
"Presents the welcome message from the conference proceedings.","https://ieeexplore.ieee.org/document/5334142/","EPHEMERA","5334142","","https://ieeexplore.ieee.org/author/37086769215","1","Richard May","37086769215","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37449689200","2","Jorn Kohlhammer","37449689200","","https://ieeexplore.ieee.org/author/37086766803","3","John Stasko","37086766803","","https://ieeexplore.ieee.org/author/37086766838","4","Jarke van Wijk","37086766838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334142","viii","https://ieeexplore.ieee.org/document/5334142/","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334142","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","58","viii","Preface"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/5334150/","EPHEMERA","5334150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334150","x","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334150","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","59","x","Symposium committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/5334154/","EPHEMERA","5334154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334154","ix","","","","","","","","","","","Computer graphics","Computer science","Virtual reality","Educational institutions","Conferences","Laboratories","Data engineering","Data visualization","Technical Activities Board","Technical activities","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334154","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","60","ix","IEEE Visualization and Graphics Technical Committee (VGTC)"
"Presents the title page of the proceedings record.","","EPHEMERA","5334453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334453","242","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334453","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","61","241","Challenge"
"This page or pages intentionally left blank.","","EPHEMERA","5332415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332415","282","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332415","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","62","282","[Blank page]"
"The following topics are dealt with: spatio-temporal analytics; multidimensional data; text analytics; graph analytics; visual analytics; life science; and financial applications.","","EPHEMERA","5332423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332423","c4","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332423","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","63","c1","[Front and back covers]"
"Presents the table of contents of the proceedings.","","EPHEMERA","5334141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334141","vii","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334141","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","64","iii","Contents"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","5335376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5335376","212","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5335376","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","65","211","Posters [breaker page]"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","5332408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332408","278","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332408","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","66","277","Panel"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","5332412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332412","4","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332412","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","67","1","Author index"
"Presents the copyright information for the conference. May include reprint permission information.","","EPHEMERA","5334177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334177","ii","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334177","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","68","ii","[Copyright notice]"
"Conference proceedings title page.","","EPHEMERA","5334181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334181","i","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334181","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","69","i","[Title page]"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","5332583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332583","2","","","","","","","","","","","","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332583","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","70","1","Papers"
"The conference offers a note of thanks and lists its reviewers.","","EPHEMERA","5334117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334117","xi","","","","","","","","","","","IEEE","","","","","","","","","","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334117","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","71","xi","Paper reviewers"
"Interactive visualization could become an essential tool in the work of investigative analysts. Visualization could help analysts to explore large collections of data and documents, supporting the analysts investigative sense-making processes. This panel gathers recognized leaders from three important domains, investigative reporting, biosciences (genomics), and intelligence analysis, that all include a fundamental investigative analysis component. The panelists will provide a glimpse into their worlds, describing and illustrating the data they examine, the goals and methods of their analysts, and the culture of their respective professions. In particular, the panelists will explore how visualization could potentially benefit investigators from their domain and they will provide guidance for visualization researchers seeking to collaborate with their colleagues.","","EPHEMERA","5332411","Georgia Tech, (Panel Organizer), USA","https://ieeexplore.ieee.org/author/37267736900","1","John Stasko","37267736900","","","","","","","","","","","","","","","","Duke University, USA","https://ieeexplore.ieee.org/author/37670643100","2","Sarah Cohen","37670643100","Univ. of Colorado School of Medicine, USA","https://ieeexplore.ieee.org/author/38226790100","3","Lawrence Hunter","38226790100","i2 Limited, USA","https://ieeexplore.ieee.org/author/37672224300","4","Joe Parry","37672224300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5332411","281","https://ieeexplore.ieee.org/document/5332411/","investigative analysis","interactive visualization","visual analytics","investigative reporting","genomics","intelligence analysis","","","","Data visualization","Visual analytics","Genomics","Bioinformatics","Information analysis","Software systems","Military computing","Text analysis","Collaboration","Information systems","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5332411","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","72","279","How interactive visualization can assist investigative analysis: Views and perspectives from domain experts"
"People easily find patterns everywhere, from familiar faces in pancakes to voices on the wind and tigers in the clouds. We see patterns behind the migration of birds and which houses get bought and sold in a neighborhood.","","EPHEMERA","5334118","","https://ieeexplore.ieee.org/author/37271142500","1","Andrew Glassner","37271142500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","12-13 Oct. 2009","Atlantic City, NJ, USA","Conferences","10.1109/VAST.2009.5334118","xii","https://ieeexplore.ieee.org/document/5334118/","","","","","","","","","","Computer graphics","Books","Buildings","Animation","Rendering (computer graphics)","Clouds","Birds","Humans","Communications technology","IP networks","5332407","978-1-4244-5283-5","Print ISBN","New-2005","978-1-4244-5283-5","09EX4063","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5334118","12-13 Oct. 2009","5312461","2009 IEEE Symposium on Visual Analytics Science and Technology","2009","IEEE","73","xii","Using stories to understand patterns"
