"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorAffiliations_authorAffiliation_1","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_11","articles_index_terms_author_terms_terms_12","articles_index_terms_author_terms_terms_13","articles_index_terms_author_terms_terms_14","articles_index_terms_author_terms_terms_15","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_insert_date","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We seek an information-revealing representation for high-dimensional data distributions that may contain local trends in certain subspaces. Examples are data that have continuous support in simple shapes with identifiable branches. Such data can be represented by a graph that consists of segments of locally fit principal curves or surfaces summarizing each identifiable branch. We describe a new algorithm to find the optimal paths through such a principal graph. The paths are optimal in the sense that they represent the longest smooth trends through the data set, and jointly they cover the data set entirely with minimum overlap. The algorithm is suitable for hypothesizing trends in high-dimensional data, and can assist exploratory data analysis and visualization.","https://ieeexplore.ieee.org/document/4677367/","LOCKED","4677367","Department of Computer Science, Wayne State University","Department of Computer Science, Wayne State University","https://ieeexplore.ieee.org/author/37673742400","1","Chandan K. Reddy","37673742400","Department of Computer Science, Wayne State University, USA","Department of Computer Science, Wayne State University, USA","https://ieeexplore.ieee.org/author/38277298500","2","Snehal Pokharkar","38277298500","Alcatel-Lucent, Bell Labs, China","Alcatel-Lucent, Bell Labs, China","https://ieeexplore.ieee.org/author/37331517300","3","Tin Kam Ho","37331517300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677367","191","146","https://ieeexplore.ieee.org/document/4677367/","G.4.1 [Mathematics of Computing]: Mathematical Software—Algorithm design and analysis","I.5.3 [Computing Methodologies]: Pattern Recognition—Clustering","","","","","","","","","","","","","","","Skeleton","Data analysis","Pixel","Data visualization","Computer science","Navigation","Tin","Shape","Surface fitting","Mathematics","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677367","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","45","139","Generating hypotheses of trends in high-dimensional data skeletons"
"With advances in computing techniques, a large amount of high-resolution high-quality multimedia data (video and audio, etc.) has been collected in research laboratories in various scientific disciplines, particularly in social and behavioral studies. How to automatically and effectively discover new knowledge from rich multimedia data poses a compelling challenge since state-of-the-art data mining techniques can most often only search and extract pre-defined patterns or knowledge from complex heterogeneous data. In light of this, our approach is to take advantages of both the power of human perception system and the power of computational algorithms. More specifically, we propose an approach that allows scientists to use data mining as a first pass, and then forms a closed loop of visual analysis of current results followed by more data mining work inspired by visualization, the results of which can be in turn visualized and lead to the next round of visual exploration and analysis. In this way, new insights and hypotheses gleaned from the raw data and the current level of analysis can contribute to further analysis. As a first step toward this goal, we implement a visualization system with three critical components: (1) A smooth interface between visualization and data mining. The new analysis results can be automatically loaded into our visualization tool. (2) A flexible tool to explore and query temporal data derived from raw multimedia data. We represent temporal data into two forms - continuous variables and event variables. We have developed various ways to visualize both temporal correlations and statistics of multiple variables with the same type, and conditional and high-order statistics between continuous and event variables. (3) A seamless interface between raw multimedia data and derived data. Our visualization tool allows users to explore, compare, and analyze multi-stream derived variables and simultaneously switch to access raw multimedia data. We demonstrate various functions in our visualization program using a set of multimedia data including video, audio and motion tracking data.","https://ieeexplore.ieee.org/document/4677369/","LOCKED","4677369","Indiana University, USA","Indiana University, USA","https://ieeexplore.ieee.org/author/37087170793","1","Chen Yu","37087170793","Indiana University, Fujian Agriculture and Forestry University, USA","Indiana University, Fujian Agriculture and Forestry University, USA","https://ieeexplore.ieee.org/author/37087173640","2","Yiwen Zhong","37087173640","Indiana University, USA","Indiana University, USA","https://ieeexplore.ieee.org/author/37872609000","3","Thomas Smith","37872609000","Indiana University, USA","Indiana University, USA","https://ieeexplore.ieee.org/author/37872999700","4","Ikhyun Park","37872999700","Indiana University, USA","Indiana University, USA","https://ieeexplore.ieee.org/author/37087173796","5","Weixia Huang","37087173796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677369","1180","162","https://ieeexplore.ieee.org/document/4677369/","visual data mining","multimedia data","","","","","","","H.1.2 [Information Systems]: Models and principles - user/machine systems","H.5.1 [Information Interface and Presentation]: Multimedia Information Systems","H.5.2 [Information Interface and Presentation]: User Interfaces — Graphical user interfaces (GUI)","H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval","H.2.8 [Database Management]: Database Applications —Data mining","","","","Data mining","Data visualization","Multimedia databases","Multimedia computing","Laboratories","Humans","Statistics","Switches","Management information systems","Multimedia systems","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677369","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","46","155","Visual mining of multimedia data for social and behavioral studies"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4677343/","EPHEMERA","4677343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677343","92","ix","https://ieeexplore.ieee.org/document/4677343/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677343","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","47","ix","Symposium Committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4677345/","EPHEMERA","4677345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677345","84","ix","https://ieeexplore.ieee.org/document/4677345/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677345","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","48","ix","Steering Committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4677344/","EPHEMERA","4677344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677344","95","ix","https://ieeexplore.ieee.org/document/4677344/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677344","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","49","ix","International Program Committee"
"Presents the introductory welcome message from the conference proceedings.","https://ieeexplore.ieee.org/document/4677341/","EPHEMERA","4677341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677341","68","vii","https://ieeexplore.ieee.org/document/4677341/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677341","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","50","vii","Preface"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4677342/","EPHEMERA","4677342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677342","44","viii","https://ieeexplore.ieee.org/document/4677342/","","","","","","","","","","","","","","","","","Computer graphics","Computer science","Virtual reality","Conferences","Application software","Data visualization","Technical Activities Board","Technical activities","Augmented reality","Ray tracing","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677342","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","51","viii","IEEE Visualization and Graphics Technical Committee (VGTC)"
"The following topics are dealt with: scientific visual analytics; temporal visual analytics; spatial visual analytics; and collaborative synthesis.","","EPHEMERA","4677337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677337","128","i","https://ieeexplore.ieee.org/document/4677337/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677337","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","52","i","[Title page]"
"Presents the table of contents of the proceedings.","","EPHEMERA","4677339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677339","180","vi","https://ieeexplore.ieee.org/document/4677339/","","","","","","","","","","","","","","","","","Visual analytics","Information analysis","Time series analysis","Performance analysis","Data visualization","Collaborative tools","Context modeling","Space heating","Multidimensional systems","Data mining","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677339","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","53","iii","Contents"
"","","EPHEMERA","4677382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677382","16","194","https://ieeexplore.ieee.org/document/4677382/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677382","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","54","193","Challenge"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","4677349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677349","35","2","https://ieeexplore.ieee.org/document/4677349/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677349","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","55","1","Papers"
"Presents the front cover or splash screen of the proceedings.","","EPHEMERA","4677398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677398","19","c1","https://ieeexplore.ieee.org/document/4677398/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677398","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","56","c1","[Front cover]"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","4677371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677371","15","172","https://ieeexplore.ieee.org/document/4677371/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677371","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","57","171","Posters"
"The conference organizers greatly appreciate the support of the various corporate sponsors listed.","","EPHEMERA","4677340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677340","54","vi","https://ieeexplore.ieee.org/document/4677340/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677340","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","58","vi","Challenge supporters"
"Presents the copyright information for the conference. May include reprint permission information.","","EPHEMERA","4677338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677338","60","ii","https://ieeexplore.ieee.org/document/4677338/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677338","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","59","ii","[Copyright notice]"
"The conference offers a note of thanks and lists its reviewers.","","EPHEMERA","4677346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677346","59","x","https://ieeexplore.ieee.org/document/4677346/","","","","","","","","","","","","","","","","","IEEE","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677346","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","60","x","Paper reviewers"
"This page or pages intentionally left blank.","","EPHEMERA","4677348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677348","19","xii","https://ieeexplore.ieee.org/document/4677348/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677348","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","61","xii","[Blank page]"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","4677397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2008","Columbus, OH, USA","Conferences","10.1109/VAST.2008.4677397","56","226","https://ieeexplore.ieee.org/document/4677397/","","","","","","","","","","","","","","","","","","","","","","","","","","","20081118","4677336","978-1-4244-2935-6","Print ISBN","New-2005","978-1-4244-2935-6","08EX2585","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4677397","19-24 Oct. 2008","4669530","2008 IEEE Symposium on Visual Analytics Science and Technology","2008","IEEE","62","223","Author index"
