Authors
Gina Venolia
Cullen E. Bash
Biswaksen Patnaik
Jean-Marc Verbavatz
Naohisa Sakamoto
Songheng Zhang
Matthew Hall
Randall C. Smith
Matt Williams
Stephen Rudolph
Richen Liu
Ke Wu
Zhen Cao
Paul Craig
Chris Weigle
Bartosz von Rymon-Lipinski
Stephan M. Kerpedjiev
Juan R. Cebral
Kenneth W. Waters
David Feng 0001
Joachim Giesen
Karsten Schwan
Donald L. Brittain
Kai Liu 0001
Tingting Liu
Yan Liu
Richard May 0001
Ted Leibfried
Ryan M. Kilgore
Chandan K. Reddy
Lars Kuehne
Xiaolong Zhang 0001
Thilo Spinner
Benjamin J. Raphael
Brian K. Spears
J. P. Paris
Christian Sigg
Chia Shen
Ulrich Weikard
Benoît Macq
Jie Yun
Kevin B. Inkpen
Eytan Adar
Jiawei Zhang 0003
W. Ronald McCloskey
Carolina Ruiz
David A. Yuen
Wing Yan So
Mark Vincent LaPolla
Jim Davies
Michael Markl 0001
Erez Zadok
Brian N. Wylie
Richard A. Robb
Santhosh Nandhakumar
Jai Y. Yu
Will Schroeder
Guozhong Dai
Leo Yu-Ho Lo
Steven P. Callahan
Boyd Kenkhuis
Yongsu Ahn
Warren A. Hunt
Nikolai A. Svakhine
Isaac Dykeman
Lin Shao 0001
Wei Peng
Rumi Hiraga
Kah Chun Lau
Saleema Amershi
Rick Walker
Guy Albertelli
Rick Kennell
Linping Yuan
David R. Karger
Alexander Bogomjakov
Wendy L. Hodges
Vadim A. Slavin
Michael A. Bender
Mark Wax
Andreas Paepcke
Drew Skau
Hajar Hamidian
Haiyang Wang
Thomas Frühauf
Johannes Schmidt-Ehrenberg
Anzu Hakone
George Hutchinson
Miao Jin
Lewis W. F. Li
Xiaomin Zhu
Ronan Sicre
Zui Chen
Mengchen Liu
Jessica K. Witt
David Watson
Thomas Simpson
Mihran Tuceryan
Zhengyu Su
Michael Smuc
Katherine Weaver
Zac Lucarelli
Nathalie Prevost
Jan-Henrik Haunert
Ke Li
Francis Kilian
Mark A. Christon
Laura Tateosian
Moritz Bächer
Limei Che
Ke Xu
Ronell Sicat
Sebastian Cmentowski
David Kouril
Shamkant B. Navathe
Marcel Worring
Ran Shao
Patrick S. McCormick
Marko Rehácek
Matej Mlejnek
Jose Manuel Cordero Garcia
D. Constanza
Ben Swallow
Sergej Stoppel
James Agutter
Thomas Mühlbacher
Lei Shi 0002
Ravin Balakrishnan
Chris Stolte
Narges Mahyar
Mala Ananth 0001
Benoît Frénay
Stefano Foresti
Isabel Rica Mendez
Hicham G. Elmongui
Amit Kumar
Rita Sevastjanova
Min Song
Julie Delon
Om Gandhi
Hua Guo
David Spretke
Jennifer K. Ryan
Jesse Kriss
Michael Wimmer 0001
James R. Matey
Britian Oates
Nicklaus A. Giacobe
Anna Celler
Jan Zahálka
Rachel Brady
Tova Avidan
Yehuda Koren
Wieland Reich
Sandro Santagata
Jinsong Wang
Tino Weinkauf
Chuan Bu
Steffen Oeltze-Jafra
David Borland
Abraham Stephens
Yuan-Fang Li
John J. Baglino
Audrey L. Michal
Edward Swing
Bin Zhu
Thomas Kapler
D. H. Cui
Vinay Siddavanahalli
Kevin A. Roundy
Qi'an Chen
Kevin G. Yager
Federico Rossi 0001
Jundong Li
Arnaud Prouzeau
Bernd Fröhlich 0001
Jamison Daniel
Gaoqi He
Amelio Vázquez Reina
Genghuai Bai
Seungyong Lee 0001
Florian Mannuß
Jacheng Pan
Stephen M. Ervin
Jian-Guang Lou
Geoffrey P. Ellis
Xiyuan Wang
Weijia Xu
Chi-Tang Chang
Siming Chen 0001
Remo Aslak Burkhard
Siwei Tan
John Biddiscombe
Pascal Volino
Ming-Hoe Kiu
Qinghua Zheng
David Whitney
Xinsong Yang
Janice E. Cuny
Paula Kayongo
Patricia Enns
Peter Lucas 0002
Michael Behrisch 0001
Yusheng Qi
Charles A. H. Baker
Jason Wiese
Nagiza F. Samatova
Renata G. Raidou
Sumit Ghosh
Erdem Kaya
Jiang Wu
Alan Keahey
Haeyong Chung
Weikai Yang
George Michailidis
Yale Song
Ryan Wilson
Randy E. Ellis
Shamal Al-Dohuki
Yongjun Zheng
Gábor Janiga
Milos Srámek
Peter Lee 0005
Qiang Du 0001
Richard Pusch
Maria Tekusova
Rusheng Pan
Daniel Kobras
Thomas Reinhardt
Aaditya G. Landge
Seon Joo Kim
Alyn P. Rockwood
Chris J. Hughes
Mi Chen
Johannes Fuchs 0001
Daniel Borkin
Daniel Olson
Matt Whitlock
Ziyang Guo
C. Harris
Jie Tang 0001
Sarang Joshi
Horst K. Hahn
Tim Althoff
David Allen
Mary Whitton
Johanna E. van der Heyden
Samrat Goswami
Suresh K. Lodha
Silvia Fademrecht
D. Varnadore
George Loriot
Peter Hanula
Daniel C. Glaser
William C. Hill
Martin Marietta
George Chin
Sean Williams
Jason Alexander
Susanne K. Suter
Raimond L. Winslow
Xinyuan Yan
L. I. Ponomarev
G. David Kerlick
Richard M. Wilson 0002
Peter Schröder
Jingrui He
Xinzhu Mu
Martin Tomitsch
Danny Dorling
Susan VanderPlas
Tim Dwyer
Nathalie Bressa
Robert B. Cook
Len Kne
Feng Tian 0001
Anushka Anand
Benjamin Russig
Avneesh Sud
Jian Zhang 0006
Vikram Aggarwal
Chris Faigle
Gokhan Sever
Linda M. Stone
Santhosh Dharmapuri
Alfie Abdul-Rahman
Niranjan Damera-Venkata
Mohamed A. Gad
Gabriel Cantareiro
Jeffrey Baumes
Jörg Meyer 0002
Ruizhen Hu
Wulf Massell
Liang-Chi Hsieh
Nils Hanssen
Laurin Herr
Michael Michaux
Priti Shah
Derya Akbaba
Tom Roxborough
Daniel Sheleheda
Mark Sifer
Jim Durbin
Steven D. Pieper
Dominik Meyer
Martin Kraus
David F. Wiley
Thomas Nocke
Xiaohong Bao
Michael J. Haass
David Lindgren
Gina Eosco
Alina Gvozdik
Guoray Cai
Rebecca Mackenzie
Edward L. Robertson
Hyunggoog Seo
Kai Xu 0003
Monica Zappa
Kenneth R. Allendoerfer
Marcus A. Magnor
Karen Duca
Carson Brownlee
Zachary Leggon
Pascal Goffin
Simon Warchol
Maximilian Weiß
Ling Xiao
Cristina Nita-Rotaru
Claudio D. G. Linhares
Kenneth A. Perrine
Colin N. Dewey
Christoph Flamm
Maria-Elena Froese
Doanna Meads
Wing-Yi Chan
Fabien Jourdan
Michael Kern
Mei C. Chuah
W. Mitchell
Xiaoming Deng 0001
Volker Bromm
David Banks
Jessica Peter
Martin W. Lo
Keith Bein
Linda Pickle
Si Li
Johannes Kuntner
Karl Eckler
Steven G. Parker
Andrew J. Solis
Shin'ichi Satoh 0001
Wenlong Chen
Eric SanJuan
Chuyi Zhao
Nafees U. Ahmed
Zudi Lin
Akhilesh Camisetty
Kate Herd
Mingdong Zhang
Rick Kazman
Eike Nagel
Thomas Müller 0005
Paulo J. S. Silva
Joan C. King
Scott E. Dillard
Jun Wang
David Mayerich
Ji Qi
Angela Nyhout
Reinhard Männer
Teresa O'Connell
Burkhard Wünsche
Andrew V. Royappa
Miriam Perkins
Gianluca Lazzi
Nilaksh Das
Robert Strzodka
Andrew Moore
Sikun Li
Junyoung Choi
Aaron Trott
Patricia Crossno
Kostiantyn Kucher
Barry G. Becker
Krishna M. Roskin
Sebastian Mittelstädt
Daniela Ushizima
Javier Oliván Bescós
Paul van der Corput
Christian Dick
Christophe Lenglet
Marcos Lage
Melanie Görner
Tiago Etiene
Stephen Smart
Clemens H. Cap
Endre Bangerter
Junwon Sung
R. Popovic
Mendel Rosenblum
Lin Jing
David Pugmire
Jeffrey M. DiCarlo
Azam Khan
Prithwish Chakraborty
Nicola Ferro 0001
Jingjing Guo
Kejian Zhao
Chao Ma 0023
Vernon L. Chi
Christopher K. Breuer
Eric Shaffer
Alexander Soen
Lee Byron
Wei-Hsien Hsu
Andreas Glatz
Jing Ma
Achim Ebert
Stephen J. Young
Maria-Cruz Villa-Uriol
Christopher Hahn
Chuhan Shi
Andrew Fall
Kai Xiong
Patrick Reipschläger
Dietmar Offenhuber
Gabor Heinemann
Timothy J. Hallman
Jason F. Shepherd
François Gygi
Fabien Dubuffet
Nathan Mays
Kevin Buchin
Jeffrey LeBlanc
Ola Engelsen
Rainer Wegenkittl
Zikun Deng
Yalin Wang 0001
Sharon J. Laskowski
Sameep Mehta
Laura J. Perovich
Lifeng Zhu
Mike E. Botts
Duong Hoang
Min S. Chong
Bernhard Sadransky
Ali Mahdavi-Amiri
Chen Bao
Nihar Gokhale
Thomas Jansen 0005
Stuart Smith
Jiahui Chen
David M. Vock
Zhongsu Luo
Steven Franconeri
Danilo Barbosa Coimbra
Nam Wook Kim
Daniel Shapiro
Ignacio Ponzoni
Jihoon Kim
Jesse Fugitt
Zhi Wang
E. Timothy O'Brien
Alfred Hough
Theophanis Tsandilas
Marc Olano
Peter Kok
Andrei C. Jalba
Lisa M. Sobierajski
Amitesh Maiti
Angela Boltman
Minghui Chen
Maxime Girardin
Neophytos Neophytou
Werner Klieber
Daniel Baum
Wim C. de Leeuw
Jörg-Stefan Praßni
Masahiro Takatsuka
Charles Gueunet
Yuanyuan Chen
Sougata Mukherjea
Mark W. Jones
Michael Wu
Gary K. L. Tam
A. Pernicks
Natalia V. Andrienko
Wei Zhu 0008
Bill Mark
Shixia Liu
Faramarz F. Samavati
Philipp Muigg
Chi-Chun Pan
Dirk Selle
Jevgenijs Jegorovs
Zihan Yan
Kyeongpil Kang
Christian Partl
Faisal Taher
Peter K. Sorger
Xin Zhao 0015
Yating Wei
Matthias Buchetics
Benjamin Holland
Fosca Giannotti
Pepe Eulzer
Glenn Sun
Seok-Hee Hong 0001
Yang Shi 0007
Tao Ju
Hyunmo Kang
D. Aaron Roberts
Eitan Grinspun
Frank H. Duffy
Dora Kiesel
Hyunwook Lee
Quan Lin
Ulrich Clarenz
Jakob Troidl
Xinyi Zhou 0005
Jinson Zhang
Anastasia Bezerianos
Robert J. K. Jacob
Matthew Steckman
Paul Gene Swann
B. Nilsson
Philip A. Legg
Wolfgang Müller 0004
Frank Krüger 0001
Randy L. Ribler
Max Hermann
Junhong Wang
Stephen M. Kosslyn
Roeland Scheepens
Grzegorz Soza
David M. Senseman
Paula Pfeifle
Dana Higgins
Krishna Desai
Ray E. Jennings
Leif Kobbelt
Matthias Berth
Rohit Ashok Khot
Eddie Simon
David Miller
Tian-Yue Jiang
Jay Takle
Lisa Tweedie
Erika Darling
Michael Meißner
Michael Wilson
Werner Lierse
Patrick J. Moran
Selim Balcisoy
Shaun J. Grannis
Yang Wang
Olga Sorkine-Hornung
Yu-Kun Lai
Matt-Heun Hong
Andreas Schäfler
Tracy Compton
Al Globus
Simon P. Banbury
Ulrich Rist
Patrick Riehmann
Michael Schäfers 0001
Wendy S. Koegler
Kamalakar Karlapalem
Xin Zhang
Neb Duric
Sophie Pallanck
Maria Esteva
Dennis Dimov
Huan Liu
David Levin
Adam Kunen
Sean Kandel
Jens C. Trapp
Ray Wall
Eric A. Wernert
Rainer Splechtna
Deborah Silver
Regulo Franco
Elizabeth Shoop
Naveed Massjouni
Alla Sheffer
Gerald M. Pao
Samuel Gratzl
Diogenes S. Pedro
Danielle Albers Szafir
Pierre-Yves Koenig
Ziyan Liu
Wolf Bartelheimer
Jason M. Proctor
Norman J. Zabusky
Tonya L. Smith-Jackson
Till Wollenberg
Russell A. Lankenau
Wan-Chiu Li
Chao Chen 0004
Luc Wilson
Michael E. Papka
Jingshan Pan
Yuhua Zhou
David Lazer
Hans-Christian Hege
Guy W. Oliver
Lauren Bradel
Brian E. Paul
Helen C. Miles
Susan T. Dumais
Andreas Buja
Nancy Miller
Nicolas Soulié
Ronald M. Summers
Clemens Simmer
Florian Mansmann
Dan Thoma
Zhe Wang
Jarke J. van Wijk
Bruno Raffin
Leo Joskowicz
Chris Henze
Cydney B. Nielsen
Sanaz Golbabaei
Tobias Höllerer
Haejin Jeong
Qiang Guan
Dongjin Choi
Han Krishnan
Joseph L. Steffen
Sarang Lakare
Thorsten May
Liying Sun
Allen R. Martin
Chad Jones
Tiankai Xie
Lars-Arne Schreyer
Ming Wan
Xiaotao Nie
Volker Klemann
W. Philip Kegelmeyer
Tim David
Natalia Konevtsova
Diane Cluxton
Vero Vanden Abeele
Mathieu Malaterre
A. Johannes Pretorius
Amir A. Zamani
Nickolas Faust
Huixuan Xie
Jiali Liu
Ryan Hafen
Guang R. Gao
Douglas J. Cork
Jean-Philippe Domenger
Robert L. Jacob
Aidan Slingsby
Jo Wood
Jeremy Cribb
Pedro R. Walteros
Orlando Ardito
Peter Wolf
Juntong Luo
Madelaine Boyd
Bingchen Liu
Sebastian Koch
Paul Burchard
Boris Bedic
Liangjun Liu
Nathan Conklin
Robert E. Sheehan
Kollukuduru Sravanthi
Shashank Sunkavalli
Torsten W. Kuhlen
Greg Roth
William Hill
Hyunwoo Park
Aniket Kittur
Oliver Fechtig
Yong-Jin Liu
Andrea G. C. Bianchi
Michaela Schmitt
Dennis Jen
Daniel A. Keim
Jiawan Zhang
Kevin A. Huck
Marco Foscato
Zhimin Ren
Joshua Foster
Kang Shi
Weimao Ke
Jonathan Woodruff
John Wilkins
Andrea Liu
Paola Magillo
John Hoffer
Daniel Klötzl
William A. Pike
Toshiharu Nakai
Jin Chen
Donald A. Pellegrino
Jose C. Renteria
Minjeong Shin
Florian Stoffel
Matús Straka
Jean-Daniel Fekete
Shubham Mehta
C. S. Jones
Birgit Henne
Kurt Stockinger
Nathan van Beusekom
Daniel R. Tesone
Peter F. Stadler
Tom Tricoche
Mickaël Fabrègue
Guohua Geng
Yanyan Wang
Ismail Demir
Roseann Bongiovanni
Kasper Hornbæk
Tyler Jacks
Philipp Berg
Anton Bardera
Peter Cahoon
David C. Brown
Fan Du
Qunsheng Peng 0001
Jiansu Pu
Mete Sozen
Mohammad Ghoniem
Mihaela Jarema
Robert Braham
Klaus Hildebrandt
Pramod Chundury
Ligan Cai
Chhandomay Mandal
David Zeltzer
Xin Wang
Kalpathi R. Subramanian
Isaac Liao
Nikolina Ban
Thomas Ernst 0001
Mark R. Noel
Sebastian Gehrmann
Michael Wybrow
Jan-Erik Stange
Ethan Cerami
Roger Gatti
Gianne Derks
Xianyuan Zhan
Rickard Englund
Yuntao Jia
Alan J. Dix
Matthew L. Parry
Richard L. Phillips
Abdelkrim Mebarki
Haris Mumtaz
Charles D. Stolper
Maurizio Patrignani
Sara Diamond
Nathan Winters
Christian Hansen 0001
Weiqiand Zhang
Jared Jessup
Josh Pollock
Jürgen Döllner
Yang Yang
Pat Hanrahan
Pedro Hermosilla
Christian Rössl
Taowei David Wang
Julian Gallop
Beverly E. Faulkner-Jones
Samuel Voß
Mary Brewster
William S. Cleveland
Xu Wang
Roger A. Leite
Yuhua Liu
Aakash Goel
Andrada Tatu
Steven P. Reiss
Brant Peterson
Diane T. Rover
Xumeng Wang
Monica K. Hurdal
Lingxiao Zhao
John R. Wright
Wei Chen 0001
Victor Y. Chen
Wen Zhang
Tim Krake
Zachary Gaston
Kenneth P. Vives
Jürgen Bernard
Elena Fanea
Doug Carmean
Guillaume Colin de Verdière
Yunzhe Wang
Jonathan Dubois
E. Kirby
Rephael Wenger
Bei Chen
Thomas Pabel
Zhicong Lu
Ashley Rye Yauilla
Yonas Sahlemariam Haile
Emil Axelsson
Harsh Bhatia
Ladislav Cmolík
Tomislav Lipic
Robert E. Hiromoto
Bruce F. Naylor
Bryan Chan 0001
Giorgio Corani
Jina Huh
Junghoon Chae
Hidekazu Shiozawa
Sean Ziegeler
Chong Zhang
Philipp Meschenmoser
Sebastian Gerlach
Florian Block
Jun Yuan 0003
Anne Mai Wassermann
Anthony D. Nguyen
Tobias Günther
Helwig Löffelmann
Colin R. F. Monks
Doug Maxwell
Michelle Annett
Stefan Wolfsberger
Zhicheng Liu
Kenneth Moreland
Zhibin Niu
Andreas King
Sujal Bista
Colin Ware
Tim J. Cullip
Shivaraj Tenginakai
Lexing Xie
Adalberto L. Simeone
Stefania Forlini
Kevin I.-J. Ho
Frank Keul
James R. Eagan
Jennifer Rogers
Martin Menzel
Thomas Hoffmann 0002
George Drettakis
Lingyun Yu 0001
Bin Chen
Erik W. Anderson
Robert Krüger
Joseph Budin
N. Trichaud
Hairong Wang
Bri M. Collins
Nikhil Kalghatgi
Narayanan Kasthuri
Xue Wu
Oliver Staubli
Dongmei Zhang 0001
Nikhil Gagvani
John S. Werner
Matthew Hecht
Changhong Zhang
Christoph Hennersperger
David Rossiter
Hariharan Subramonyam
John McGinley
Byonghyo Shim
Hartmut Ziegler
Erik Sundén
Stuart J. Rose
Bryan Green
Abhraneel Sarma
Kui Wu 0003
Benjamin Hoover
Yi Mao
Ji-Dong Yim
Yuchao Liu
Eston Schweickart
Chengliang Chai
Kexin Huang
Günter Blöschl
Themis Palpanas
Brian L. Tieney
Jorik Blaas
Denis Declara
Zezhong Wang 0001
Christopher DeCoro
Ravi Sankar
Wei-Chao Chen
Silvia Born
Jaegul Choo
Kecheng Lu
He Xiao
Suphanut Jamonnak
Jingyi Shen
Peter Kochevar
Rama Akkiraju
Dan Drake
Florian Ferstl
Jean Scholtz
Martina Ziefle
Roland Fraedrich
David S. Ebert
Chun-qi Zhou
Krist Wongsuphasawat
Nils Rodrigues
Samuel Leventhal
Lars Stegger
Yusu Wang 0001
R. Kulkarni
Todd Plessel
Abigail Mosca
Emile A. Hendriks
Yumian Cui
Hiroki Saito
Bruno Jobard
Zvi Polunsky
Richard Alligier
M. Eduard Gröller
Andrés Monroy-Hernández
Basak Alper
Gunther Liebich
Madeline L. Parker
David Duran
Muriel Ross
Hua Su
Xiaoliang Zhao
Pascal Nardini
Michael Cox
Kenneth R. Wood
Christy Jie Liang
Shing-Tung Yau
Kelei Cao
Mark Tautzenberger
Steve M. F. Treavett
Zhan Guo
Thomas J. Grabowski
Wee Siong Ng
Matt McKeon
Pierre Boutillier
Yen-Ting Kuan
Alan M. MacEachren
Heike Hofmann
Ivan Herman
F. David Fracchia
Helia Hosseinpour
Steve Marschner
Richard F. Riesenfeld
Erik Broberg
James R. Jackson
Jonathan Konieczny
Hongzeng Zhang
Frank Enders
Andrés Lalama
Steven R. Corman
Michael Riemer
Raanan Fattal
Robert L. Van Uitert Jr.
Regine Frank
Moez Baccouche
Marlene Zawin
Supriya Garg
Michael Ogawa
Atul Rungta
Jakob Bonart
Anne Schur
Donald J. Jacobs
Bastian Goldlücke
Sebastian Boring
Audrey S. Wang
X. Lin
Ji Lan
Paul Tarantino
Zhenhuang Wang
Markus John
Jessica Hullman
Nelson L. Chang
Jack Simon
Debprakash Patnaik
Tobias Kulschewski
Slava Kisilevich
Nivedita R. Kadaba
Andrew M. McNutt
Richard Weinberg
Jason Freund
Florian Ladstädter
W. Wright
Ginette Wessel
Haoyu Li
Nancy J. Nersessian
Jovan Popovic
Fereshteh Amini
Bernard Kerr
Dazhen Deng
Yunbo Rao
Johannes Knittel
Jason D. Williams
Xin Li 0003
Junpeng Wang
Michael Bajura
David J. Kriegman
Peter W. S. Butcher
Mikayla Biggs
Rachael Brady
Hao Zheng 0006
Florian Grassinger
J. Michalak
Rudolf Benedik
Joe Kohlmann
Heiko Friedrich
Corinna Vehlow
Jonathan Gibbs
Kaden Hazzard
Subhajit Das 0002
George N. Phillips Jr.
Yunhao Xing
Kori Inkpen
Haijun Xia
Huw Dawkes
Sheelagh Carpendale
Dominik Moritz
John Shalf
Alan Chu
Christopher Carner
Fan Hong
Wendell Wiggins
Seungyoon Lee
Patricia F. Anderson
Douglass Davis
Keith W. Bedford
Ling-Jan Chiang
Benno Stein 0001
Miaoxin Hu
Allan R. Wilks
Jock D. Mackinlay
Pradeep Sen
Theodosios Pavlidis
Rui A. P. Perdigão
Roy van Pelt
Alberto Sánchez 0001
Xinyue Xu
Hadi Abdo
Sang-Cheol Seok
Arif Ghafoor
Annie Tat
Paul Kidwell
Zhenhui Peng
Kristin A. Cook
Lu Chen
Hugo Romat
Carlos J. Felix
Roberto Scopigno
Chas Williams
Thomas J. Overbye
Ernest F. Retzel
Joe Michael Kniss
James A. Jones
Lorenz Hurni
Marta Kersten-Oertel
Andrei Hutanu
Steffen Lemke
Chris Rooney
Christopher Koehler
Han-Wei Shen
Weixia Huang
G. David Richardson
Mathieu Desbrun
Sarkis Halladjian
Yu-An Chen
Xenophon Papademetris
Rong Zhang
Fangfang Sheng
Harold J. Ship
Debra Dooley
Changbo Wang
Melissa Perez
Jinpeng Wang
Changgong Zhang
Maik Keller
Daniel Schikore
Arie E. Kaufman
Takafumi Saito
Thomas S. Denney Jr.
Austin H. Patton
Jürgen Hesser
Shaun Moon
Joseph Botros
Mitsuyoshi Yamamoto
Reshika Palaniyappan Velumani
John F. Hughes
Timothy F. Brady
Boris Rabinovich
Alla Zelenyuk
Reihaneh Rabbany
Yige Xu 0001
Longfei Chen
Ivan Barisic
John E. Wenskovitch
Sean Washburn
Arthur G. Telea
Johannes Sorger
Xavier Cavin
David E. Breen
David Dean
Tsai-Ching Lu
Pierre Dragicevic
Brian Hayden
Jefferson Amstutz
André Schulz 0001
Julianna Göbölös-Szabó
Frederick L. Kitson
Clemens Nylandsted Klokmose
Claes Lundström
Doantam Phan
David R. Holmes 0001
R. Daniel Bergeron
Kenichi Yoshida
William J. Tolone
Patrick Oesterling
Hans-Peter Seidel
Lei Zhang
Paul Parsons
Ye Yuan
Alec B. Rebello
Amy Ashurst Gooch
Ahmed Saad
Barrett Ens
Michael Douma
Kenji Shimada
Shauli Ravfogel
Fumeng Yang
Yngve Sekse Kristiansen
Chiew-Lan Tai
Haibo Dong
Jie Bao 0003
Pak Ching Li
Kristi Potter
Thorsten Breitkreutz
Khai N. Truong
Jiewen Lai
Gregory M. Nielson
Wolfram von Funck
Tzu-Wei Hsu
Vernon L. Crow
Mitchell Roth
Ying Yang
Sandy Johan
Martin Skalej
Kathleen C. Howell
Harald Bosch
David H. S. Chung
Hanjun Xian
Amel Guetat
Viswanath Aluru
James Winget
Georgia Albuquerque
David Koller
Randy Frank
Daniel Stevenson
Lijun Wang
Carl-Fredrik Westin
Elias Fayyad
Bryan Fry
Haidong Zhang
Jina Suh
Eser Kandogan
Ethan Howe
Daniel Bielser
Christophe Hurter
Lee M. Seversky
Yubo Tao
Fabio Ganovelli
Timothy Luciani
Johannes Landstorfer
Ken-ichi Okada
Steven J. Goodman
J. Fredrick Cornhill
H. V. Jagadish
Geoff Dorn
Yiren Ding
Inga Scheler
David Guzman
Crystal Ju
Dennis Chau
Shimei Pan
Farah Kamw
Jan Mohring
Nan Zhang 0011
Bernd Hentschel 0001
Alexander Savelyev
Philipp Beck
David Meirion Hughes
Graham Kent
Alexander Hann
Daniel Smilkov
Rong Xu
Cecily C. Ritch
Simon Duque Antón
Adam Summers
Lauro Didier Lins
Xiaodong Zhao
Henk Huitema
P. Thomas Fletcher
Mirco Nanni
Md. Naimul Hoque
Aba-Sah Dadzie
Junhai Yong
Chris Brunsdon
Zhiyuan Zhang
Hans-Werner Braun
Silvia Miksch
Kenneth A. Marx
Youngtaek Kim
Martin J. Eppler
Brian D. Bue
Marti A. Hearst
Christian Roux
Mathieu Pont
Maryam Nafari
Yuval Levy
George S. Davidson
Ioannis G. Tollis
Yinggang Li
Nils Wilhelm
Alper Sahistan
Marc Pottier
Maneesh Agrawala
Ivan Baclija
Binjie Chen
Egemen Tanin
Gregory S. Aldering
Daniel Afergan
Robert Kincaid
Mingliang Xue
Fei Nie
Anders Persson
Cody Dunne
Alark Joshi
Hanna Hauptmann
Jungu Choi
Marina E. Eremeeva
Hannah Kim
Madison A. Elliott
Stanislav V. Klimenko
Xiaoxiao Lian
Venkatram Vishwanath
Gabriel Mistelbauer
Stef van den Elzen
Rodolphe Devillers
Christopher P. Diehl
Karl Heinz Höhne
Jonathan Barlow
Rosane Minghim
Ross Maciejewski
Yixuan Li
Yingyu Wu
Jian Huang
Sami Kilic
Namyong Park
Josh Aller
Manuel Heringer
Randy K. Scoggins
Felica Frankel
Dongning Luo
Michael J. Tarr
David Auber
Mark Wallace 0001
Zafar Ahmed
Bing Ma
Rosemarie McKeon
Alexandra Diehl
Jason Dykes
Sean Liu
Alessandro Giusti
Patrick J. Fitzpatrick
Shoji Okimoto
Frédéric Gilbert 0001
Patrick Hogan
Yafeng Lu
Ying Tu
Qing Li
Huan He
Chang-Sung Jeong
Michael Zinsmaier
Helena Mitásová
Julian Thijssen
Angus G. Forbes
Chin-Yew Lin
Erik Trostmann
Jen-Ping Chen
Will Usher 0001
R. Jordan Crouser
Rebecca Nowak
Bastien Liutkus
Roger Weber
Timothy M. Shead
Linda T. Kaastra
Samuel P. Uselton
Anna Tikhonova
Jamal Alsakran
George Spanos
Preben Holst Mogensen
Florian Foerster
Hong Qin
Greg A. Dasch
Xilong Shen
Karsten Klein 0001
Alethea Bair
Brian Van Essen
Mun-Young Choi
Azalea A. Vo
Tony King
Benjamin B. Bederson
Michael S. Bernstein
Hans-Christian Rodrian
Andreas Just
Julie Lein
Tolga Tasdizen
Niels Willems
Junnan Hu
Ravi S. Nanjundiah
Hyunjoo Song
Lou Martucci
Deok Gun Park 0001
Lalitha Viswanath
Peter Filzmoser
Edward O. Belcher
Gerald Penn
Laura E. Matzen
Dan Sandin
Phong Hai Nguyen
Sang-joon Lee
Patric Ljung
John Schwegler
Stuart A. Tobet
Osamu Saeki
Constance May Bainbridge
Bryan S. Rosenburg
Eduardo Hueso
Shihan Wang 0001
Fabian Jirasek
Bai Wang 0001
Anne E. Carpenter
Yating Lin
John Bingert
Thomas Kirste
Mark A. Livingston
Matthew Brehmer
Helmut Sobieczky
Andrei Lintu
Sebastian Thelen
Cassiano Sugiyama
Erik Wistrand
Teodora Chitiboi
Naren Ramakrishnan
Liviu Tancau
Xiaoyun Hu
Shiping Huang
Dominika Mazur
Sanjini Jayaraman
Martin Hess
Mirek Riedewald
Katrin Scharnowski
Nivan Ferreira
Cecilia R. Aragon
Lisa K. Forssell
Sara L. Su
Mosab Khayat
Janko Dietzsch
Po-Yu Tsai
Xiaoke Huang
Stephen A. Ehmann
Qiang Zhang
Steve T. Bryson
Kangping Hu
J. Edward Swan II
Christian Pölitz
V. V. Gusev
Jianyun Chai
Dwayne R. Westenskow
Eric Liu
David E. Sigeti
James Helman
Patrick Hoffman
Vaidyanathan Krishnamoorthy
Daniel Acevedo Feliz
Alistair Morrison
Jason D. Walter
Yanwei Huang
Stephen Barrass
Jaeseok Huh
Sean Ahern
Sam Ade Jacobs
K. Andrews
Ameya D. Patil
Alisa Neeman
Tom Bobach
Qi Han 0006
Daniel Gubler
Yanhua Chen
Gerik Scheuermann
Andrew Rosenberg
Minxin Cheng
Umeshwar Dayal
Mohamed Ibrahim
Harald Reiterer
Alexandre X. Falcão
Eli T. Brown
Jason J. Levit
Sandeep Kochhar
Christopher D. Lee
Ryutarou Ohbuchi
Zan Armstrong
Christina Stoiber
Jiayi Xu 0001
Zening Qu
David Sinclair
James J. Thomas
A. Ravishankar Rao
Avin Pattath
Sung-Hee Kim
John Gjelberg
Daniel A. Kern
Tran Van Long
Lalitha Sankar
Trenton Pulsipher
Jarkko Oikarinen
Pavol Klacansky
Fausto Bernardini
Lorenz Linhardt
J. Xavier Prochaska
Andreas Johannsen
Rob Hess
Lihua Hao
Amnon Shabo
Zhaocong Yang
Jiang Zhang 0002
David F. Scollan
Binghan Xu
Vivek Verma
Wyatt Ayers
Antonio Murga
Steven Langer
Ping-Kang Hsiung
Ulderico Fugacci
Hausi A. Müller
Can Liu 0004
Zeyu Wang 0005
Rainer Schubert
Gerhard Heyer
Mathias Neugebauer
David Van Riper
Moataz Abdelaal
François Bertel
Britta Renner
Michael Marschollek
Michael Wolverton
Henryk Dobslaw
Dominique Sandner
Nico Korn
Santiago V. Lombeyda
