university,country,city,total students,domain,ranking,address,foundation year,description,undergraduate students,graduate students,international students,latitude,longitude,logo link
University of Toronto,Canada,Toronto,81710.0,utoronto.ca,22,"27 King's College Circle, Room 206, Simcoe Hall",1827.0,"Founded in 1827, the University of Toronto has evolved into Canada’s leading institution of learning, discovery and knowledge creation. We are proud to be one of the world’s top research-intensive universities, driven to invent and innovate.
Our students have the opportunity to learn from and work with preeminent thought leaders through our multidisciplinary network of teaching and research faculty, alumni and partners.",58419.0,23291.0,31086.0,43.666668,-79.416664,https://www.shanghairanking.cn/_uni/logo/760dedb4f.png
Sapienza University of Rome,Italy,Rome,77390.0,uniroma1.it,115,"Piazzale Aldo Moro, 5",1303.0,"Sapienza University of Rome, founded in 1303 by Pope Boniface VIII, is one of the oldest universities in the world, and a top performer in international university rankings.
Since its foundation, Sapienza has constantly played a significant role in Italian history and has been directly involved in key changes and developments in society, economics and politics.
Merging centuries of tradition with cutting-edge didactic activities, research and innovation, Sapienza provides top quality education and research opportunities. The main campus is a real city within the city located in the heart of Rome. Sapienza University is an extraordinary place for students and teachers from around the world to meet, exchange and develop new ideas and philosophies.
The 122,143 students enrolled at Sapienza can choose from over 404 degree programmes (Bachelors, Masters and PhDs) and over 330 specialisation and professional courses, while the “School of Advanced Studies” runs honours programmes and free tuition for its best students.
Sapienza has 11 Faculties, 57 Departments and various research centres that drive high levels of excellence in archaeology, physics and astrophysics, as well as humanities and cultural heritage, environmental studies, nano technology, cellular and gene therapy, design and aerospace.
And it all takes place in one of the most breath-taking cities in the world.",40817.0,36573.0,4717.0,41.9,12.483333,https://www.shanghairanking.cn/_uni/logo/7ecaa1198.png
"Texas A&M University, College Station",United States,College Station,73267.0,tamu.edu,163,George Bush Drive,1876.0,"Scope. The flagship of the 18-member Texas A&M University System, Texas A&M University is a tier one research institution, one of only 62 invited members of the Association of American Universities, and one of only 17 holding the federal land-, sea- , and space-grant designation.
The state’s first public institution of higher learning, Texas A&M has strategically grown into one of the nation’s most diverse and comprehensive universities, offering nearly 200 undergraduate majors and nearly 245 graduate degree programs, as well as professional degrees in law, veterinary medicine, medicine, dentistry, nursing, pharmacy, and public health. With a student body of more than 68,600 (with about 63,000 on the College Station campus), Texas A&M ranks among the nation’s largest universities. It has a maritime branch campus in Galveston, Texas, and an engineering branch campus in Doha, Qatar, and centers in Mexico and Costa Rica.
Academic Excellence. Texas A&M is known for providing a world-class education at a reasonable cost. Twenty-six percent of the student body are the first in their family to attend college, and nearly 60 percent are in the top 10 percent of their high school graduating class. Texas A&M ranks second among public universities nationally for enrollment of National Merit Scholars. It consistently ranks among the top 10 universities in the number of science and engineering doctorates awarded, and in the top 20 in the number of doctoral degrees awarded to minorities.
Graduates excel in the workforce. Texas A&M ranks in the top 10 nationally for graduates who get well-paid jobs, and is first in Texas (and among the top nationally) for early- and mid-career earnings of graduates. Texas A&M also ranks first (along with other institutions) in the number of Fortune 500 CEOs.
Other recent rankings:
#1 among all schools nationally in “Great Schools You Can Actually Get Into” (Money)
#1 among public universities nationally in the number of students (more than 3,900) engaging in study, research, internship, or volunteer experiences abroad (in more than 150 countries) each year (Institute of International Education)
#2 among public universities nationally in “Best Value Schools” (U.S. News & World Report)
#2 among public universities nationally in “research, service, social mobility and contributions to society” (Washington Monthly)
Research. Texas A&M is one of the world’s leading research institutions, with research expenditures of more than $892 million in fiscal year 2016. The National Science Foundation ranks Texas A&M 16th in the nation for total research and development expenditures for fiscal year 2015, at more than $866 million, and sixth in the nation in NSF funding.
Texas A&M researchers conduct studies on every continent, with more than 600 initiatives underway in more than 80 countries. Texas A&M faculty include three Nobel laureates and 53 members of the National Academy of Sciences, National Academy of Engineering, National Academy of Medicine, American Academy of Arts and Sciences, American Law Institute, or American Academy of Nursing.
Texas A&M faculty and students work on practical solutions to real-world challenges, including sustainable and efficient energy, designing and protecting the environment, improving economic development, and enhancing human, animal, and plant health.
Examples include the following:
College of Veterinary Medicine & Biomedical Sciences, the only veterinary college in Texas, conducts advanced research in signature areas of biomedical genomics, cardiovascular sciences, infectious diseases, neuroscience, reproductive biology, toxicology, and veterinary clinical research. The College is pioneering the study of human cancer using the Texas A&M-Texas Veterinary Cancer Registry for pets diagnosed with cancer, the model for the National Veterinary Cancer Registry.
Giant Magellan Telescope Organization (of which Texas A&M is one of 11 international partners) is constructing the largest optical telescope in the world, scheduled to become fully operational by 2024, in Chile.
International Ocean Discovery Program (IODP) is an international marine research collaboration dedicated to advancing scientific understanding of the Earth through drilling, coring, and monitoring the subsea floor. The research enabled by IODP improves our understanding of climate and ocean conditions, the origins of ancient life, the risks posed by geohazards, and the structure and processes of Earth’s tectonic plates and uppermost mantle. IODP began in 2013 and builds on four previous scientific ocean drilling programs that represent the longest-running and most successful international Earth science collaboration.
Center for Innovation in Advanced Development and Manufacturing, founded in 2012 on an initial $285.6 million public-private partnership with the U.S. Department of Health and Human Services, enhances the nation’s emergency preparedness against emerging infectious diseases, including pandemic influenza and chemical, biological, radiological, and nuclear threats. Center researchers accelerate vaccines and other medical products through pre-clinical and clinical development and produce them in response to pandemics or other national emergencies.
Cyclotron Institute, one of only four such university-based, U.S. Department of Energy-funded laboratories, is home to one of a handful of K500 superconducting cyclotrons worldwide, with an unmatched capability for research in nuclear physics and nuclear chemistry. It also serves as a technical support base for collaborative research programs at other major national and international accelerator facilities.
Institute for Infectious Animal Diseases collaborates with agricultural industries, major research universities, the national laboratories, and the World Organization for Animal Health to provide early detection, diagnosis, prevention, response, and recovery as needed to protect the U.S. food supply, through funding from three federal departments: Homeland Security, Agriculture, and Defense.
English Language Learning and Acquisition, established in Texas A&M’s College of Education and Human Development through a $16.3 million grant from the U.S. Department of Education, supports and promotes the college’s ongoing, nationally known programs on closing the achievement gap between English-language learners and their native English-speaking classmates.
Texas A&M helps implement research solutions that improve lives around the world through a technology commercialization office that manages more than 950 patents and 1,650 patent applications relating to a portfolio of more than 1,950 invention disclosures. The Association of Technology Managers ranks Texas A&M among the top in the nation in the number of active, revenue-generating license agreements. In addition, Princeton Review ranks Texas A&M in the top 20 universities nationally for entrepreneurship at the undergraduate level.",56527.0,16740.0,5861.0,30.627777,-96.33417,https://www.shanghairanking.cn/_uni/logo/df03442c2.png
Aix-Marseille University,France,Marseille,72945.0,univ-amu.fr,141,"Jardin du Pharo, 58 bd Charles Livon",2012.0,"Aix-Marseille University is a public, research-intensive, cultural and professional institution located in the south of France.
The merger of the three previous universities of Aix-Marseille was completed on January 1st, 2012. It is now the largest French university with 130 recognized research units linked with major research organizations and 19 faculties and schools. (117 research units and 13 federatives structures that conduct joint research with CNRS, INSERM, IRD, INRA, CEA et l’IFSTTAR). The main research subjects are Mathematics and its interactions, Ecological and agricultural sciences, Physics, Earth and universe sciences, Chemistry, Biology, medicine, Human sciences, humanities, Social sciences, Engineering, Information and communication.
Aix-Marseille University contributes extensively to the knowledge-based economy and the dissemination of knowledge. The research policy in collaboration with leading national research organizations, affirms a strong ambition to improve research in the Aix-Marseille area. AMU aims to encourage innovation and risk taking in basic and applied research. A major challenge is to facilitate interaction and exchange between disciplines, essential to progress in research and to put at the service of research the means necessary to place the potential of the university at the highest national and international levels. Therefore the University has established an Institute for Advanced Study (IMéRA), open to researchers of all disciplines from around the world.
In 2017, Aix-Marseille University gathers almost 78.000 students including more than 10.000 international students from 128 different countries and 4000 PhD students in 12 doctoral schools. The University with its wide range of general and vocational courses including over 590 degree courses offers education and training in all disciplines (19 faculties and school) : Arts, literature, languages and social sciences, Economics and management, Law and politics, Health, medical sciences, Science and technology.
With more than 500 international agreements the University participates in the creation of European area of education and research and in the development of mobility. AMU is actively involved in many networks and consortia (407 Erasmus partners, 298 International cooperation agreements, 88 Degrees with international partnerships, 10 Erasmus Mundus programs, 360 Joint PhDs with 74 countries). Aix-Marseille University is the coordinator of A*Midex, which is one of the 8 French Excellence Initiatives (whose goal is to develop excellence of the French leaders in research and higher education) selected by an international jury on the basis of their potential and strategy, in the framework of the “Investments for the Future” program launched by the French government in 2012. An ambition is an empowerment tool for Aix-Marseille University to boost its excellence and implement a relevant interdisciplinary strategy to take up local and global scientific challenges.",43438.0,29507.0,10020.0,43.28541,5.37606,https://www.shanghairanking.cn/_uni/logo/db573f4a7.png
Jilin University,China,Jilin,71755.0,jlu.edu.cn,164,"No.2699, Qianjin Street, Jilin Province, China",1946.0,"Jilin University (JLU) is a leading national university under the direct jurisdiction of the Ministry of Education of China. Located in Changchun, the capital city of Jilin Province in Northeastern China, the University has eight campuses in six districts which are home to forty-three colleges covering thirteen academic disciplines, including philosophy, economics, law, literature, education, history, science, engineering, agriculture, medicine, management, military science and arts. The University boasts 6 national key laboratories, and 8 national bases for the development of basic science. Other resources include 5 research bases for humanities and social sciences, 9 key laboratories sponsored by the Ministry of Education and 14 by other ministries of Chinese government.
JLU offers a variety of degree programs. It has now 124 undergraduate programs, 311 master's degree program, 240 doctoral degree programs, and 37 post-doctoral programs. The year of 2012 saw the enrollment of a total of 68,000-odd full time students among whom more than 25,000 are graduate students.
At present there are 6,540 faculty members, with 20 members of Chinese Academy of Science and/or Chinese Academy of Engineering, and 1,638 full professors. This dedicated education community is a guarantee of excellence in teaching and research. For years, the University has been playing a major role in the educational, cultural and economic life of Northeast Region of China. In the beginning decade of the new century, the University is committed to achieving the status as one of the leading institutions for higher education well known in China and around the world.
Facilities include, first of all, a fast gigabit computer network. Optic fiber cables connect all the campuses together, and over 20,000 computers are hooked up to the network. Faculty, staff and students can have easy access to the internet/intranet anywhere - in classrooms, dormitories or at home, enjoying online education and online office automation.
There are more than fifty multimedia classrooms and language learning audiovisual classrooms, ten of which are reserved for international students. Special attention has been paid to the construction of 20 basic science laboratories.
The University Library claims a collection of 6.59 million books and is designated as the library of UNESCO, UNIDO and World Bank. It also serves as the Comprehensive Information Center of Liberal Arts of the Ministry of Education, the only Foreign Scientific Text Book Center in Northeast China, and the National Humanities and Social Science Higher Education Books Import Center. It is one of the seven centers of China Academic Library and Information System (CALIS) Center in Northeast China.
Every campus has a gymnasium, a stadium, and arenas for basketball, volleyball, table tennis and artistic gymnastics. The Nanling Campus Stadium, with grass soccer field surrounded by standard synthetic racetracks, can seat 10,000 persons; there are also well-lit synthetic floored tennis courts.
Jilin University has established worldwide exchange and cooperation ties with more than 150 universities, colleges, and research institutes in 31 countries/districts. . Over 1,500 foreign students are currently enrolled in Jilin University.
Life for International students is pleasant. Dormitory rooms are furnished with nice furniture, TV-set, telephone and network terminals. There are reading rooms, cyber-café, tearoom and fitness room in the building. Each year, the University hosts many academic and cultural events including seminars, forums, speech competitions and, performances on various topics and subjects. 400 student groups and organizations enrich campus life with colorful activities.",42609.0,29146.0,1571.0,43.850834,126.56028,https://www.shanghairanking.cn/_uni/logo/76557044.png
Zhengzhou University,China,Zhengzhou,70683.0,zzu.edu.cn,216,"Science Road No.100, Zhengzhou, Henan Province, China",1956.0,"Zhengzhou University was founded on July 10, 2000 through the annexation of the former Henan Medical University, Zhengzhou University and Zhengzhou University of Technology. It has become the only national “211 Project” key university in Henan, and has 12 disciplines including Science, Engineering, Medicine, Literature, History, Philosophy, Law, Economics, Management Science, Pedagogy, Agriculture and Arts. It is co-sponsored by the Henan Provincial Government and the Ministry of Education, and supported by “The Midwest Universities Comprehensive Strength Promotion Project”.
Zhengzhou University has four campuses, i.e. the New Campus, the South Campus, the Institute of Technology and the Medical School. Of the overall area of 6,493 mu, the New Campus located in the New High-tech Zone takes up 4,845 mu, with a construction budget of 1.97 billion RMB and a total construction area of 1.65 million square meters.
Zhengzhou University has over 49,000 full-time undergraduates, 15,000 full-time postgraduates and 1,100 international students. Meanwhile, there are over 6,000 full-time staff members, among whom 30 are members of CAS or CAE, with 6 being full-time and 24 part-time. Besides, the university has over 670 professors and 35 talents who have either won the “National Science Fund for Distinguished Young Scholars” or become candidates of the “100-, 1000- and 10000-talent Plan”, the national “1000-talent Plan” or the provincial “100-talent Plan”, as well as 1600 and more associate professors and more than 1,700 teachers with the doctorate degree.
Zhengzhou University has 46 faculties and 9 affiliated hospitals, offering 104 undergraduate programs, 55 master’s degree programs of the first-level discipline, 237 master’s degree programs of the second-level discipline, 21 doctorate programs of the first-level discipline, 124 doctorate programs of the second-level discipline and at the same time 1 professional doctorate, 19 professional master’s degrees as well as 23 postdoctoral research stations. It has also 14 national high-quality courses, 14 national characteristic specialties, 2 national exemplary teaching centers, 2 national creative experimental zones for talent nurturing mode, 7 national engineering practice education centers, 210 national college student innovation entrepreneurship training programs, 4 national teaching teams, 4 national teaching masters and 2 national bilingual exemplary teaching courses. In addition, the university has 1 National Science Basic Scientific Research and Teaching Personnel Training Base, 1 National College Student Culture Education Base, 1 MOE College Counselor Training and Research Base, 1 Chinese Education Base under the Overseas Chinese Affairs Office, 6 National Key Disciplines, 16 National Key Clinical Specialists, and 214 provincial key disciplines.
Zhengzhou University now owns more than 310 scientific research institutions of all levels/kinds, among which are 1 National Engineering Research Center, 1 National Technology Research Promotion Center, 1 National Chemical Safety Engineering Technology Center, 1 National Research Center for Safety Evaluation of Drugs, 2 National Drug Clinical Research Bases, 3 MOE Key Labs, 1 MOE Engineering Research Center, 1 Key Research Base of College Humanities and Social Sciences sponsored by the MOE and the Province, 1 Sports Culture Research Base under the Sports Culture Development Research Center of the State Sports General Administration, 1 National Intellectual Property Training Base, 4 Henan Provincial Innovation Centers; Provincial Key Labs, Engineering Technology Research Centers, International United Labs, Key Humanities and Social Science Research Bases, Provincial Universities and Colleges Key Principles Open Labs, Engineering Technology Research Centers, State Key Laboratory Cultivation Bases total up to 94, and provincial key scientific and research institutions total up to 111, which indicates a strong capability on basic research, application research and development of science and technology.
Zhengzhou University is honored as one of the Top 400 Afforestation Units by the State Afforestation Committee. With a total construction area of 84,000 sqm, its library contains a collection of books of more than 7.911 million. The university has its own publishing house and issues 13 academic journals. Zhengzhou University also worked with other parties and established SIAS International College and the College of Physical Education.
Zhengzhou University has cultivated an active academic atmosphere and established a good mechanism for extensive exchange and cooperation. It has developed a sound cooperative relationship with more than 20 famous universities and academic institutions including Peking University, Tsinghua University, Chinese Academy of Sciences, and those in Hong Kong and Taiwan. It has also established intercollegiate cooperative relationship with nearly 160 universities from more than 40 countries, mainly the United States, the United Kingdom, France, Japan, Russia, Canada, Australia, South Korea, Kazakhstan, Belarus, Finland, Ukraine, etc.
Zhengzhou University is people-oriented, and attaches great importance to the enhancement of students’ comprehensive qualities. It has cultivated a large number of qualified graduates for the society, and has won many honors and titles above the provincial level in such areas as the party construction, ideology and political sciences, teaching, scientific research, medical care, management, students’ work and logistics services.
Zhengzhou University’s development has received great care and support from the leaders of the central and local government. National leaders, mainly Li Keqiang, Liu Yunshan, Wu Bangguo, Jia Qinglin, Li Changcun, He Guoqiang, Li Lanqing, Luo Gan, Liu Yandong, Lu Zhangong, Chen Zhili, Gu Xiulian, Cheng Siwei, Zhang Siqing, Xu Kuangdi, and Zhang Rongming, etc., have visited Zhengzhou University respectively for inspection and guidance. The chief leaders of the national Ministry of Education, the Provincial Party Committee, and the Provincial Government frequently come to the campus for investigation or on-site work. Under the care and support of these leaders, Zhengzhou University has achieved great progress and good momentum in the areas of personnel cultivation, teaching staff construction, academic disciplines, academic research, new campus development, the Party construction, ideological and political work, etc.
Zhengzhou University will uphold the outlook on scientific development, and play a more active role in the national and regional economic and social development. It will strengthen and promote its status through substantial development, innovative reforms, and significant breakthroughs in certain areas. Zhengzhou University will make every effort to turn itself as a first-class university in China, being internationally well-known and regionally exemplary as well, and make greater contributions in the building of an overall well-off society and the rise of central China.",54087.0,16596.0,1370.0,,,https://www.shanghairanking.cn/_uni/logo/68963418.png
Ankara University,Turkey,Ankara,69737.0,ankara.edu.tr,825,"Ankara, Turkey",1946.0,,,,2789.0,39.91165,32.840305,https://www.shanghairanking.cn/_uni/logo/e0cbd915b.png
University of Lille,France,Lille,69287.0,univ-lille.fr,331,"5 university campuses in the European Metropolis of Lille (Lille - Villeneuve d'Ascq - Roubaix - Tourcoing), Hauts-de-France",1559.0,,,,9007.0,50.632973,3.058585,https://www.shanghairanking.cn/_uni/logo/fdd86a6b1.png
University of Melbourne,Australia,Melbourne,67373.0,unimelb.edu.au,48,Parkville,1853.0,"The University of Melbourne is an internationally recognised research intensive university with a strong tradition of excellence in teaching, research and research training and community engagement. Established in 1853, it is Australia's second oldest university.
Situated on the edge of the City of Melbourne's central business district, the University is uniquely placed, serving as the hub for the vibrant Melbourne-Parkville research precinct, one of the world's leading centres of medical and biotechnological research, and as an essential ingredient of the cosmopolitan inner city Carlton/Fitzroy neighbourhoods.
The city of Melbourne has also been listed as one of the best cities for students in the QS World University Rankings for Best Student Cities, ranking second behind Paris. It also ranked first in the world in the Economist Intelligence Unit’s 2015 Global Liveability Survey.
Melbourne offers six undergraduate degrees and more than 270 graduate programs, including research degrees, professional development programs and a suite of professional entry programs in Architecture, Law, Teaching, Nursing, Medicine and Social Work, among others.
These programs are delivered to about 55,000 students each year, of which 33% are international students from over 150 countries. Melbourne's outstanding performance in international rankings puts it at the forefront of higher education globally. It is ranked 33rd worldwide and first in Australia in the Times Higher Education (THE) global ranking and 49th worldwide and first in Australia in THE’s most recent reputation rankings. The University, at 44th, is also Australia’s leading university according to the Shanghai Jiao Tong’s 2015 Academic Ranking of World Universities.
Melbourne is a member of the Group of Eight research intensive universities, a member of the Asia-Pacific Rim of Universities and of the Universitis 21 network.
The University of Melbourne is one of the finest universities in the world, highly regarded for its distinctive contribution to society through its research, learning and teaching and engagement. Melbourne offers an outstanding education designed to equip students to succeed in a globalised environment. Its six broadly based undergraduate degrees, followed by a professional graduate degree or a research higher degree, are aimed at attracting the brightest students from the widest range of backgrounds.
As a world-class research institution, Melbourne seeks to harness its research to help meet global challenges. With active researchers across the spectrum of research fields, it has established a series of cross-disciplinary research institutes designed to more effectively deal with societal challenges. The University of Melbourne has also refocused its research priorities to better address the major challenges facing the world and to increase its global research competitiveness. It harnesses its research capability to address three Grand Challenges facing the world: understanding our place and purpose, fostering health and wellbeing and supporting sustainability and resilience. The University focuses on building research collaborations across the University and externally with government, industry and other universities.
The University has educated several of Australia’s Nobel Laureates including pioneering immunologist Sir Frank Macfarlane Burnet, and Elizabeth Blackburn, who won the 2009 prize in Physiology or Medicine. Nobel Laureates on staff include Laureate Professor in the Department of Microbiology and Immunology Peter Doherty, whose research focuses on the immune system and who described how the body's immune cells protect against viruses.
An internationally engaged institution, the University participates in public debate, contributes to the development of government policy, links research and teaching with industry and communities, develops deep beneficial relationships with alumni, and applies the outcomes of research to international capacity building programs in developing countries.
The University runs a concerted public engagement program to connect with the local, national and international community. Students staff and members of the public at all stages of their learning journey can engage with national and international thought leaders through activities including the University’s biennial Festival of Ideas and its public lecture program.
Spurring informed debate and discussions is part of the University’s role furthering intellectual endeavour by giving the public the chance to engage with leading national and international experts and thinkers. As a public-funded and public-spirited institution the University of Melbourne is committed to sharing experience and research findings of its experts with the Australian and international community.
The opinions and ideas of University academics, experts in their fields by virtue of their years of research, add depth to the public discourse and educate the public about complex problems.
Key University research successes include the development of the world-first Bionic Ear (Cochlear Implant) at the University’s department of Otolaryngology. Professor Graeme Clark, Foundation Professor of the Department of Otolaryngology in 1970, led the team that developed the prototype, which was implanted into the first patient in 1978. Today, University researchers are developing the world’s first Bionic Eye.",30364.0,37009.0,26206.0,-37.81394,144.96342,https://www.shanghairanking.cn/_uni/logo/741caa454.png
Shandong University,China,Jinan,66652.0,sdu.edu.cn,154,"27， Shanda Nanlu, Shandong Province, China",1901.0,"Shandong University, under the direct jurisdiction of the Ministry of Education, is a key comprehensive university with a long history, a variety of disciplines, strong academic strength, and distinctive characteristics, which has great influence both at home and abroad. Shandong University is a member university of Project 211 and Project 985, two national key construction projects to support the development of high-quality universities.Shandong University is one of the initiative universities of modern Chinese higher education. Its medical school, established in 1864, signified the beginning of modern Chinese higher education. Its main body, Shandong Imperial College (Shandong Da Xue Tang) established in 1901, was the second national university in China, only after the Imperial University of Peking.Shandong University comprises 8 campuses (Jinan Central Campus, Hongjialou Campus, Baotuquan Campus, Qianfoshan Campus, Software Campus, Xinglongshan Campus, Qingdao Campus and Weihai Campus) in three different cities (Jinan, Qingdao and Weihai), covering an area of over 533 hectares (including 200 hectares of the Qingdao campus, the construction of which is to be started soon).The university currently has 3 affiliated hospitals, 4 non-subordinate affiliated hospitals and 11 teaching hospitals. It also enjoys a teaching and administrative staff of 10,200 (including those at the Weihai Campusand the 3 affiliated hospitals included). Its full-time student population totals up to 60,000, of which 43,000 are undergraduates, 15,000 are postgraduates and more than 1,600 are international students. It also has an excellent faculty team of 1,046 professors, including 721 Ph.D supervisors. And now there are 6 academicians of the Chinese Academy of Sciences or the Academy of Engineering, 13 distinguished professors from the “National Recruitment Program of Global Experts,"" 33 distinguished professors and part-time professors from the ""Changjiang Scholars Program"" of the Ministry of Education , 25 winners of the ""National Outstanding Youth Foundation” award, 28 posts for distinguished professors and experts from the ""Taishan Scholars"" of Shandong Province and 8 “National Renowned Teachers”. Two academic innovation teams found themselves in the “Program for Changjiang Scholars and Innovative Research Team” conducted by the Ministry of Education, and another two innovation teams were chosen as the national “Excellent Innovation Groups”.",41037.0,20410.0,2312.0,36.66833,116.99722,https://www.shanghairanking.cn/_uni/logo/97189370.png
