"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We introduce the concept of just-in-time descriptive analytics as a novel application of computational and statistical techniques performed at interaction-time to help users easily understand the structure of data as seen in visualizations. Fundamental to just-intime descriptive analytics is (a) identifying visual features, such as clusters, outliers, and trends, user might observe in visualizations automatically, (b) determining the semantics of such features by performing statistical analysis as the user is interacting, and (c) enriching visualizations with annotations that not only describe semantics of visual features but also facilitate interaction to support high-level understanding of data. In this paper, we demonstrate just-in-time descriptive analytics applied to a point-based multi-dimensional visualization technique to identify and describe clusters, outliers, and trends. We argue that it provides a novel user experience of computational techniques working alongside of users allowing them to build faster qualitative mental models of data by demonstrating its application on a few use-cases. Techniques used to facilitate just-in-time descriptive analytics are described in detail along with their runtime performance characteristics. We believe this is just a starting point and much remains to be researched, as we discuss open issues and opportunities in improving accessibility and collaboration.","https://ieeexplore.ieee.org/document/6400487/","LOCKED","6400487","IBM Center for Advanced Visualization, IBM Research","https://ieeexplore.ieee.org/author/37269701600","1","Eser Kandogan","37269701600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400487","82","https://ieeexplore.ieee.org/document/6400487/","Just-in-time descriptive analytics","feature identification and characterization","point-based visualizations","","","","","Data visualization","Market research","Semantics","Feature extraction","Visualization","Clustering algorithms","Data mining","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400487","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","52","73","Just-in-time annotation of clusters, outliers, and trends in point-based data visualizations"
"Finding patterns and trends in spatial and temporal datasets has been a long studied problem in statistics and different domains of science. This paper presents a visual analytics approach for the interactive exploration and analysis of spatiotemporal correlations among multivariate datasets. Our approach enables users to discover correlations and explore potentially causal or predictive links at different spatiotemporal aggregation levels among the datasets, and allows them to understand the underlying statistical foundations that precede the analysis. Our technique utilizes the Pearson's product-moment correlation coefficient and factors in the lead or lag between different datasets to detect trends and periodic patterns amongst them.","https://ieeexplore.ieee.org/document/6400491/","LOCKED","6400491","Purdue University, USA","https://ieeexplore.ieee.org/author/37397435000","1","Abish Malik","37397435000","","","","","","","","","","","","","","","","Arizona State University, USA","https://ieeexplore.ieee.org/author/37396008400","2","Ross Maciejewski","37396008400","Purdue University, USA","https://ieeexplore.ieee.org/author/37295438200","3","Niklas Elmqvist","37295438200","Sejong University, South Korea","https://ieeexplore.ieee.org/author/37557344300","4","Yun Jang","37557344300","Purdue University, USA","https://ieeexplore.ieee.org/author/37282598900","5","David S. Ebert","37282598900","Purdue University, USA","https://ieeexplore.ieee.org/author/37086722092","6","Whitney Huang","37086722092","","","","","","","","","","","","","","","","","","","","","22","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400491","42","https://ieeexplore.ieee.org/document/6400491/","Visual analytics","correlative analysis","","","","","","Correlation","Time series analysis","Visual analytics","Spatiotemporal phenomena","Data visualization","Market research","Educational institutions","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400491","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","53","33","A correlative analysis process in a visual analytics environment"
"Increasingly, social network datasets contain social attribute information about actors and their relationship. Analyzing such network with social attributes requires making sense of not only its structural features, but also the relationship between social features in attributes and network structures. Existing social network analysis tools are usually weak in supporting complex analytical tasks involving both structural and social features, and often overlook users' needs for sensemaking tools that help to gather, synthesize, and organize information of these features. To address these challenges, we propose a sensemaking framework of social-network visual analytics in this paper. This framework considers both bottom-up processes, which are about constructing new understandings based on collected information, and top-down processes, which concern using prior knowledge to guide information collection, in analyzing social networks from both social and structural perspectives. The framework also emphasizes the externalization of sensemaking processes through interactive visualization. Guided by the framework, we develop a system, SocialNetSense, to support the sensemaking in visual analytics of social networks with social attributes. The example of using our system to analyze a scholar collaboration network shows that our approach can help users gain insight into social networks both structurally and socially, and enhance their process awareness in visual analytics.","https://ieeexplore.ieee.org/document/6400558/","LOCKED","6400558","The Pennsylvania State University","https://ieeexplore.ieee.org/author/37075500200","1","Liang Gou","37075500200","","","","","","","","","","","","","","","","The Pennsylvania State University","https://ieeexplore.ieee.org/author/37085442983","2","Xiaolong Zhang","37085442983","University of Michigan","https://ieeexplore.ieee.org/author/37664952400","3","Airong Luo","37664952400","University of Michigan","https://ieeexplore.ieee.org/author/37086650036","4","Patricia F. Anderson","37086650036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400558","142","https://ieeexplore.ieee.org/document/6400558/","Social network","visualization","sensemaking","visual analytics","SocialNetSense","","","Social network services","Data visualization","Visual analytics","Educational institutions","Collaboration","History","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400558","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","54","133","SocialNetSense: Supporting sensemaking of social and structural features in networks with interactive visualization"
"Ever improving computing power and technological advances are greatly augmenting data collection and scientific observation. This has directly contributed to increased data complexity and dimensionality, motivating research of exploration techniques for multidimensional data. Consequently, a recent influx of work dedicated to techniques and tools that aid in understanding multidimensional datasets can be observed in many research fields, including biology, engineering, physics and scientific computing. While the effectiveness of existing techniques to analyze the structure and relationships of multidimensional data varies greatly, few techniques provide flexible mechanisms to simultaneously visualize and actively explore high-dimensional spaces. In this paper, we present an inverse linear affine multidimensional projection, coined iLAMP, that enables a novel interactive exploration technique for multidimensional data. iLAMP operates in reverse to traditional projection methods by mapping low-dimensional information into a high-dimensional space. This allows users to extrapolate instances of a multidimensional dataset while exploring a projection of the data to the planar domain. We present experimental results that validate iLAMP, measuring the quality and coherence of the extrapolated data; as well as demonstrate the utility of iLAMP to hypothesize the unexplored regions of a high-dimensional space.","https://ieeexplore.ieee.org/document/6400489/","LOCKED","6400489","University of Calgary","https://ieeexplore.ieee.org/author/37086772630","1","Elisa Portes dos Santos Amorim","37086772630","","","","","","","","","","","","","","","","University of Calgary","https://ieeexplore.ieee.org/author/37829425000","2","Emilio Vital Brazil","37829425000","NYU Polytechnic Institute","https://ieeexplore.ieee.org/author/37602531100","3","Joel Daniels","37602531100","University of Sao Paulo","https://ieeexplore.ieee.org/author/38017343000","4","Paulo Joia","38017343000","University of Sao Paulo","https://ieeexplore.ieee.org/author/37590974800","5","Luis Gustavo Nonato","37590974800","University of Calgary","https://ieeexplore.ieee.org/author/37267488200","6","Mario Costa Sousa","37267488200","","","","","","","","","","","","","","","","","","","","","9","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400489","62","https://ieeexplore.ieee.org/document/6400489/","","","","","","","","Data visualization","Visualization","Vectors","Space exploration","Optimization","Measurement","Robustness","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400489","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","55","53","iLAMP: Exploring high-dimensional spacing through backward multidimensional projection"
"For a user to perceive continuous interactive response time in a visualization tool, the rule of thumb is that it must process, deliver, and display rendered results for any given interaction in under 100 milliseconds. In many visualization systems, successive interactions trigger independent queries and caching of results. Consequently, computationally expensive queries like multidimensional clustering cannot keep up with rapid sequences of interactions, precluding visual benefits such as motion parallax. In this paper, we describe a heuristic prefetching technique to improve the interactive response time of KMeans clustering in dynamic query visualizations of multidimensional data. We address the tradeoff between high interaction and intense query computation by observing how related interactions on overlapping data subsets produce similar clustering results, and characterizing these similarities within a parameter space of interaction. We focus on the two-dimensional parameter space defined by the minimum and maximum values of a time range manipulated by dragging and stretching a one-dimensional filtering lens over a plot of time series data. Using calculation of nearest neighbors of interaction points in parameter space, we reuse partial query results from prior interaction sequences to calculate both an immediate best-effort clustering result and to schedule calculation of an exact result. The method adapts to user interaction patterns in the parameter space by reprioritizing the interaction neighbors of visited points in the parameter space. A performance study on Mesonet meteorological data demonstrates that the method is a significant improvement over the baseline scheme in which interaction triggers on-demand, exact-range clustering with LRU caching. We also present initial evidence that approximate, temporary clustering results are sufficiently accurate (compared to exact results) to convey useful cluster structure during rapid and protracted interaction.","https://ieeexplore.ieee.org/document/6400493/","LOCKED","6400493","School of Computer Science and Center for Spatial Analysis The University of Oklahoma","https://ieeexplore.ieee.org/author/37086766962","1","Zafar Ahmed","37086766962","","","","","","","","","","","","","","","","School of Computer Science and Center for Spatial Analysis The University of Oklahoma","https://ieeexplore.ieee.org/author/37564883300","2","Chris Weaver","37564883300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400493","22","https://ieeexplore.ieee.org/document/6400493/","D.2.2 [Software Engineering]: Design Tools and Techniques — [User Interfaces]","H.2.3 [Information Systems]: Database Management — [Languages]","H.5.2 [Information Systems]: Information Interfaces and Presentation — [User Interfaces]","","","","","Prefetching","Clustering algorithms","Lenses","Data visualization","Visualization","Algorithm design and analysis","Time series analysis","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400493","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","56","13","An adaptive parameter space-filling algorithm for highly interactive cluster exploration"
"The 2012 Visual Analytics Science and Technology (VAST) Challenge posed two challenge problems for participants to solve using a combination of visual analytics software and their own analytic reasoning abilities. Challenge 1 (C1) involved visualizing the network health of the fictitious Bank of Money to provide situation awareness and identify emerging trends that could signify network issues. Challenge 2 (C2) involved identifying the issues of concern within a region of the Bank of Money network experiencing operational difficulties utilizing the provided network logs. Participants were asked to analyze the data and provide solutions and explanations for both challenges. The data sets were downloaded by nearly 1100 people by the close of submissions. The VAST Challenge received 40 submissions with participants from 12 different countries, and 14 awards were given.","https://ieeexplore.ieee.org/document/6400529/","LOCKED","6400529","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085505404","1","Kristin Cook","37085505404","","","","","","","","","","","","","","","","University of Massachusetts Lowell","https://ieeexplore.ieee.org/author/37360588500","2","Georges Grinstein","37360588500","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37357067600","3","Mark Whiting","37357067600","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085518782","4","Michael Cooper","37085518782","Air Force Research Laboratory","https://ieeexplore.ieee.org/author/37318416900","5","Paul Havig","37318416900","Air Force Research Laboratory","https://ieeexplore.ieee.org/author/37085508309","6","Kristen Liggett","37085508309","National Security Agency","https://ieeexplore.ieee.org/author/37085459022","7","Bohdan Nebesh","37085459022","National Security Agency","https://ieeexplore.ieee.org/author/37085470329","8","Celeste Lyn Paul","37085470329","","","","","","","","","","","12","3","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400529","255","https://ieeexplore.ieee.org/document/6400529/","Visual analytics","human information interaction","sense making","evaluation","metrics","contest","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400529","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","57","251","VAST Challenge 2012: Visual analytics for big data"
"The IEEE Visual Analytics Science and Technology (VAST) Conference continues to develop and grow. Each year brings new researchers to the field and produces important advances in the theory and practice of visual analytics. VAST is now in its seventh year, and it is the third year as an IEEE Conference. The presented work demonstrates significant growth and maturation of the visual analytics community. We received 104 submissions and were able to accept 30 papers into the program. The conference program reflects the breadth of research in the visual analytics community. Paper sessions cover such areas as foundations of the analysis process; tree, network and social network analysis; support for sensemaking and collaborative analysis; visual computational analysis of multivariate data; space and time; and many applications of visual analytics capabilities such as in the biomedical field, risk management, text and document analysis. To select this year's program, an international program committee of 35 experts carefully considered and reviewed the papers through a two-cycle review process instituted this year. Each paper was assigned to a primary and a secondary reviewer from this committee. The primary and secondary reviewers assigned one more tertiary reviewer to each paper so that at least four reviews were provided for all papers. Based on these reviews, the paper chairs selected the papers conditionally first. The primary reviewer had to evaluate the revised papers carefully in the second review cycle. Finally, the paper chairs accepted 30 papers and organized the program sessions. We are grateful to the International Program Committee and the reviewers for their contributions to a successful review process.","https://ieeexplore.ieee.org/document/6400499/","EPHEMERA","6400499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400499","1","https://ieeexplore.ieee.org/document/6400499/","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400499","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","58","1","Preface: Message from the General and Paper Chairs"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/6400496/","EPHEMERA","6400496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400496","1","","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400496","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","59","1","Committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/6400498/","EPHEMERA","6400498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400498","1","","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400498","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","60","1","Committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/6400497/","EPHEMERA","6400497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400497","1","","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400497","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","61","1","Conference committee"
"The following topics are dealt with: visual-computational multivariate data analysis; categorical data analysis; text analysis; sensemaking; design studies; spatio-temporal data; pattern classification; pattern clustering; correlation methods; and visual analytics.","","EPHEMERA","6400502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400502","1","","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400502","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","62","1","[Title page]"
"Presents the copyright information for the conference. May include reprint permission information.","","EPHEMERA","6400501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400501","1","","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400501","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","63","1","[Copyright notice]"
"The conference offers a note of thanks and lists its reviewers.","","EPHEMERA","6400495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400495","1","","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400495","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","64","1","Reviewers"
"Presents the table of contents of the proceedings record.","","EPHEMERA","6400500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400500","4","","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400500","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","65","1","Table of contents"
"The VAST Challenge 2012 deals with large data network analysis. The challenge scenario is centered around the computer network of the fictitious Bank of Money (BoM). BoM operates 888,977 computers which are geographically distributed on a fictitious landmass. The provided data has a hierarchical structure grouping machines in business units, facilities, machine classes and machine types. For each machine, up to 192 status logs in a two day time period were provided. These logs report on three status attributes: policy, activity and number of connections. The main task of Mini-Challenge 1 was to highlight up to five anomalies in the massive data set. We address this challenge by presenting HIVEBEAT, a highly interactive visualization environment for broad-scale exploratory analysis and tracing. It offers eight interactive views which visualize different aspects of the data, support brushing and linking and are complemented with time-dependent and sequence-based filtering. Some of these components build on ideas from earlier works [2, 3, 4]. With HIVEBEAT, we were able to identify five anomalies and justify them with plausible hypotheses.","","EPHEMERA","6400518","Institute for Visualization and Interactive Systems (VIS), Universität Stuttgart, Germany Visualization Research Center Universität Stuttgart (VISUS), Germany","https://ieeexplore.ieee.org/author/37077786200","1","Robert Krüger","37077786200","","","","","","","","","","","","","","","","Institute for Visualization and Interactive Systems (VIS), Universität Stuttgart, Germany Visualization Research Center Universität Stuttgart (VISUS), Germany","https://ieeexplore.ieee.org/author/37683989300","2","Harald Bosch","37683989300","Institute for Visualization and Interactive Systems (VIS), Universität Stuttgart, Germany Visualization Research Center Universität Stuttgart (VISUS), Germany","https://ieeexplore.ieee.org/author/37593029700","3","Steffen Koch","37593029700","Institute for Visualization and Interactive Systems (VIS), Universität Stuttgart, Germany Visualization Research Center Universität Stuttgart (VISUS), Germany","https://ieeexplore.ieee.org/author/37303115200","4","Christoph Müller","37303115200","Institute for Visualization and Interactive Systems (VIS), Universität Stuttgart, Germany Visualization Research Center Universität Stuttgart (VISUS), Germany","https://ieeexplore.ieee.org/author/37287276500","5","Guido Reina","37287276500","Institute for Visualization and Interactive Systems (VIS), Universität Stuttgart, Germany Visualization Research Center Universität Stuttgart (VISUS), Germany","https://ieeexplore.ieee.org/author/38233559700","6","Dennis Thom","38233559700","Institute for Visualization and Interactive Systems (VIS), Universität Stuttgart, Germany Visualization Research Center Universität Stuttgart (VISUS), Germany","https://ieeexplore.ieee.org/author/37268023800","7","Thomas Ertl","37268023800","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400518","278","https://ieeexplore.ieee.org/document/6400518/","H.5.2 [Information Interfaces and Presentation]: User Interfaces — GUI","H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval — Search process","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400518","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","66","277","HIVEBEAT — A highly interactive visualization environment for broad-scale exploratory analysis and tracing: VAST 2012 Mini Challenge 1 award: Honorable mention for comprehensive visualization suite"
"The complex computer networks of large organisations contain many machines of many types, used in many geographic locations. Although system administrators should monitor the health of each machine, they need to do so within the context of the whole computer network. Our visualization presents the health of a fictitious financial institution's computer network at a snapshot in time and over a time range, and preserves the important aspects of each facility's administrative and geographic context. Using the “Bank of Money” VAST Challenge dataset, our visualization allowed us to correctly identify several areas of concern, as well as hypothesise about their causes.","","EPHEMERA","6400522","giCentre, School of Informatics City University London","https://ieeexplore.ieee.org/author/37077799700","1","A. Kachkaev","37077799700","","","","","","","","","","","","","","","","giCentre, School of Informatics City University London","https://ieeexplore.ieee.org/author/38233564700","2","I. Dillingham","38233564700","giCentre, School of Informatics City University London","https://ieeexplore.ieee.org/author/37085483305","3","R. Beecham","37085483305","giCentre, School of Informatics City University London","https://ieeexplore.ieee.org/author/37077419200","4","S. Goodwin","37077419200","giCentre, School of Informatics City University London","https://ieeexplore.ieee.org/author/37086678376","5","N. Ahmed","37086678376","giCentre, School of Informatics City University London","https://ieeexplore.ieee.org/author/37590960700","6","A. Slingsby","37590960700","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400522","270","https://ieeexplore.ieee.org/document/6400522/","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400522","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","67","269","Monitoring the health of computer networks with visualization: VAST 2012 Mini Challenge 1 award: “Efficient use of visualization”"
