"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorAffiliations_authorAffiliation_0","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorAffiliations_authorAffiliation_0","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_insert_date","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We present a visualization system for users to examine real-time strategy games, which have become very popular globally in recent years. Unlike previous systems that focus on showing statistics and build order, our system can depict the most important part - battles in the games. Specifically, we visualize detailed movements of armies belonging to respective nations on a map and enable users to examine battles from a global view to a local view. In the global view, battles are depicted by curved arrows revealing how the armies enter and escape from the battlefield. By observing the arrows and the height map, users can make sense of offensive and defensive strategies easily. In the local view, units of each type are rendered on the map, and their movements are represented by animation. We also render an attack line between a pair of units if one of them can attack the other to help users analyze the advantages and disadvantages of a particular formation. Accordingly, users can utilize our system to discover statistics, build order, and battles, and learn strategies from games played by professionals.","https://ieeexplore.ieee.org/document/8585594/","LOCKED","8585594","National Chiao Tung University","National Chiao Tung University","https://ieeexplore.ieee.org/author/37085632802","1","Yen-Ting Kuan","37085632802","","","","","","","","","","","","","National Chiao Tung University","National Chiao Tung University","https://ieeexplore.ieee.org/author/37407536000","2","Yu-Shuen Wang","37407536000","National Chiao Tung University","National Chiao Tung University","https://ieeexplore.ieee.org/author/37085630889","3","Jung-Hong Chuang","37085630889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585594","441","80","https://ieeexplore.ieee.org/document/8585594/","real-time strategy games","StarCraft","game visualization","trajectories","","","","","","Games","Buildings","Visualization","Tools","Artificial intelligence","Real-time systems","Training","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585594","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","46","71","Visualizing Real-Time Strategy Games: The Example of StarCraft II"
"Textual criticism consists of the identification and analysis of variant readings among different versions of a text. Being a relatively simple task for modern languages, the collation of medieval text traditions ranges from the complex to the virtually impossible depending on the degree of instability of textual transmission. We present a visual analytics environment that supports computationally aligning such complex textual differences typical of orally inflected medieval poetry. For the purpose of analyzing alignment, we provide interactive visualizations for different text hierarchy levels, specifically, a meso reading view to support investigating repetition and variance at the line level across text segments. In addition to outlining important aspects of our interdisciplinary collaboration, we emphasize the utility of the proposed system by various usage scenarios in medieval French literature.","https://ieeexplore.ieee.org/document/8585505/","LOCKED","8585505","Image and Signal Processing Group, Institute for Computer Science, Leipzig University, Germany","Image and Signal Processing Group, Institute for Computer Science, Leipzig University, Germany","https://ieeexplore.ieee.org/author/38243241100","1","Stefan Jänicke","38243241100","","","","","","","","","","","","","Digital Humanities, New York University Abu Dhabi, United Arab Emirates","Digital Humanities, New York University Abu Dhabi, United Arab Emirates","https://ieeexplore.ieee.org/author/37086557413","2","David Joseph Wrisley","37086557413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585505","315","138","https://ieeexplore.ieee.org/document/8585505/","","","","","","","","","","Visual analytics","Data visualization","Task analysis","Phonetics","Prototypes","Heating systems","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585505","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","47","127","Interactive Visual Alignment of Medieval Text Versions"
"Current and future supercomputers have tens of thousands of compute nodes interconnected with high-dimensional networks and complex network topologies for improved performance. Application developers are required to write scalable parallel programs in order to achieve high throughput on these machines. Application performance is largely determined by efficient inter-process communication. A common way to analyze and optimize performance is through profiling parallel codes to identify communication bottlenecks. However, understanding gigabytes of profiled at a is not a trivial task. In this paper, we present a visual analytics system for identifying the scalability bottlenecks and improving the communication efficiency of massively parallel applications. Visualization methods used in this system are designed to comprehend large-scale and varied communication patterns on thousands of nodes in complex networks such as the 5D torus and the dragonfly. We also present efficient rerouting and remapping algorithms that can be coupled with our interactive visual analytics design for performance optimization. We demonstrate the utility of our system with several case studies using three benchmark applications on two leading supercomputers. The mapping suggestion from our system led to 38% improvement in hop-bytes for Mini AMR application on 4,096 MPI processes.","https://ieeexplore.ieee.org/document/8585646/","LOCKED","8585646","University of California, Davis","University of California, Davis","https://ieeexplore.ieee.org/author/37086133964","1","Takanori Fujiwara","37086133964","","","","","","","","","","","","","Argonne National Laboratory","Argonne National Laboratory","https://ieeexplore.ieee.org/author/37591275300","2","Preeti Malakar","37591275300","Indiana University-Purdue University Indianapolis","Indiana University-Purdue University Indianapolis","https://ieeexplore.ieee.org/author/38581219900","3","Khairi Reda","38581219900","Argonne National Laboratory","Argonne National Laboratory","https://ieeexplore.ieee.org/author/37282610100","4","Venkatram Vishwanath","37282610100","Argonne National Laboratory, Northern Illinois University","Argonne National Laboratory, Northern Illinois University","https://ieeexplore.ieee.org/author/37267817200","5","Michael E. Papka","37267817200","University of California, Davis","University of California, Davis","https://ieeexplore.ieee.org/author/37275869400","6","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","7","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585646","363","70","https://ieeexplore.ieee.org/document/8585646/","Supercomputing","parallel communications","performance analysis","visual analytics","communication visualization","","","","","Visual analytics","Data visualization","Tools","Supercomputers","Network topology","Routing","Two dimensional displays","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585646","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","48","59","A Visual Analytics System for Optimizing Communications in Massively Parallel Applications"
"Subspace analysis methods have gained interest for identifying patterns in subspaces of high-dimensional data. Existing techniques allow to visualize and compare patterns in subspaces. However, many subspace analysis methods produce an abundant amount of patterns, which often remain redundant and are difficult to relate. Creating effective layouts for comparison of subspace patterns remains challenging. We introduce Pattern Trails, a novel approach for visually ordering and comparing subspace patterns. Central to our approach is the notion of pattern transitions as an interpretable structure imposed to order and compare patterns between subspaces. The basic idea is to visualize projections of subspaces side-by-side, and indicate changes between adjacent patterns in the subspaces by a linked representation, hence introducing pattern transitions. Our contributions comprise a systematization for how pairs of subspace patterns can be compared, and how changes can be interpreted in terms of pattern transitions. We also contribute a technique for visual subspace analysis based on a data-driven similarity measure between subspace representations. This measure is useful to order the patterns, and interactively group subspaces to reduce redundancy. We demonstrate the usefulness of our approach by application to several use cases, indicating that data can be meaningfully ordered and interpreted in terms of pattern transitions.","https://ieeexplore.ieee.org/document/8585613/","LOCKED","8585613","University of Konstanz","University of Konstanz","https://ieeexplore.ieee.org/author/38233561600","1","Dominik Jäckle","38233561600","","","","","","","","","","","","","University of Konstanz","University of Konstanz","https://ieeexplore.ieee.org/author/37085899690","2","Michael Hund","37085899690","University of Konstanz","University of Konstanz","https://ieeexplore.ieee.org/author/38551542600","3","Michael Behrisch","38551542600","University of Konstanz","University of Konstanz","https://ieeexplore.ieee.org/author/37283138700","4","Daniel A. Keim","37283138700","TU Graz","TU Graz","https://ieeexplore.ieee.org/author/37282557600","5","Tobias Schreck","37282557600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585613","338","12","https://ieeexplore.ieee.org/document/8585613/","H.5.2 [Information Interfaces and Presentation]","user Interfaces—Graphical User Interfaces","Interaction Styles","","","","","","","Data visualization","Task analysis","Data analysis","Visual analytics","Redundancy","Machine learning","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585613","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","49","1","Pattern Trails: Visual Analysis of Pattern Transitions in Subspaces"
"Storylines are adept at communicating complex change by encoding time on the x-axis and using the proximity of lines in the y direction to represent interaction between entities. The original definition of a storyline visualization requires data defined in terms of explicit interaction groups. Relaxing this definition allows storyline visualization to be applied more generally, but this creates questions about how the y-coordinate should encode interactions when this is tied to a particular place or state. To answer this question, we conducted a design study where we considered two layout algorithm design alternatives within a geo-temporal analysis tool written to solve part of the VAST Challenge 2014. We measured the performance of users at overview and detail oriented tasks between two storyline layout algorithms. To the best of our knowledge, this paper is the first work to question the design principles for storyline visualization, and what we found surprised us. For overview tasks with the alternative layout, which has a consistent encoding for the y-coordinate, users performed moderately better (p <; .05) than the storyline layout based on existing design constraints and aesthetic criteria. Our empirical findings were also supported by first-hand accounts taken from interviews with multiple expert analysts, who suggested that the inconsistent meaning of the y-axis was misleading. These findings led us to design a new storyline layout algorithm that is a “best of both” where the y-axis has a consistent meaning but aesthetic criteria (e.g., line crossings) are considered.","https://ieeexplore.ieee.org/document/8585487/","LOCKED","8585487","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085670117","1","Dustin Arendt","37085670117","","","","","","","","","","","","","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37086068397","2","Meg Pirrung","37086068397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585487","451","91","https://ieeexplore.ieee.org/document/8585487/","Storyline visualization","layout algorithms","interaction context","geospatial analysis","VAST Challenge","","","","","Layout","Visualization","Tools","Public transportation","Data visualization","Heuristic algorithms","Interviews","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585487","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","50","81","The “y” of it Matters, Even for Storyline Visualization"
"We present CRICTO, a new crowdsourcing visual analytics environment for making sense of and analyzing text data, whereby multiple crowdworkers are able to parallelize the simple information schematization tasks of relating and connecting entities across documents. The diverse links from these schematization tasks are then automatically combined and the system visualizes them based on the semantic types of the linkages. CRICTO also includes several tools that allow analysts to interactively explore and refine crowdworkers' results to better support their own sensemaking processes. We evaluated CRICTO's techniques and analysis workflow with deployments of CRICTO using Amazon Mechanical Turk and a user study that assess the effect of crowdsourced schematization in sensemaking tasks. The results of our evaluation show that CRICTO's crowdsourcing approaches and workflow help analysts explore diverse aspects of datasets, and uncover more accurate hidden stories embedded in the text datasets.","https://ieeexplore.ieee.org/document/8585484/","LOCKED","8585484","University of Alabama in Huntsville","University of Alabama in Huntsville","https://ieeexplore.ieee.org/author/37597408500","1","Haeyong Chung","37597408500","","","","","","","","","","","","","University of Alabama in Huntsville","University of Alabama in Huntsville","https://ieeexplore.ieee.org/author/37086561811","2","Sai Prashanth Dasari","37086561811","University of Alabama in Huntsville","University of Alabama in Huntsville","https://ieeexplore.ieee.org/author/37086553914","3","Santhosh Nandhakumar","37086553914","Middlebury College","Middlebury College","https://ieeexplore.ieee.org/author/37587847300","4","Christopher Andrews","37587847300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585484","208","150","https://ieeexplore.ieee.org/document/8585484/","Visual text analytics","sensemaking","crowdsourcing","","","","","","","Task analysis","Crowdsourcing","Visual analytics","Data visualization","Tools","Collaboration","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585484","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","51","139","CRICTO: Supporting Sensemaking through Crowdsourced Information Schematization"
"The VAST Challenge 2017 offered three mini-challenges and a grand challenge dealing with environmental problems potentially caused by human patterns of life and potentially harmful chemically laden effluent plumes being emitted from factory smokestacks. The data provided included traffic patterns, sensor data though a Preserve, information about the Preserve, multispectral imagery and a map to help an ornithology graduate student particularly concerned with the population decrease of the Rose-Crested Blue Pipit determine who and what might be responsible. Mini-Challenge 1 focused on analysis of vehicles passing through the Preserve over time. Mini-Challenge 2 looked at data collected by air sampling monitors surrounding nearby factories, along with meteorological readings, to understand potential impacts they may be having on the Pipit. Mini-Challenge 3 required investigation into several months of multi-spectral imagery over the area to understand the Preserve's general health. The Grand Challenge asked participants to synthesize across all three mini-challenges to create hypotheses of what is happening and what sensible next steps could be. This year's challenge received 58 submissions and recorded over 1100 unique downloads from 20 countries prior to the submission deadline.","https://ieeexplore.ieee.org/document/8585503/","LOCKED","8585503","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37357067600","1","Mark A. Whiting","37357067600","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37088724175","11","Jerry Tagestad","37088724175","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37678660700","12","Carrie Varley","37678660700","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37085505404","2","Kris Cook","37085505404","Smith College","Smith College","https://ieeexplore.ieee.org/author/37088744198","3","R. Jordan Crouser","37088744198","University of Mass Amherst","University of Mass Amherst","https://ieeexplore.ieee.org/author/37085522319","4","John Fallon","37085522319","University of Mass Amherst","University of Mass Amherst","https://ieeexplore.ieee.org/author/37360588500","5","Georges Grinstein","37360588500","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37267550400","6","Jereme Haack","37267550400","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37088734947","7","Cindy Henderson","37088734947","Air Force Research Laboratory","Air Force Research Laboratory","https://ieeexplore.ieee.org/author/37085508309","8","Kristen Liggett","37085508309","MIT Lincoln Laboratory","MIT Lincoln Laboratory","https://ieeexplore.ieee.org/author/37085713208","9","Diane Staheli","37085713208","Pacific Northwest National Laboratory","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37088731761","10","Jana Strasburg","37088731761","2","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585503","141","178","https://ieeexplore.ieee.org/document/8585503/","Visual analytics","human information interaction","patterns of life","short events analytics","multi-spectral imagery","evaluation","contest","","","Production facilities","Visual analytics","Chemicals","Effluents","Monitoring","Environmental factors","Vegetation mapping","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585503","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","52","173","VAST Challenge 2017: Mystery at the Wildlife Preserve"
"Developing sophisticated artificial intelligence (AI) systems requires AI researchers to experiment with different designs and analyze results from evaluations (we refer this task as evaluation analysis). In this paper, we tackle the challenges of evaluation analysis in the domain of question-answering (QA) systems. Through in-depth studies with QA researchers, we identify tasks and goals of evaluation analysis and derive a set of design rationales, based on which we propose a novel approach termed prismatic analysis. Prismatic analysis examines data through multiple ways of categorization (referred as angles). Categories in each angle are measured by aggregate metrics to enable diverse comparison scenarios. To facilitate prismatic analysis of QA evaluations, we design and implement the Question Space Anglyzer (QSAnglyzer), a visual analytics (VA) tool. In QSAnglyzer, the high-dimensional space formed by questions is divided into categories based on several angles (e.g., topic and question type). Each category is aggregated by accuracy, the number of questions, and accuracy variance across evaluations. QSAnglyzer visualizes these angles so that QA researchers can examine and compare evaluations from various aspects both individually and collectively. Furthermore, QA researchers filter questions based on any angle by clicking to construct complex queries. We validate QSAnglyzer through controlled experiments and by expert reviews. The results indicate that when using QSAnglyzer, users perform analysis tasks faster (p <; 0.01) and more accurately (p <; 0.05), and are quick to gain new insight. We discuss how prismatic analysis and QSAnglyzer scaffold evaluation analysis, and provide directions for future research.","https://ieeexplore.ieee.org/document/8585733/","LOCKED","8585733","University of Washington","University of Washington","https://ieeexplore.ieee.org/author/37085341619","1","Nan-Chen Chen","37085341619","","","","","","","","","","","","","Allen Institute for Artificial Intelligence","Allen Institute for Artificial Intelligence","https://ieeexplore.ieee.org/author/37060959200","2","Been Kim","37060959200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585733","165","58","https://ieeexplore.ieee.org/document/8585733/","visual analytics","visualization","interactive visualization","question answering","multi-experiment analysis","visual comparison","visual exploration","prismatic analysis","H.5.2 [Information Interfaces and Presentation]: User Interfaces—","Computational modeling","Task analysis","Measurement","Aggregates","Visual analytics","Knowledge discovery","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585733","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","53","48","QSAnglyzer: Visual Analytics for Prismatic Analysis of Question Answering System Evaluations"
"It's time to change our minds about data. Data is often perceived as inevitably cold, but instead it can be more than numbers, it can represent real life and it can be a snapshot of the world in the same way that a picture catches small moments in time. The more ubiquitous data becomes, the more we need to experiment with how to make it unique, contextual, intimate; and the way we visualize it is crucial as it is the key to translating numbers into concepts we can relate to. In an aspirational talk, Giorgia will discuss how to see this moment as an opportunity to jumpstart a new renaissance, where we can question the impersonality of a merely technical approach to data, where we are ready to reconnect numbers to what they really stand for: which are more and more our lives.","https://ieeexplore.ieee.org/document/8585625/","EPHEMERA","8585625","Accurat","Accurat","","1","Giorgia Lupi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585625","982","1","https://ieeexplore.ieee.org/document/8585625/","","","","","","","","","","","","","","","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585625","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","54","1","VIS Capstone Address Data Humanism: The Revolution will be Visualized"
"Provides a listing of current committee members and society officers.","https://ieeexplore.ieee.org/document/8585430/","EPHEMERA","8585430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585430","1280","i","https://ieeexplore.ieee.org/document/8585430/","","","","","","","","","","","","","","","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585430","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","55","i","VAST 2017 Conference Committee"
"The following topics are dealt with: data visualisation; data analysis; environmental science computing; zoology; data mining; geophysical image processing; interactive systems; pattern clustering; traffic engineering computing; biology computing.","https://ieeexplore.ieee.org/document/8585465/","EPHEMERA","8585465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585465","35","i","https://ieeexplore.ieee.org/document/8585465/","","","","","","","","","","","","","","","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585465","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","56","i","Preface"
"Provides a listing of current committee members and society officers.","https://ieeexplore.ieee.org/document/8585727/","EPHEMERA","8585727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585727","30","iii","https://ieeexplore.ieee.org/document/8585727/","","","","","","","","","","","","","","","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585727","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","57","i","VAST 2017 International Program Committee"
"Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","https://ieeexplore.ieee.org/document/8585437/","EPHEMERA","8585437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585437","58","i","https://ieeexplore.ieee.org/document/8585437/","","","","","","","","","","","","","","","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585437","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","58","i","VAST 2017 Preface"
"Presents the title page of the proceedings record.","","EPHEMERA","8585581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585581","1133","i","https://ieeexplore.ieee.org/document/8585581/","","","","","","","","","","","","","","","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585581","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","59","i","[Title page]"
"Presents the copyright information for the conference. May include reprint permission information.","","EPHEMERA","8585676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3-6 Oct. 2017","Phoenix, AZ, USA","Conferences","10.1109/VAST.2017.8585676","1072","i","https://ieeexplore.ieee.org/document/8585676/","","","","","","","","","","","","","","","","","20181223","8585424","978-1-5386-3164-5","Print on Demand(PoD) ISBN","New-2005","978-1-5386-3164-5","Electronic ISBN","New-2005","978-1-5386-3163-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8585676","3-6 Oct. 2017","8574342","2017 IEEE Conference on Visual Analytics Science and Technology (VAST)","2017","IEEE","60","i","[Copyright notice]"
