"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The concept of fairing applied to irregular triangular meshes has become more and more important. Previous contributions constructed better fairing operators, and applied them both to multiresolution editing tools and to multiresolution representations of meshes. The authors generalize these powerful techniques to handle non-manifold models. Our framework computes a multilevel fairing of models by fairing both the two-manifold surfaces that define the model, the so-called two-features, and all the boundary and intersection curves of the model, the so-called one-features. In addition we introduce two extensions that can be used in our framework as well as in manifold fairing concepts: an exact local volume preservation strategy and a method for feature preservation. Our framework works with any of the manifold fairing operators for meshes.","https://ieeexplore.ieee.org/document/885722/","LOCKED","885722","Eidgenossische Tech. Hochschule, Zurich, Switzerland","","1","A. Hubeli","","","2","M. Gross","","","","","","","","","","","","","","","","","","","","","","","","","","6","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885722","414","Visualization","Computer graphics","Layout","Solid modeling","Signal resolution","Chromium","Hardware","Application software","Technology management","Rendering (computer graphics)","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885722","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","62","407","Fairing of non-manifolds for visualization"
"The paper presents a seed placement strategy for streamlines based on flow features in the dataset. The primary goal of our seeding strategy is to capture flow patterns in the vicinity of critical points in the flow field, even as the density of streamlines is reduced. Secondary goals are to place streamlines such that there is sufficient coverage in non-critical regions, and to vary the streamline placements and lengths so that the overall presentation is aesthetically pleasing (avoid clustering of streamlines, avoid sharp discontinuities across several streamlines, etc.). The procedure is straightforward and non-iterative. First, critical points are identified. Next, the flow field is segmented into regions, each containing a single critical point. The critical point in each region is then seeded with a template depending on the type of critical point. Finally, additional seed points are randomly distributed around the field using a Poisson disk distribution to minimize closely spaced seed points. The main advantage of this approach is that it does not miss the features around critical points. Since the strategy is not image-guided, and hence not view dependent, significant savings are possible when examining flow fields from different viewpoints, especially for 3D flow fields.","https://ieeexplore.ieee.org/document/885690/","LOCKED","885690","Dept. of Comput. Sci., Univ. of Southern California, Los Angeles, CA, USA","https://ieeexplore.ieee.org/author/37273605600","1","V. Verma","37273605600","https://ieeexplore.ieee.org/author/37339406400","2","D. Kao","37339406400","https://ieeexplore.ieee.org/author/37267352000","3","A. Pang","37267352000","","","","","","","","","","","","","","","","","","","","","65","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885690","170","Streaming media","Visualization","Computer science","NASA","","","","","","","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885690","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","63","163","A flow-guided streamline seeding strategy"
"Multi-resolution techniques and models have been shown to be effective for the display and transmission of large static geometric object. Dynamic environments with internally deforming models and scientific simulations using dynamic meshes pose greater challenges in terms of time and space, and need the development of similar solutions. We introduce the T-DAG, an adaptive multi-resolution representation for dynamic meshes with arbitrary deformations including attribute, position, connectivity and topology changes. T-DAG stands for time-dependent directed acyclic graph which defines the structure supporting this representation. We also provide an incremental algorithm (in time) for constructing the T-DAG representation of a given input mesh. This enables the traversal and use of the multi-resolution dynamic model for partial playback while still constructing new time-steps.","https://ieeexplore.ieee.org/document/885724/","LOCKED","885724","Center for Comput. Visualization, Texas Univ., Austin, TX, USA","https://ieeexplore.ieee.org/author/37266753700","1","A. Shamir","37266753700","https://ieeexplore.ieee.org/author/37284312600","2","V. Pascucci","37284312600","https://ieeexplore.ieee.org/author/37282899200","3","C. Bajaj","37282899200","","","","","","","","","","","","","","","","","","","","","24","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885724","430","Isosurfaces","Laboratories","Deformable models","Layout","Data visualization","Data mining","Computer displays","Scientific computing","Solid modeling","Computational modeling","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885724","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","64","423","Multi-resolution dynamic meshes with arbitrary deformations"
"We propose a technique for visualizing steady flow. Using this technique, we first convert the vector field data into a scalar level-set representation. We then analyze the dynamic behavior and subsequent distortion of level-sets and interactively monitor the evolving structures by means of texture-based surface rendering. Next, we combine geometrical and topological considerations to derive a multiscale representation and to implement a method for the automatic placement of a sparse set of graphical primitives depicting homogeneous streams in the fields. Using the resulting algorithms, we have built a visualization system that enables us to effectively display the flow direction and its dynamics even for dense 3D fields.","https://ieeexplore.ieee.org/document/885688/","LOCKED","885688","Sci. Comput. & Visualization Group, Univ. of Technol., Aachen, Germany","https://ieeexplore.ieee.org/author/37444424000","1","R. Westermann","37444424000","https://ieeexplore.ieee.org/author/37276931400","2","C. Johnson","37276931400","https://ieeexplore.ieee.org/author/37268023800","3","T. Ertl","37268023800","","","","","","","","","","","","","","","","","","","","","17","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885688","154","Data visualization","Scientific computing","Surface texture","Rendering (computer graphics)","Interactive systems","Image analysis","Data mining","Monitoring","Three dimensional displays","Fluid dynamics","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885688","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","65","147","A level-set method for flow visualization"
"Distance judgments are difficult in current virtual environments, limiting their effectiveness in conveying spatial information. This problem is apparent when contact occurs while a user is manipulating objects. In particular, the computer graphics used to support current-generation immersive interfaces does a poor job of providing the visual cues necessary to perceive when contact between objects is about to occur. This perception of imminent contact is important in human motor control. Its absence prevents a sense of naturalness in interactive displays which allow for object manipulation. This paper reports results from an experiment evaluating the effectiveness of binocular disparity, cast shadows and diffuse inter-reflections in signaling imminent contact in a manipulation task.","https://ieeexplore.ieee.org/document/885692/","LOCKED","885692","Sch. of Comput., Utah Univ., Salt Lake City, UT, USA","","1","H.H. Hu","","","2","A.A. Gooch","","","3","W.B. Thompson","","","4","B.E. Smits","","","5","J.J. Rieser","","","6","P. Shirley","","","","","","","","","","15","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885692","185","Electrical capacitance tomography","Computer displays","Humans","Visualization","Haptic interfaces","Virtual environment","Computer graphics","Motor drives","Virtual reality","Eyes","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885692","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","66","179","Visual cues for imminent object contact in realistic virtual environments"
"We describe a toolkit for the design and visualization of flexible artificial heart valves. The toolkit consists of interlinked modules with a visual programming interface. The user of the toolkit can set the initial geometry and material properties of the valve leaflet, solve for the flexing of the leaflet and the flow of blood around it, and display the results using the visualization capabilities of the toolkit. The interactive nature of our environment is highlighted by the fact that changes in leaflet properties are immediately reflected in the flow field and response of the leaflet. Hence the user may, in a single session, investigate a broad range of designs, each one of which provides important information about the blood flow and motion of the valve during the cardiac cycle.","https://ieeexplore.ieee.org/document/885730/","LOCKED","885730","Sch. of Mech. Eng., Leeds Univ., UK","https://ieeexplore.ieee.org/author/37725037700","1","A.J. Fenlon","37725037700","https://ieeexplore.ieee.org/author/37739474000","2","T. David","37739474000","https://ieeexplore.ieee.org/author/37282730800","3","J.P.R.B. Walton","37282730800","","","","","","","","","","","","","","","","","","","","","1","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885730","456","Visualization","Prosthetics","Heart valves","Blood","Geometry","Arteries","Mechanical engineering","Computer graphics","Biomedical engineering","Engineering in medicine and biology","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885730","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","67","453","An integrated visualization and design toolkit for flexible prosthetic heart valves"
"Accurately and automatically conveying the structure of a volume model is a problem that has not been fully solved by existing volume rendering approaches. Physics-based volume rendering approaches create images which may match the appearance of translucent materials in nature but may not embody important structural details. Transfer function approaches allow flexible design of the volume appearance but generally require substantial hand-tuning for each new data set in order to be effective. We introduce the volume illustration approach, combining the familiarity of a physics-based illumination model with the ability to enhance important features using non-photorealistic rendering techniques. Since the features to be enhanced are defined on the basis of local volume characteristics rather than volume sample values, the application of volume illustration techniques requires less manual tuning than the design of a good transfer function. Volume illustration provides a flexible unified framework for enhancing structural perception of volume models through the amplification of features and the addition of illumination effects.","https://ieeexplore.ieee.org/document/885694/","LOCKED","885694","Dept. of Comput. Sci. & Electr. Eng., Maryland Univ., Baltimore, MD, USA","https://ieeexplore.ieee.org/author/37282598900","1","D. Ebert","37282598900","https://ieeexplore.ieee.org/author/37282292000","2","P. Rheingans","37282292000","","","","","","","","","","","","","","","","","","","","","","","","","68","14","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885694","202","Rendering (computer graphics)","Transfer functions","Lighting","Data visualization","Computer graphics","Application software","Optical attenuators","Computer science","Manuals","Chromium","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885694","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","68","195","Volume illustration: non-photorealistic rendering of volume models"
"Concerns the development of non-photorealistic rendering techniques for volume visualisation. In particular, we present two pen-and-ink rendering methods, a 3D method based on non-photorealistic solid textures, and a 2/sup +/D method that involves two rendering phases in the object space and the image space respectively. As both techniques utilize volume- and image-based data representations, they can be built upon a traditional volume rendering pipeline, and can be integrated with the photorealistic methods available in such a pipeline. We demonstrate that such an integration facilitates an effective mechanism for enhancing visualisation and its interpretation.","https://ieeexplore.ieee.org/document/885696/","LOCKED","885696","Dept. of Comput. Sci., Univ. of Wales, Swansea, UK","https://ieeexplore.ieee.org/author/37725999600","1","S.M.F. Treavett","37725999600","https://ieeexplore.ieee.org/author/38026251100","2","M. Chen","38026251100","","","","","","","","","","","","","","","","","","","","","","","","","24","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885696","210","Rendering (computer graphics)","Visualization","Pipelines","Biomedical imaging","Humans","Magnetic resonance imaging","Computer graphics","Computer science","Solids","Casting","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885696","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","69","203","Pen-and-ink rendering in volume visualisation"
"Splatting is widely applied in many areas, including volume, point-based and image-based rendering. Improvements to splatting, such as eliminating popping and color bleeding, occasion-based acceleration, post-rendering classification and shading, have all been recently accomplished. These improvements share a common need for efficient frame-buffer accesses. We present an optimized software splatting package, using a newly designed primitive, called FastSplat, to scan-convert footprints. Our approach does not use texture mapping hardware, but supports the whole pipeline in memory. In such an integrated pipeline, we are then able to study the optimization strategies and address image quality issues. While this research is meant for a study of the inherent trade-off of splatting, our renderer, purely in software, achieves 3- to 5-fold speedups over a top-end texture hardware implementation (for opaque data sets). We further propose a method of efficient occlusion culling using a summed area table of opacity. 3D solid texturing and bump mapping capabilities are demonstrated to show the flexibility of such an integrated rendering pipeline. A detailed numerical error analysis, in addition to the performance and storage issues, is also presented. Our approach requires low storage and uses simple operations. Thus, it is easily implementable in hardware.","https://ieeexplore.ieee.org/document/885698/","LOCKED","885698","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37367805100","1","Jian Huang","37367805100","https://ieeexplore.ieee.org/author/37273119700","2","K. Mueller","37273119700","https://ieeexplore.ieee.org/author/37355552900","3","N. Shareef","37355552900","https://ieeexplore.ieee.org/author/37284273900","4","R. Crawfis","37284273900","","","","","","","","","","","","","","","","","9","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885698","226","Hardware","Pipelines","Rendering (computer graphics)","Hemorrhaging","Acceleration","Design optimization","Software packages","Packaging","Image quality","Solids","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885698","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","70","219","FastSplats: optimized splatting on rectilinear grids"
"Discusses the concept of uniform frequency images, which exhibit uniform local frequency properties. Such images make optimal use of space when sampled close to their Nyquist limit. A warping function may be applied to an arbitrary image to redistribute its local frequency content, reducing its highest frequencies and increasing its lowest frequencies in order to approach this uniform frequency ideal. The warped image may then be downsampled according to its new, reduced Nyquist limit, thereby reducing its storage requirements. To reconstruct the original image, the inverse warp is applied. We present a general, top-down algorithm to automatically generate a piecewise-linear warping function with this frequency balancing property for a given input image. The image size is reduced by applying the warp and then downsampling. We store this warped, downsampled image plus a small number of polygons with texture coordinates to describe the inverse warp. The original image is later reconstructed by rendering the associated polygons with the warped image applied as a texture map, a process which is easily accelerated by current graphics hardware. As compared to previous image compression techniques, we generate a similar graceful space-quality tradeoff with the advantage of being able to ""uncompress"" images during rendering. We report results for several images with sizes ranging from 15,000 to 300,000 pixels, achieving reduction rates of 70-90% with improved quality over downsampling alone.","https://ieeexplore.ieee.org/document/885701/","LOCKED","885701","Johns Hopkins Univ., MD, USA","https://ieeexplore.ieee.org/author/38023544500","1","A. Hunter","38023544500","https://ieeexplore.ieee.org/author/37275763600","2","J.D. Cohen","37275763600","","","","","","","","","","","","","","","","","","","","","","","","","4","11","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885701","250","Frequency","Geometry","Image storage","Image reconstruction","Rendering (computer graphics)","Piecewise linear techniques","Acceleration","Graphics","Hardware","Image coding","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885701","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","71","243","Uniform frequency images: adding geometry to images to produce space-efficient textures"
"Non-traditional applications of scientific data challenge the typical approaches to visualization. In particular popular scientific visualization strategies fail when the expertise of the data consumer is in a different field than the one that generated the data and data from the user's domain must be utilized as well. This problem occurs when predictive weather simulations are used for a number of weather-sensitive applications. A data fusion approach is adopted for visualization design and utilized for specific example problems.","https://ieeexplore.ieee.org/document/885736/","LOCKED","885736","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372175500","1","L.A. Treinish","37372175500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885736","480","Weather forecasting","Data visualization","Computer graphics","Computational modeling","Decision making","Fusion power generation","Application software","Atmospheric modeling","Predictive models","Humans","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885736","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","72","477","Visual data fusion for applications of high-resolution numerical weather prediction"
"Multiresolution methods are becoming increasingly important tools for the interactive visualization of very large data sets. Multiresolution isosurface visualization allows the user to explore volume data using simplified and coarse representations of the isosurface for overview images, and finer resolution in areas of high interest or when zooming into the data. Ideally, a coarse isosurface should have the same topological structure as the original. The topological genus of the isosurface is one important property which is often neglected in multiresolution algorithms. This results in uncontrolled topological changes which can occur whenever the level-of-detail is changed. The scope of this paper is to propose an efficient technique which allows preservation of topology as well as controlled topology simplification in multiresolution isosurface extraction.","https://ieeexplore.ieee.org/document/885703/","LOCKED","885703","Dept. of Appl. Math., Bonn Univ., Germany","https://ieeexplore.ieee.org/author/38015261400","1","T. Gerstner","38015261400","https://ieeexplore.ieee.org/author/37282193800","2","R. Pajarola","37282193800","","","","","","","","","","","","","","","","","","","","","","","","","38","1","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885703","266","Topology","Isosurfaces","Data mining","Data visualization","Image resolution","Mathematics","Computer science","Chromium","Numerical analysis","Computer graphics","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885703","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","73","259","Topology preserving and controlled topology simplifying multiresolution isosurface extraction"
"","","EPHEMERA","885671","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885671","","","","","","","","","","","","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885671","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","74","1","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","885746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","8-13 Oct. 2000","Salt Lake City, UT, USA","Conferences","10.1109/VISUAL.2000.885746","531","","","","","","","","","","","19150","0-7803-6478-3","Print ISBN","Historical","0-7803-6478-3","00CH37145","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=885746","8-13 Oct. 2000","7111","Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145)","2000","IEEE","75","531","Author index"
