"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Provides a listing of current society officers.","https://ieeexplore.ieee.org/document/4388987/","EPHEMERA","4388987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388987","viii","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388987","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","49","viii","Area Chairs"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4388984/","EPHEMERA","4388984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388984","vii","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388984","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","50","vii","IEEE Visualization and Graphics Technical Committee (VGTC)"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4388986/","EPHEMERA","4388986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388986","viii","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388986","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","51","viii","Conference Committees"
"Presents the introductory welcome message from the conference proceedings.","https://ieeexplore.ieee.org/document/4388983/","EPHEMERA","4388983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388983","vi","https://ieeexplore.ieee.org/document/4388983/","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388983","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","52","vi","Preface"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/4388985/","EPHEMERA","4388985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388985","vii","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388985","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","53","vii","VGTC Executive Committee"
"The following topics are dealt with: data visualization and graphics; geotemporal analysis; emergency and surveillance analytics and systems; multivariate analytics; text and media exploration; security and investigative analysis; and social analysis and interaction.","","EPHEMERA","4388980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388980","i","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388980","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","54","i","IEEE Symposium on Visual Analytics Science and Technology 2007"
"Breaker page.","","EPHEMERA","4389031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389031","229","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389031","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","55","229","[Breaker page]"
"Presents the front cover or splash screen of the proceedings.","","EPHEMERA","4388978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388978","C1","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388978","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","56","C1","[Front cover]"
"Presents the table of contents of the proceedings.","","EPHEMERA","4388982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388982","v","","","","","","","","","Visual analytics","Data visualization","Surveillance","Text analysis","Large-scale systems","Computer security","Computer graphics","Mobile computing","Conference management","Content management","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388982","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","57","iii","Contents"
"Breaker page.","","EPHEMERA","4389029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389029","225","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389029","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","58","225","[Breaker page]"
"The conference offers a note of thanks and lists its reviewers.","","EPHEMERA","4388988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388988","ix","","","","","","","","","IEEE","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388988","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","59","ix","Paper reviewers"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","4389039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389039","247","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389039","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","60","247","Author index"
"Breaker page.","","EPHEMERA","4389014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389014","195","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389014","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","61","195","[Breaker page]"
"Presents the copyright information for the conference. May include reprint permission information.","","EPHEMERA","4388981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388981","ii","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388981","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","62","ii","[Copyright notice]"
"Cover image credits.","","EPHEMERA","4388979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388979","nil1","","","","","","","","","","","","","","","","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388979","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","63","nil1","Cover image credits"
